Tec-9,破损不堪,纪念品,38063,Tec-9（纪念品） | 核子威慑,1,28887.5,652.79,0.02,2024-06-17
Tec-9,略有磨损,普通,774945,Tec-9 | 锈叶,16,182.5,243.49,1.33,2024-06-20
Tec-9,破损不堪,纪念品,38059,Tec-9（纪念品） | 地下水,12,179.5,170.04,0.95,2024-06-20
Tec-9,战痕累累,StatTrak™,776762,Tec-9（StatTrak™） | 屠杀者,7,174,161.91,0.93,2024-06-20
Tec-9,崭新出厂,StatTrak™,39650,Tec-9（StatTrak™） | 艾萨克,66,167.97,232.96,1.39,2024-06-20
Tec-9,崭新出厂,纪念品,38064,Tec-9（纪念品） | 晶红石英,47,163.5,264.97,1.62,2024-06-20
Tec-9,崭新出厂,StatTrak™,39635,Tec-9（StatTrak™） | 剪纸,17,156.89,174.18,1.11,2024-06-20
Tec-9,破损不堪,StatTrak™,776900,Tec-9（StatTrak™） | 屠杀者,10,155.5,194.43,1.25,2024-06-20
Tec-9,略有磨损,普通,775532,Tec-9 | 屠杀者,101,146.4,193.99,1.33,2024-06-20
Tec-9,略有磨损,普通,42004,Tec-9 | 哈迪斯,8,133.38,166.92,1.25,2024-06-20
Tec-9,崭新出厂,普通,42002,Tec-9 | 哈迪斯,31,133.3,181.36,1.36,2024-06-20
Tec-9,久经沙场,StatTrak™,775810,Tec-9（StatTrak™） | 屠杀者,45,129.5,188.69,1.46,2024-06-20
Tec-9,崭新出厂,纪念品,38047,Tec-9（纪念品） | 陆军网格,16,124.5,188.76,1.52,2024-06-20
Tec-9,久经沙场,普通,42003,Tec-9 | 哈迪斯,10,123.45,160.46,1.3,2024-06-20
Tec-9,破损不堪,普通,42005,Tec-9 | 哈迪斯,8,123,159.81,1.3,2024-06-20
Tec-9,久经沙场,纪念品,761544,Tec-9（纪念品） | 遥控,25,121.48,161.62,1.33,2024-06-20
Tec-9,略有磨损,纪念品,38071,Tec-9（纪念品） | 核子剧毒,167,117.2,161.69,1.38,2024-06-20
Tec-9,战痕累累,普通,42001,Tec-9 | 哈迪斯,7,116.5,152.48,1.31,2024-06-20
Tec-9,崭新出厂,StatTrak™,39667,Tec-9（StatTrak™） | 钛片,27,108.97,161.33,1.48,2024-06-20
Tec-9,崭新出厂,普通,835689,Tec-9 | 上古图腾,16,104.5,138.98,1.33,2024-06-20
Tec-9,久经沙场,纪念品,38048,Tec-9（纪念品） | 陆军网格,24,103.97,147.69,1.42,2024-06-20
Tec-9,略有磨损,普通,835743,Tec-9 | 上古图腾,12,98.78,150.52,1.52,2024-06-20
Tec-9,久经沙场,普通,835657,Tec-9 | 上古图腾,6,98.7,124.68,1.26,2024-06-20
Tec-9,破损不堪,普通,835863,Tec-9 | 上古图腾,1,95.9,122.65,1.28,2024-06-20
Tec-9,战痕累累,普通,835815,Tec-9 | 上古图腾,4,90.9,122.65,1.35,2024-06-20
Tec-9,久经沙场,纪念品,38053,Tec-9（纪念品） | 黄铜,95,89.9,136.51,1.52,2024-06-20
Tec-9,崭新出厂,普通,41992,Tec-9 | 燃料喷射器,174,88.23,126.35,1.43,2024-06-20
Tec-9,略有磨损,StatTrak™,39642,Tec-9（StatTrak™） | 燃料喷射器,119,86.9,120.84,1.39,2024-06-20
Tec-9,战痕累累,纪念品,761966,Tec-9（纪念品） | 遥控,16,82.62,115.83,1.4,2024-06-20
Tec-9,崭新出厂,StatTrak™,39624,Tec-9（StatTrak™） | 坍雪寒裘,67,80.89,116.12,1.44,2024-06-20
Tec-9,破损不堪,纪念品,761967,Tec-9（纪念品） | 遥控,14,80.79,112.78,1.4,2024-06-20
Tec-9,破损不堪,普通,775485,Tec-9 | 屠杀者,2,78.68,106.25,1.35,2024-06-20
Tec-9,略有磨损,纪念品,38066,Tec-9（纪念品） | 晶红石英,66,76.15,117.13,1.54,2024-06-20
Tec-9,略有磨损,StatTrak™,39669,Tec-9（StatTrak™） | 钛片,27,67.75,91.08,1.34,2024-06-20
Tec-9,久经沙场,StatTrak™,39668,Tec-9（StatTrak™） | 钛片,9,67.22,91.23,1.36,2024-06-20
Tec-9,战痕累累,纪念品,38056,Tec-9（纪念品） | 地下水,7,65.9,69.6,1.06,2024-06-20
Tec-9,略有磨损,普通,41979,Tec-9 | 黄铜,32,64.57,90.72,1.4,2024-06-20
Tec-9,崭新出厂,普通,42011,Tec-9 | 艾萨克,85,64.17,93.84,1.46,2024-06-20
Tec-9,战痕累累,纪念品,38051,Tec-9（纪念品） | 黄铜,41,61.43,90.79,1.48,2024-06-20
Tec-9,崭新出厂,StatTrak™,39628,Tec-9（StatTrak™） | 蓝钛,100,61.2,83.9,1.37,2024-06-20
Tec-9,久经沙场,普通,775056,Tec-9 | 屠杀者,248,60.92,85.13,1.4,2024-06-20
Tec-9,破损不堪,纪念品,38055,Tec-9（纪念品） | 黄铜,72,60.39,84.84,1.4,2024-06-20
Tec-9,崭新出厂,普通,42050,Tec-9 | 核子剧毒,110,54.87,73.44,1.34,2024-06-20
Tec-9,久经沙场,纪念品,38070,Tec-9（纪念品） | 核子剧毒,241,51.8,80.19,1.55,2024-06-20
Tec-9,破损不堪,纪念品,38072,Tec-9（纪念品） | 核子剧毒,14,49.82,84.55,1.7,2024-06-20
Tec-9,崭新出厂,普通,775559,Tec-9 | 穆拉诺之橙,21,49.76,73.88,1.48,2024-06-20
Tec-9,崭新出厂,普通,41987,Tec-9 | 剪纸,32,49.7,69.45,1.4,2024-06-20
Tec-9,久经沙场,纪念品,38065,Tec-9（纪念品） | 晶红石英,76,49.42,75.69,1.53,2024-06-20
Tec-9,略有磨损,普通,775221,Tec-9 | 穆拉诺之橙,13,48.59,64.81,1.33,2024-06-20
Tec-9,战痕累累,纪念品,38068,Tec-9（纪念品） | 核子剧毒,35,48,77.73,1.62,2024-06-20
Tec-9,久经沙场,纪念品,38057,Tec-9（纪念品） | 地下水,42,44.9,72.57,1.62,2024-06-20
Tec-9,久经沙场,普通,775161,Tec-9 | 穆拉诺之橙,17,43.89,49.86,1.14,2024-06-20
Tec-9,战痕累累,普通,775942,Tec-9 | 屠杀者,19,42.9,57.19,1.33,2024-06-20
Tec-9,略有磨损,普通,42052,Tec-9 | 核子剧毒,72,42.72,63.79,1.49,2024-06-20
Tec-9,破损不堪,普通,775675,Tec-9 | 穆拉诺之橙,10,42.47,72.86,1.72,2024-06-20
Tec-9,战痕累累,普通,775445,Tec-9 | 穆拉诺之橙,10,42.31,57.77,1.37,2024-06-20
Tec-9,崭新出厂,普通,41971,Tec-9 | 竹林,692,42.29,59.87,1.42,2024-06-20
Tec-9,久经沙场,StatTrak™,39641,Tec-9（StatTrak™） | 燃料喷射器,194,41.69,60.6,1.45,2024-06-20
Tec-9,崭新出厂,普通,41975,Tec-9 | 蓝钛,121,39.8,53.12,1.33,2024-06-20
Tec-9,破损不堪,普通,42053,Tec-9 | 核子剧毒,4,39.71,56.9,1.43,2024-06-20
Tec-9,战痕累累,普通,42049,Tec-9 | 核子剧毒,13,39.54,49.21,1.24,2024-06-20
Tec-9,久经沙场,普通,42051,Tec-9 | 核子剧毒,48,38.87,50.87,1.31,2024-06-20
Tec-9,崭新出厂,普通,42041,Tec-9 | 钛片,82,37.66,50.08,1.33,2024-06-20
Tec-9,略有磨损,StatTrak™,39626,Tec-9（StatTrak™） | 坍雪寒裘,82,35.2,54.5,1.55,2024-06-20
Tec-9,略有磨损,StatTrak™,39637,Tec-9（StatTrak™） | 剪纸,27,34.73,48.04,1.38,2024-06-20
Tec-9,久经沙场,普通,42042,Tec-9 | 钛片,19,34.53,44.49,1.29,2024-06-20
Tec-9,破损不堪,StatTrak™,39638,Tec-9（StatTrak™） | 剪纸,9,34.04,35.56,1.04,2024-06-20
Tec-9,略有磨损,普通,41994,Tec-9 | 燃料喷射器,488,34,46.08,1.36,2024-06-20
Tec-9,略有磨损,普通,42043,Tec-9 | 钛片,38,32.7,48.77,1.49,2024-06-20
Tec-9,略有磨损,普通,42025,Tec-9 | 骨化之色,3,30.73,42.89,1.4,2024-06-20
Tec-9,略有磨损,普通,42047,Tec-9 | 狂哮飓风,14,29.9,47.9,1.6,2024-06-20
Tec-9,崭新出厂,纪念品,929139,Tec-9（纪念品） | 腐朽木乃伊,28,29.74,51.31,1.73,2024-06-20
Tec-9,破损不堪,StatTrak™,39643,Tec-9（StatTrak™） | 燃料喷射器,59,29.38,39.77,1.35,2024-06-20
Tec-9,略有磨损,StatTrak™,39652,Tec-9（StatTrak™） | 艾萨克,160,28.79,40.57,1.41,2024-06-20
Tec-9,崭新出厂,普通,41966,Tec-9 | 坍雪寒裘,154,28.6,38.9,1.36,2024-06-20
Tec-9,崭新出厂,StatTrak™,39655,Tec-9（StatTrak™） | 贾姆比亚,21,26.87,41.73,1.55,2024-06-20
Tec-9,战痕累累,StatTrak™,39639,Tec-9（StatTrak™） | 燃料喷射器,39,26.68,34.33,1.29,2024-06-20
Tec-9,崭新出厂,普通,762220,Tec-9 | 遥控,240,26.6,34.47,1.3,2024-06-20
Tec-9,略有磨损,普通,41973,Tec-9 | 竹林,398,25.8,36.0,1.4,2024-06-20
Tec-9,崭新出厂,StatTrak™,39659,Tec-9（StatTrak™） | 战火重燃,121,25.32,36.0,1.42,2024-06-20
Tec-9,崭新出厂,纪念品,38074,Tec-9（纪念品） | 多变迷彩,106,24.67,31.5,1.28,2024-06-20
Tec-9,战痕累累,普通,41970,Tec-9 | 竹林,16,24.42,31.86,1.3,2024-06-20
Tec-9,战痕累累,StatTrak™,39634,Tec-9（StatTrak™） | 剪纸,17,24.4,34.69,1.42,2024-06-20
Tec-9,久经沙场,StatTrak™,39636,Tec-9（StatTrak™） | 剪纸,16,22.94,31.28,1.36,2024-06-20
Tec-9,崭新出厂,StatTrak™,769266,Tec-9（StatTrak™） | 青竹伪装,94,21.7,30.48,1.4,2024-06-20
Tec-9,破损不堪,普通,41974,Tec-9 | 竹林,8,21.5,26.85,1.25,2024-06-20
Tec-9,略有磨损,普通,42012,Tec-9 | 艾萨克,226,20.58,28.09,1.36,2024-06-20
Tec-9,久经沙场,普通,41978,Tec-9 | 黄铜,94,20.03,30.41,1.52,2024-06-20
Tec-9,久经沙场,普通,41972,Tec-9 | 竹林,146,19.9,25.91,1.3,2024-06-20
Tec-9,崭新出厂,StatTrak™,781699,Tec-9（StatTrak™） | 兄弟连,102,19.8,30.63,1.55,2024-06-20
Tec-9,略有磨损,普通,41989,Tec-9 | 剪纸,43,19.67,27.0,1.37,2024-06-20
Tec-9,崭新出厂,StatTrak™,759316,Tec-9（StatTrak™） | 蛇-9,32,19.38,25.18,1.3,2024-06-20
Tec-9,久经沙场,StatTrak™,39651,Tec-9（StatTrak™） | 艾萨克,164,18.89,24.31,1.29,2024-06-20
Tec-9,久经沙场,普通,41993,Tec-9 | 燃料喷射器,801,18.77,24.75,1.32,2024-06-20
Tec-9,略有磨损,StatTrak™,39665,Tec-9（StatTrak™） | 沙尘暴,114,17.9,27.0,1.51,2024-06-20
Tec-9,略有磨损,StatTrak™,763491,Tec-9（StatTrak™） | 破铜烂铁,14,16.9,16.91,1.0,2024-06-20
Tec-9,久经沙场,普通,43951,Tec-9 | 艾萨克,149,16.29,21.05,1.29,2024-06-20
Tec-9,久经沙场,StatTrak™,39625,Tec-9（StatTrak™） | 坍雪寒裘,165,15.88,24.02,1.51,2024-06-20
Tec-9,略有磨损,普通,41968,Tec-9 | 坍雪寒裘,235,15.48,21.19,1.37,2024-06-20
Tec-9,破损不堪,纪念品,38077,Tec-9（纪念品） | 多变迷彩,18,15.17,23.73,1.56,2024-06-20
Tec-9,破损不堪,普通,41990,Tec-9 | 剪纸,25,15.08,22.86,1.52,2024-06-20
Tec-9,战痕累累,普通,41986,Tec-9 | 剪纸,30,15.1,24.31,1.61,2024-06-20
Tec-9,久经沙场,普通,41988,Tec-9 | 剪纸,24,14.9,21.77,1.46,2024-06-20
Tec-9,破损不堪,普通,42013,Tec-9 | 艾萨克,53,14.48,18.58,1.28,2024-06-20
Tec-9,战痕累累,普通,42010,Tec-9 | 艾萨克,32,14.48,17.78,1.23,2024-06-20
Tec-9,略有磨损,普通,762221,Tec-9 | 遥控,255,14.15,19.38,1.37,2024-06-20
Tec-9,破损不堪,StatTrak™,39627,Tec-9（StatTrak™） | 坍雪寒裘,27,13.58,17.13,1.26,2024-06-20
Tec-9,战痕累累,普通,41976,Tec-9 | 黄铜,16,13.5,18.8,1.39,2024-06-20
Tec-9,破损不堪,普通,41980,Tec-9 | 黄铜,15,13.36,17.78,1.33,2024-06-20
Tec-9,破损不堪,普通,42048,Tec-9 | 狂哮飓风,2,12.61,15.82,1.25,2024-06-20
Tec-9,崭新出厂,StatTrak™,39630,Tec-9（StatTrak™） | 碎蛋白石,44,12.51,14.81,1.18,2024-06-20
Tec-9,略有磨损,纪念品,38076,Tec-9（纪念品） | 多变迷彩,146,12.5,19.16,1.53,2024-06-20
Tec-9,久经沙场,普通,42046,Tec-9 | 狂哮飓风,23,12.24,18.72,1.53,2024-06-20
Tec-9,破损不堪,普通,41995,Tec-9 | 燃料喷射器,167,11.95,16.04,1.34,2024-06-20
Tec-9,战痕累累,StatTrak™,39649,Tec-9（StatTrak™） | 艾萨克,35,11.85,15.24,1.29,2024-06-20
Tec-9,战痕累累,纪念品,38073,Tec-9（纪念品） | 多变迷彩,27,11.56,17.35,1.5,2024-06-20
Tec-9,崭新出厂,普通,927374,Tec-9 | 腐朽木乃伊,218,11.4,15.97,1.4,2024-06-20
Tec-9,战痕累累,普通,42044,Tec-9 | 狂哮飓风,12,11.39,17.64,1.55,2024-06-20
Tec-9,破损不堪,StatTrak™,39653,Tec-9（StatTrak™） | 艾萨克,85,11.26,16.69,1.48,2024-06-20
Tec-9,崭新出厂,普通,871407,Tec-9 | 安全网,68,10.9,13.72,1.26,2024-06-20
Tec-9,战痕累累,普通,41991,Tec-9 | 燃料喷射器,85,10.41,14.22,1.37,2024-06-20
Tec-9,略有磨损,StatTrak™,769267,Tec-9（StatTrak™） | 青竹伪装,132,10.29,14.44,1.4,2024-06-20
Tec-9,战痕累累,StatTrak™,39623,Tec-9（StatTrak™） | 坍雪寒裘,28,9.91,14.51,1.46,2024-06-20
Tec-9,崭新出厂,StatTrak™,39645,Tec-9（StatTrak™） | 冰冠,387,9.47,13.93,1.47,2024-06-20
Tec-9,崭新出厂,普通,769176,Tec-9 | 青竹伪装,238,9.16,11.97,1.31,2024-06-20
Tec-9,略有磨损,普通,927344,Tec-9 | 腐朽木乃伊,351,9.09,11.9,1.31,2024-06-20
Tec-9,略有磨损,普通,42035,Tec-9 | 沙尘暴,212,8.88,12.34,1.39,2024-06-20
Tec-9,略有磨损,StatTrak™,39661,Tec-9（StatTrak™） | 战火重燃,160,8.74,12.27,1.4,2024-06-20
Tec-9,破损不堪,StatTrak™,39666,Tec-9（StatTrak™） | 沙尘暴,55,8.64,10.02,1.16,2024-06-20
Tec-9,略有磨损,普通,871254,Tec-9 | 安全网,53,8.49,10.96,1.29,2024-06-20
Tec-9,略有磨损,StatTrak™,781635,Tec-9（StatTrak™） | 兄弟连,121,8.43,11.25,1.33,2024-06-20
Tec-9,久经沙场,普通,762238,Tec-9 | 遥控,337,8.08,10.81,1.34,2024-06-20
Tec-9,久经沙场,普通,41967,Tec-9 | 坍雪寒裘,304,7.99,11.39,1.43,2024-06-20
Tec-9,崭新出厂,普通,42026,Tec-9 | 战火重燃,318,7.97,10.89,1.37,2024-06-20
Tec-9,久经沙场,纪念品,38075,Tec-9（纪念品） | 多变迷彩,195,7.9,13.5,1.71,2024-06-20
Tec-9,崭新出厂,普通,42024,Tec-9 | 骨化之色,181,7.82,10.02,1.28,2024-06-20
Tec-9,略有磨损,纪念品,929047,Tec-9（纪念品） | 腐朽木乃伊,49,7.77,10.96,1.41,2024-06-20
Tec-9,崭新出厂,普通,42015,Tec-9 | 贾姆比亚,45,7.77,10.67,1.37,2024-06-20
Tec-9,略有磨损,StatTrak™,39657,Tec-9（StatTrak™） | 贾姆比亚,51,7.66,8.35,1.09,2024-06-20
Tec-9,崭新出厂,普通,781616,Tec-9 | 兄弟连,261,7.47,11.39,1.52,2024-06-20
Tec-9,破损不堪,普通,871271,Tec-9 | 安全网,37,7.12,9.29,1.3,2024-06-20
Tec-9,崭新出厂,纪念品,877043,Tec-9（纪念品） | 上古图腾,63,7.08,10.6,1.5,2024-06-20
Tec-9,崭新出厂,StatTrak™,773760,Tec-9（StatTrak™） | 闪光舞步,77,6.89,9.22,1.34,2024-06-20
Tec-9,崭新出厂,StatTrak™,956637,Tec-9（StatTrak™） | 渣渣,65,6.84,9.43,1.38,2024-06-20
Tec-9,破损不堪,StatTrak™,769436,Tec-9（StatTrak™） | 青竹伪装,15,6.69,8.13,1.22,2024-06-20
Tec-9,久经沙场,普通,927329,Tec-9 | 腐朽木乃伊,347,6.62,8.42,1.27,2024-06-20
Tec-9,久经沙场,普通,871249,Tec-9 | 安全网,79,6.56,8.85,1.35,2024-06-20
Tec-9,破损不堪,StatTrak™,39662,Tec-9（StatTrak™） | 战火重燃,14,6.51,8.13,1.25,2024-06-20
Tec-9,战痕累累,普通,871261,Tec-9 | 安全网,37,6.46,8.49,1.31,2024-06-20
Tec-9,崭新出厂,StatTrak™,921577,Tec-9（StatTrak™） | 叛逆,128,5.95,7.77,1.31,2024-06-20
Tec-9,崭新出厂,普通,835457,Tec-9 | 凤凰涂鸦,59,5.65,7.18,1.27,2024-06-20
Tec-9,破损不堪,普通,762222,Tec-9 | 遥控,122,5.31,7.18,1.35,2024-06-20
Tec-9,破损不堪,普通,41969,Tec-9 | 坍雪寒裘,118,5.22,6.31,1.21,2024-06-20
Tec-9,久经沙场,普通,42016,Tec-9 | 贾姆比亚,44,4.95,5.95,1.2,2024-06-20
Tec-9,略有磨损,StatTrak™,39647,Tec-9（StatTrak™） | 冰冠,236,4.94,6.82,1.38,2024-06-20
Tec-9,破损不堪,普通,927353,Tec-9 | 腐朽木乃伊,148,4.93,6.1,1.24,2024-06-20
Tec-9,略有磨损,普通,769224,Tec-9 | 青竹伪装,393,4.91,6.39,1.3,2024-06-20
Tec-9,略有磨损,普通,42017,Tec-9 | 贾姆比亚,90,4.89,5.81,1.19,2024-06-20
Tec-9,略有磨损,普通,763437,Tec-9 | 破铜烂铁,79,4.83,6.75,1.4,2024-06-20
Tec-9,久经沙场,StatTrak™,39660,Tec-9（StatTrak™） | 战火重燃,100,4.76,5.88,1.24,2024-06-20
Tec-9,崭新出厂,普通,759321,Tec-9 | 蛇-9,52,4.56,6.46,1.42,2024-06-20
Tec-9,久经沙场,StatTrak™,769435,Tec-9（StatTrak™） | 青竹伪装,324,4.48,5.81,1.3,2024-06-20
Tec-9,破损不堪,普通,42018,Tec-9 | 贾姆比亚,46,4.45,5.44,1.22,2024-06-20
Tec-9,战痕累累,普通,42014,Tec-9 | 贾姆比亚,53,4.44,5.08,1.14,2024-06-20
Tec-9,战痕累累,普通,762219,Tec-9 | 遥控,164,4.36,6.31,1.45,2024-06-20
Tec-9,略有磨损,StatTrak™,759318,Tec-9（StatTrak™） | 蛇-9,64,4.36,6.17,1.42,2024-06-20
Tec-9,略有磨损,普通,835366,Tec-9 | 凤凰涂鸦,103,4.19,5.37,1.28,2024-06-20
Tec-9,战痕累累,普通,927338,Tec-9 | 腐朽木乃伊,133,4.11,5.3,1.29,2024-06-20
Tec-9,久经沙场,StatTrak™,39656,Tec-9（StatTrak™） | 贾姆比亚,77,4.08,5.52,1.35,2024-06-20
Tec-9,战痕累累,普通,41965,Tec-9 | 坍雪寒裘,117,4,5.44,1.36,2024-06-20
Tec-9,久经沙场,纪念品,929089,Tec-9（纪念品） | 腐朽木乃伊,43,3.99,7.26,1.82,2024-06-20
Tec-9,久经沙场,StatTrak™,39664,Tec-9（StatTrak™） | 沙尘暴,550,3.99,5.01,1.26,2024-06-20
Tec-9,破损不堪,纪念品,929036,Tec-9（纪念品） | 腐朽木乃伊,17,3.97,4.14,1.04,2024-06-20
Tec-9,久经沙场,普通,835331,Tec-9 | 凤凰涂鸦,118,3.88,4.5,1.16,2024-06-20
Tec-9,略有磨损,普通,781605,Tec-9 | 兄弟连,795,3.89,5.37,1.38,2024-06-20
Tec-9,略有磨损,纪念品,877062,Tec-9（纪念品） | 上古图腾,67,3.87,5.15,1.33,2024-06-20
Tec-9,破损不堪,普通,835773,Tec-9 | 凤凰涂鸦,10,3.86,5.08,1.32,2024-06-20
Tec-9,战痕累累,普通,835629,Tec-9 | 凤凰涂鸦,15,3.8,4.43,1.17,2024-06-20
Tec-9,战痕累累,StatTrak™,39654,Tec-9（StatTrak™） | 贾姆比亚,61,3.78,4.14,1.1,2024-06-20
Tec-9,战痕累累,StatTrak™,769265,Tec-9（StatTrak™） | 青竹伪装,48,3.65,5.08,1.39,2024-06-20
Tec-9,破损不堪,StatTrak™,781535,Tec-9（StatTrak™） | 兄弟连,72,3.63,4.21,1.16,2024-06-20
Tec-9,久经沙场,StatTrak™,781582,Tec-9（StatTrak™） | 兄弟连,231,3.57,5.15,1.44,2024-06-20
Tec-9,破损不堪,纪念品,877104,Tec-9（纪念品） | 上古图腾,13,3.49,5.3,1.52,2024-06-20
Tec-9,略有磨损,普通,42028,Tec-9 | 战火重燃,334,3.48,5.15,1.48,2024-06-20
Tec-9,战痕累累,StatTrak™,39663,Tec-9（StatTrak™） | 沙尘暴,77,3.48,4.64,1.33,2024-06-20
Tec-9,崭新出厂,普通,41982,Tec-9 | 碎蛋白石,236,3.18,4.14,1.3,2024-06-20
Tec-9,破损不堪,StatTrak™,39658,Tec-9（StatTrak™） | 贾姆比亚,42,3.16,4.14,1.31,2024-06-20
Tec-9,战痕累累,StatTrak™,781684,Tec-9（StatTrak™） | 兄弟连,96,3.07,3.77,1.23,2024-06-20
Tec-9,崭新出厂,普通,33815,Tec-9 | 冰冠,1839,2.9,4.43,1.53,2024-06-20
Tec-9,破损不堪,普通,43953,Tec-9 | 沙尘暴,32,2.87,3.05,1.06,2024-06-20
Tec-9,略有磨损,StatTrak™,773680,Tec-9（StatTrak™） | 闪光舞步,144,2.78,3.34,1.2,2024-06-20
Tec-9,战痕累累,纪念品,929084,Tec-9（纪念品） | 腐朽木乃伊,61,2.71,3.63,1.34,2024-06-20
Tec-9,略有磨损,StatTrak™,39632,Tec-9（StatTrak™） | 碎蛋白石,219,2.49,3.34,1.34,2024-06-20
Tec-9,略有磨损,StatTrak™,956539,Tec-9（StatTrak™） | 渣渣,192,2.47,3.63,1.47,2024-06-20
Tec-9,破损不堪,StatTrak™,773812,Tec-9（StatTrak™） | 闪光舞步,11,2.46,3.34,1.36,2024-06-20
Tec-9,久经沙场,普通,42034,Tec-9 | 沙尘暴,499,2.4,3.05,1.27,2024-06-20
Tec-9,破损不堪,普通,769442,Tec-9 | 青竹伪装,38,2.28,3.12,1.37,2024-06-20
Tec-9,破损不堪,普通,42029,Tec-9 | 战火重燃,16,2.08,2.98,1.43,2024-06-20
Tec-9,久经沙场,普通,781567,Tec-9 | 兄弟连,1722,2.09,2.83,1.35,2024-06-20
Tec-9,久经沙场,纪念品,877035,Tec-9（纪念品） | 上古图腾,86,2.06,2.98,1.45,2024-06-20
Tec-9,久经沙场,普通,42027,Tec-9 | 战火重燃,240,2.06,3.05,1.48,2024-06-20
Tec-9,战痕累累,普通,42033,Tec-9 | 沙尘暴,46,2.03,2.54,1.25,2024-06-20
Tec-9,久经沙场,StatTrak™,759317,Tec-9（StatTrak™） | 蛇-9,56,2.02,2.69,1.33,2024-06-20
Tec-9,久经沙场,普通,769180,Tec-9 | 青竹伪装,770,1.99,2.83,1.42,2024-06-20
Tec-9,战痕累累,纪念品,877059,Tec-9（纪念品） | 上古图腾,34,1.98,2.83,1.43,2024-06-20
Tec-9,崭新出厂,普通,773685,Tec-9 | 闪光舞步,132,1.98,2.61,1.32,2024-06-20
Tec-9,战痕累累,StatTrak™,39644,Tec-9（StatTrak™） | 冰冠,15,1.95,2.83,1.45,2024-06-20
Tec-9,战痕累累,普通,769251,Tec-9 | 青竹伪装,144,1.92,2.54,1.32,2024-06-20
Tec-9,破损不堪,普通,781620,Tec-9 | 兄弟连,544,1.87,2.47,1.32,2024-06-20
Tec-9,崭新出厂,普通,956533,Tec-9 | 渣渣,205,1.86,2.25,1.21,2024-06-20
Tec-9,略有磨损,StatTrak™,921556,Tec-9（StatTrak™） | 叛逆,244,1.7,2.47,1.45,2024-06-20
Tec-9,战痕累累,普通,781563,Tec-9 | 兄弟连,478,1.68,2.1,1.25,2024-06-20
Tec-9,破损不堪,StatTrak™,759319,Tec-9（StatTrak™） | 蛇-9,29,1.68,1.89,1.12,2024-06-20
Tec-9,破损不堪,StatTrak™,39648,Tec-9（StatTrak™） | 冰冠,24,1.65,2.25,1.36,2024-06-20
Tec-9,略有磨损,普通,759196,Tec-9 | 蛇-9,133,1.62,2.03,1.25,2024-06-20
Tec-9,略有磨损,普通,42008,Tec-9 | 冰冠,1008,1.47,2.18,1.48,2024-06-20
Tec-9,久经沙场,StatTrak™,39646,Tec-9（StatTrak™） | 冰冠,459,1.43,2.03,1.42,2024-06-20
Tec-9,久经沙场,StatTrak™,956504,Tec-9（StatTrak™） | 渣渣,240,1.38,1.89,1.37,2024-06-20
Tec-9,崭新出厂,普通,921492,Tec-9 | 叛逆,341,1.31,1.89,1.44,2024-06-20
Tec-9,破损不堪,StatTrak™,956542,Tec-9（StatTrak™） | 渣渣,83,1.29,1.52,1.18,2024-06-20
Tec-9,战痕累累,StatTrak™,773725,Tec-9（StatTrak™） | 闪光舞步,21,1.28,1.45,1.13,2024-06-20
Tec-9,战痕累累,StatTrak™,956503,Tec-9（StatTrak™） | 渣渣,103,1.2,1.52,1.27,2024-06-20
Tec-9,战痕累累,StatTrak™,759315,Tec-9（StatTrak™） | 蛇-9,31,1.18,1.96,1.66,2024-06-20
Tec-9,久经沙场,StatTrak™,773630,Tec-9（StatTrak™） | 闪光舞步,134,1.07,1.52,1.42,2024-06-20
Tec-9,破损不堪,普通,43952,Tec-9 | 晶红石英,99,1.06,1.52,1.43,2024-06-20
Tec-9,崭新出厂,普通,41997,Tec-9 | 地下水,654,1.04,1.31,1.26,2024-06-20
Tec-9,略有磨损,普通,773666,Tec-9 | 闪光舞步,179,1.02,1.23,1.21,2024-06-20
Tec-9,久经沙场,StatTrak™,39631,Tec-9（StatTrak™） | 碎蛋白石,139,1.01,1.45,1.44,2024-06-20
Tec-9,战痕累累,普通,42006,Tec-9 | 冰冠,29,0.97,1.31,1.35,2024-06-20
Tec-9,略有磨损,普通,956483,Tec-9 | 渣渣,383,0.94,1.31,1.39,2024-06-20
Tec-9,久经沙场,普通,759173,Tec-9 | 蛇-9,80,0.94,1.67,1.78,2024-06-20
Tec-9,破损不堪,普通,42009,Tec-9 | 冰冠,37,0.93,1.16,1.25,2024-06-20
Tec-9,崭新出厂,普通,42060,Tec-9 | 多变迷彩,485,0.92,1.16,1.26,2024-06-20
Tec-9,破损不堪,普通,773756,Tec-9 | 闪光舞步,16,0.87,1.09,1.25,2024-06-20
Tec-9,崭新出厂,普通,42055,Tec-9 | 都市 DDPAT,271,0.87,1.02,1.17,2024-06-20
Tec-9,久经沙场,普通,42007,Tec-9 | 冰冠,559,0.87,1.38,1.59,2024-06-20
Tec-9,久经沙场,普通,773535,Tec-9 | 闪光舞步,82,0.85,1.16,1.36,2024-06-20
Tec-9,破损不堪,普通,759215,Tec-9 | 蛇-9,45,0.85,1.16,1.36,2024-06-20
Tec-9,战痕累累,普通,773674,Tec-9 | 闪光舞步,23,0.83,0.87,1.05,2024-06-20
Tec-9,战痕累累,普通,759320,Tec-9 | 蛇-9,42,0.81,1.31,1.62,2024-06-20
