XM1014,破损不堪,纪念品,38137,XM1014（纪念品） | 加州迷彩,1,3499.5,3003.41,0.86,2024-06-17
XM1014,崭新出厂,普通,42262,XM1014 | 碾骨机,50,51.17,66.48,1.3,2024-06-20
XM1014,破损不堪,普通,42275,XM1014 | 辐射警告,3,48.99,71.78,1.47,2024-06-20
XM1014,久经沙场,普通,42283,XM1014 | 天空守卫,29,48.9,67.13,1.37,2024-06-20
XM1014,久经沙场,纪念品,38121,XM1014（纪念品） | 蓝色云杉,17,48.9,67.71,1.38,2024-06-20
XM1014,破损不堪,普通,769493,XM1014 | 焚烬之鳄,17,9.48,11.68,1.23,2024-06-20
XM1014,破损不堪,StatTrak™,871423,XM1014（StatTrak™） | 狻猊,22,8.95,12.48,1.39,2024-06-20
XM1014,久经沙场,普通,769173,XM1014 | 焚烬之鳄,556,8.29,11.68,1.41,2024-06-20
XM1014,久经沙场,普通,42312,XM1014 | 四季,360,8.2,10.81,1.32,2024-06-20
XM1014,破损不堪,普通,42314,XM1014 | 四季,20,8.17,11.39,1.39,2024-06-20
XM1014,久经沙场,普通,857548,XM1014 | 要抱抱,1468,8.09,10.6,1.31,2024-06-20
XM1014,崭新出厂,普通,42341,XM1014 | 五彩斑驳,194,7.99,11.32,1.42,2024-06-20
XM1014,崭新出厂,StatTrak™,39804,XM1014（StatTrak™） | 滑流,208,7.96,11.39,1.43,2024-06-20
XM1014,战痕累累,普通,42310,XM1014 | 四季,45,7.87,10.09,1.28,2024-06-20
XM1014,破损不堪,普通,871771,XM1014 | 蓝色轮胎,9,7.63,5.44,0.71,2024-06-20
XM1014,略有磨损,普通,42323,XM1014 | 特克卢喷射者,193,7.28,10.38,1.43,2024-06-20
XM1014,战痕累累,StatTrak™,871614,XM1014（StatTrak™） | 狻猊,62,7.23,11.18,1.55,2024-06-20
XM1014,破损不堪,普通,857659,XM1014 | 要抱抱,148,7.13,9.65,1.35,2024-06-20
XM1014,崭新出厂,普通,835383,XM1014 | 旧宪章,45,7.11,7.62,1.07,2024-06-20
XM1014,久经沙场,纪念品,877044,XM1014（纪念品） | 太古传说,49,6.99,7.69,1.1,2024-06-20
XM1014,战痕累累,普通,769129,XM1014 | 焚烬之鳄,66,6.99,8.93,1.28,2024-06-20
XM1014,崭新出厂,StatTrak™,956598,XM1014（StatTrak™） | 刺青,153,6.85,9.43,1.38,2024-06-20
XM1014,破损不堪,StatTrak™,39778,XM1014（StatTrak™） | 西装革履,19,6.32,8.06,1.28,2024-06-20
XM1014,崭新出厂,普通,886660,XM1014 | 行尸攻势,1035,6.31,8.13,1.29,2024-06-20
XM1014,久经沙场,普通,871393,XM1014 | 狻猊,173,6.21,7.91,1.27,2024-06-20
XM1014,战痕累累,普通,857615,XM1014 | 要抱抱,203,6.19,9.22,1.49,2024-06-20
XM1014,略有磨损,普通,835355,XM1014 | 旧宪章,153,6.17,7.55,1.22,2024-06-20
XM1014,崭新出厂,普通,871503,XM1014 | 蓝色轮胎,86,6,8.56,1.43,2024-06-20
XM1014,略有磨损,纪念品,38146,XM1014（纪念品） | 蔚蓝多变迷彩,108,5.98,7.26,1.21,2024-06-20
XM1014,破损不堪,普通,835369,XM1014 | 旧宪章,66,5.95,6.89,1.16,2024-06-20
XM1014,战痕累累,普通,835338,XM1014 | 旧宪章,86,5.91,6.17,1.04,2024-06-20
XM1014,久经沙场,普通,835357,XM1014 | 旧宪章,186,5.83,6.75,1.16,2024-06-20
XM1014,略有磨损,普通,42244,XM1014 | 西装革履,373,5.72,7.69,1.34,2024-06-20
XM1014,破损不堪,StatTrak™,39788,XM1014（StatTrak™） | 剧毒水银,14,5.69,7.18,1.26,2024-06-20
XM1014,久经沙场,StatTrak™,39776,XM1014（StatTrak™） | 西装革履,227,5.49,7.98,1.45,2024-06-20
XM1014,略有磨损,StatTrak™,39787,XM1014（StatTrak™） | 剧毒水银,63,5.38,7.04,1.31,2024-06-20
XM1014,略有磨损,StatTrak™,39796,XM1014（StatTrak™） | 斯康里娅,63,5.32,6.82,1.28,2024-06-20
XM1014,战痕累累,普通,871737,XM1014 | 蓝色轮胎,14,5.25,6.31,1.2,2024-06-20
XM1014,略有磨损,普通,871357,XM1014 | 蓝色轮胎,73,5.09,6.68,1.31,2024-06-20
XM1014,破损不堪,纪念品,38147,XM1014（纪念品） | 蔚蓝多变迷彩,30,5.08,7.91,1.56,2024-06-20
XM1014,略有磨损,StatTrak™,887025,XM1014（StatTrak™） | 行尸攻势,207,5.04,7.33,1.45,2024-06-20
XM1014,破损不堪,StatTrak™,39822,XM1014（StatTrak™） | 五彩斑驳,19,4.98,8.13,1.63,2024-06-20
XM1014,战痕累累,普通,42320,XM1014 | 特克卢喷射者,52,4.97,5.66,1.14,2024-06-20
XM1014,久经沙场,普通,871088,XM1014 | 蓝色轮胎,34,4.82,6.31,1.31,2024-06-20
XM1014,久经沙场,StatTrak™,39820,XM1014（StatTrak™） | 五彩斑驳,161,4.74,6.17,1.3,2024-06-20
XM1014,破损不堪,普通,42324,XM1014 | 特克卢喷射者,15,4.68,6.75,1.44,2024-06-20
XM1014,战痕累累,纪念品,38143,XM1014（纪念品） | 蔚蓝多变迷彩,19,4.45,6.24,1.4,2024-06-20
XM1014,略有磨损,纪念品,876900,XM1014（纪念品） | 雅藤如嫣,234,4.29,5.15,1.2,2024-06-20
XM1014,战痕累累,普通,871439,XM1014 | 狻猊,96,4.22,5.44,1.29,2024-06-20
XM1014,战痕累累,StatTrak™,39818,XM1014（StatTrak™） | 五彩斑驳,45,4.21,6.75,1.6,2024-06-20
XM1014,久经沙场,普通,42322,XM1014 | 特克卢喷射者,154,4.18,5.59,1.34,2024-06-20
XM1014,略有磨损,StatTrak™,39806,XM1014（StatTrak™） | 滑流,205,4.08,5.95,1.46,2024-06-20
XM1014,略有磨损,普通,42343,XM1014 | 五彩斑驳,331,4.09,6.1,1.49,2024-06-20
XM1014,破损不堪,普通,871411,XM1014 | 狻猊,77,4.01,5.44,1.36,2024-06-20
XM1014,崭新出厂,普通,42306,XM1014 | 斯康里娅,100,3.92,5.66,1.44,2024-06-20
XM1014,崭新出厂,StatTrak™,45348,XM1014（StatTrak™） | 锈蚀烈焰,152,3.64,5.37,1.48,2024-06-20
XM1014,战痕累累,StatTrak™,39774,XM1014（StatTrak™） | 西装革履,53,3.34,3.99,1.19,2024-06-20
XM1014,久经沙场,StatTrak™,39786,XM1014（StatTrak™） | 剧毒水银,73,3.13,4.14,1.32,2024-06-20
XM1014,崭新出厂,普通,42292,XM1014 | 剧毒水银,127,3.04,3.34,1.1,2024-06-20
XM1014,战痕累累,StatTrak™,39784,XM1014（StatTrak™） | 剧毒水银,21,2.97,4.79,1.61,2024-06-20
XM1014,略有磨损,StatTrak™,956602,XM1014（StatTrak™） | 刺青,188,2.95,4.35,1.47,2024-06-20
XM1014,战痕累累,StatTrak™,887079,XM1014（StatTrak™） | 行尸攻势,21,2.82,3.05,1.08,2024-06-20
XM1014,崭新出厂,纪念品,929071,XM1014（纪念品） | 象形文字,98,2.8,4.14,1.48,2024-06-20
XM1014,略有磨损,普通,886652,XM1014 | 行尸攻势,726,2.77,3.77,1.36,2024-06-20
XM1014,久经沙场,纪念品,876876,XM1014（纪念品） | 雅藤如嫣,172,2.68,3.41,1.27,2024-06-20
XM1014,久经沙场,StatTrak™,886665,XM1014（StatTrak™） | 行尸攻势,261,2.39,3.41,1.43,2024-06-20
XM1014,久经沙场,纪念品,38145,XM1014（纪念品） | 蔚蓝多变迷彩,152,2.26,2.98,1.32,2024-06-20
XM1014,破损不堪,普通,42344,XM1014 | 五彩斑驳,34,2.24,3.12,1.39,2024-06-20
XM1014,破损不堪,StatTrak™,887051,XM1014（StatTrak™） | 行尸攻势,22,2.18,3.12,1.43,2024-06-20
XM1014,久经沙场,普通,42342,XM1014 | 五彩斑驳,410,2.19,3.05,1.39,2024-06-20
XM1014,久经沙场,StatTrak™,39795,XM1014（StatTrak™） | 斯康里娅,85,2.18,2.83,1.3,2024-06-20
XM1014,略有磨损,普通,42308,XM1014 | 斯康里娅,85,2.05,2.69,1.31,2024-06-20
XM1014,破损不堪,普通,42245,XM1014 | 西装革履,21,1.97,3.05,1.55,2024-06-20
XM1014,战痕累累,普通,42241,XM1014 | 西装革履,97,1.93,2.18,1.13,2024-06-20
XM1014,战痕累累,普通,42340,XM1014 | 五彩斑驳,68,1.91,2.83,1.48,2024-06-20
XM1014,崭新出厂,普通,42316,XM1014 | 滑流,527,1.9,2.54,1.34,2024-06-20
XM1014,久经沙场,普通,42243,XM1014 | 西装革履,492,1.89,2.83,1.5,2024-06-20
XM1014,略有磨损,普通,42294,XM1014 | 剧毒水银,139,1.8,2.47,1.37,2024-06-20
XM1014,久经沙场,普通,42307,XM1014 | 斯康里娅,82,1.79,2.1,1.17,2024-06-20
XM1014,战痕累累,StatTrak™,39793,XM1014（StatTrak™） | 斯康里娅,53,1.77,2.18,1.23,2024-06-20
XM1014,破损不堪,StatTrak™,39807,XM1014（StatTrak™） | 滑流,18,1.73,2.18,1.26,2024-06-20
XM1014,破损不堪,StatTrak™,39797,XM1014（StatTrak™） | 斯康里娅,35,1.72,2.32,1.35,2024-06-20
XM1014,战痕累累,普通,42291,XM1014 | 剧毒水银,16,1.67,2.25,1.35,2024-06-20
XM1014,略有磨损,StatTrak™,45350,XM1014（StatTrak™） | 锈蚀烈焰,262,1.52,2.03,1.34,2024-06-20
XM1014,崭新出厂,普通,956513,XM1014 | 刺青,374,1.49,2.18,1.46,2024-06-20
XM1014,破损不堪,普通,42295,XM1014 | 剧毒水银,23,1.4,2.18,1.56,2024-06-20
XM1014,久经沙场,普通,886673,XM1014 | 行尸攻势,1589,1.39,1.81,1.3,2024-06-20
XM1014,久经沙场,StatTrak™,956458,XM1014（StatTrak™） | 刺青,182,1.34,1.89,1.41,2024-06-20
XM1014,战痕累累,StatTrak™,39803,XM1014（StatTrak™） | 滑流,17,1.34,1.89,1.41,2024-06-20
XM1014,破损不堪,StatTrak™,956595,XM1014（StatTrak™） | 刺青,53,1.3,2.18,1.68,2024-06-20
XM1014,久经沙场,StatTrak™,39805,XM1014（StatTrak™） | 滑流,318,1.27,1.89,1.49,2024-06-20
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,96,1.23,1.52,1.24,2024-06-20
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,82,1.22,1.81,1.48,2024-06-20
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,71,1.21,1.81,1.5,2024-06-20
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,73,1.2,1.52,1.27,2024-06-20
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,218,0.99,1.45,1.46,2024-06-20
XM1014,略有磨损,普通,956468,XM1014 | 刺青,519,0.97,1.31,1.35,2024-06-20
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,258,0.97,1.16,1.2,2024-06-20
XM1014,略有磨损,普通,42318,XM1014 | 滑流,332,0.94,1.23,1.31,2024-06-20
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,17,0.92,1.45,1.58,2024-06-20
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,39,0.91,1.09,1.2,2024-06-20
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,268,0.88,1.23,1.4,2024-06-20
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,35,0.87,1.09,1.25,2024-06-20
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,280,0.86,1.16,1.35,2024-06-20
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,170,0.85,0.94,1.11,2024-06-20
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,527,0.79,1.09,1.38,2024-06-20
XM1014,破损不堪,普通,42319,XM1014 | 滑流,14,0.63,1.02,1.62,2024-06-20
XM1014,久经沙场,普通,42317,XM1014 | 滑流,195,0.58,0.87,1.5,2024-06-20
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.56,0.65,1.16,2024-06-20
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,287,0.55,0.87,1.58,2024-06-20
XM1014,久经沙场,普通,956460,XM1014 | 刺青,651,0.52,0.8,1.54,2024-06-20
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,54,0.52,0.87,1.67,2024-06-20
XM1014,破损不堪,普通,956600,XM1014 | 刺青,60,0.51,0.73,1.43,2024-06-20
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,457,0.52,0.73,1.4,2024-06-20
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,390,0.48,0.73,1.52,2024-06-20
XM1014,战痕累累,普通,956489,XM1014 | 刺青,154,0.46,0.65,1.41,2024-06-20
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,41,0.43,0.51,1.19,2024-06-20
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,107,0.38,0.44,1.16,2024-06-20
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,287,0.34,0.58,1.71,2024-06-20
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,189,0.33,0.51,1.55,2024-06-20
XM1014,战痕累累,普通,42315,XM1014 | 滑流,19,0.33,0.8,2.42,2024-06-20
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,419,0.33,0.51,1.55,2024-06-20
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,575,0.33,0.51,1.55,2024-06-20
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,117,0.24,0.51,2.12,2024-06-20
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,1080,0.23,0.51,2.22,2024-06-20
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,439,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,354,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,408,0.22,0.44,2.0,2024-06-20
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,780,0.2,0.44,2.2,2024-06-20
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,221,0.2,0.36,1.8,2024-06-20
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,128,0.19,0.44,2.32,2024-06-20
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.19,0.44,2.32,2024-06-20
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,456,0.19,0.44,2.32,2024-06-20
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,44,0.19,0.44,2.32,2024-06-20
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,60,0.18,0.36,2.0,2024-06-20
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,425,0.17,0.36,2.12,2024-06-20
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,438,0.17,0.36,2.12,2024-06-20
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.16,0.36,2.25,2024-06-20
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,298,0.06,0.29,4.83,2024-06-20
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,944,0.05,0.22,4.4,2024-06-20
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-20
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,355,0.03,0.22,7.33,2024-06-20
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,186,0.02,0.22,11.0,2024-06-20
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,314,0.03,0.22,7.33,2024-06-20
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2090,0.03,0.22,7.33,2024-06-20
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,443,0.03,0.22,7.33,2024-06-20
XM1014,崭新出厂,普通,781629,XM1014 | 埋葬之影,617,47.77,65.39,1.37,2024-06-20
XM1014,战痕累累,普通,42325,XM1014 | 宁静,7,47.54,56.9,1.2,2024-06-20
XM1014,崭新出厂,普通,857614,XM1014 | 要抱抱,265,46.78,68.15,1.46,2024-06-20
XM1014,战痕累累,普通,42271,XM1014 | 辐射警告,2,46.56,58.2,1.25,2024-06-20
XM1014,崭新出厂,StatTrak™,39799,XM1014（StatTrak™） | 四季,130,46.39,56.75,1.22,2024-06-20
XM1014,略有磨损,StatTrak™,781672,XM1014（StatTrak™） | 埋葬之影,220,45.1,62.63,1.39,2024-06-20
XM1014,略有磨损,普通,42264,XM1014 | 碾骨机,22,44.89,63.07,1.4,2024-06-20
XM1014,略有磨损,StatTrak™,857650,XM1014（StatTrak™） | 要抱抱,169,43.15,57.7,1.34,2024-06-20
XM1014,战痕累累,普通,42261,XM1014 | 碾骨机,10,40.88,50.08,1.23,2024-06-20
XM1014,破损不堪,普通,42265,XM1014 | 碾骨机,5,39.78,53.05,1.33,2024-06-20
XM1014,久经沙场,普通,42263,XM1014 | 碾骨机,25,38.78,52.91,1.36,2024-06-20
XM1014,破损不堪,普通,42329,XM1014 | 宁静,5,38.2,47.03,1.23,2024-06-20
XM1014,久经沙场,普通,42327,XM1014 | 宁静,55,37.54,46.96,1.25,2024-06-20
XM1014,崭新出厂,StatTrak™,39809,XM1014（StatTrak™） | 特克卢喷射者,69,37.02,54.72,1.48,2024-06-20
XM1014,破损不堪,纪念品,38132,XM1014（纪念品） | 碾骨机,9,34.13,46.08,1.35,2024-06-20
XM1014,破损不堪,普通,42290,XM1014 | 狂野丛林,6,32.72,36.43,1.11,2024-06-20
XM1014,破损不堪,纪念品,38142,XM1014（纪念品） | 辐射警告,19,29.98,46.37,1.55,2024-06-20
XM1014,略有磨损,普通,42289,XM1014 | 狂野丛林,15,29.28,47.03,1.61,2024-06-20
XM1014,略有磨损,普通,781643,XM1014 | 埋葬之影,667,27.8,38.9,1.4,2024-06-20
XM1014,久经沙场,StatTrak™,781674,XM1014（StatTrak™） | 埋葬之影,167,27.5,37.59,1.37,2024-06-20
XM1014,战痕累累,StatTrak™,781700,XM1014（StatTrak™） | 埋葬之影,18,27.05,34.33,1.27,2024-06-20
XM1014,破损不堪,StatTrak™,781704,XM1014（StatTrak™） | 埋葬之影,16,26.79,32.01,1.19,2024-06-20
XM1014,战痕累累,纪念品,38128,XM1014（纪念品） | 碾骨机,24,26.53,35.42,1.34,2024-06-20
XM1014,久经沙场,纪念品,38130,XM1014（纪念品） | 碾骨机,203,25.87,35.34,1.37,2024-06-20
XM1014,破损不堪,普通,42304,XM1014 | 血红巨蟒,5,25.56,21.77,0.85,2024-06-20
XM1014,崭新出厂,普通,871678,XM1014 | 狻猊,164,25.18,36.0,1.43,2024-06-20
XM1014,略有磨损,StatTrak™,871494,XM1014（StatTrak™） | 狻猊,122,25.05,33.89,1.35,2024-06-20
XM1014,久经沙场,纪念品,38140,XM1014（纪念品） | 辐射警告,88,24.3,41.95,1.73,2024-06-20
XM1014,破损不堪,StatTrak™,769492,XM1014（StatTrak™） | 焚烬之鳄,6,23.46,27.8,1.18,2024-06-20
XM1014,崭新出厂,StatTrak™,39819,XM1014（StatTrak™） | 五彩斑驳,75,22.7,30.12,1.33,2024-06-20
XM1014,略有磨损,普通,42333,XM1014 | 都市穿孔,5,21.9,26.92,1.23,2024-06-20
XM1014,战痕累累,普通,42330,XM1014 | 都市穿孔,13,21.58,23.37,1.08,2024-06-20
XM1014,略有磨损,StatTrak™,39791,XM1014（StatTrak™） | 血红巨蟒,19,21.57,32.8,1.52,2024-06-20
XM1014,略有磨损,StatTrak™,39811,XM1014（StatTrak™） | 特克卢喷射者,56,21.39,32.15,1.5,2024-06-20
XM1014,略有磨损,StatTrak™,39777,XM1014（StatTrak™） | 西装革履,155,21.17,28.59,1.35,2024-06-20
XM1014,崭新出厂,纪念品,772924,XM1014（纪念品） | 都市穿孔,22,20.89,30.05,1.44,2024-06-20
XM1014,略有磨损,StatTrak™,39801,XM1014（StatTrak™） | 四季,125,19.99,28.16,1.41,2024-06-20
XM1014,崭新出厂,纪念品,877036,XM1014（纪念品） | 太古传说,97,19.69,30.63,1.56,2024-06-20
XM1014,久经沙场,StatTrak™,769192,XM1014（StatTrak™） | 焚烬之鳄,159,19.45,28.74,1.48,2024-06-20
XM1014,略有磨损,普通,857642,XM1014 | 要抱抱,688,19.1,26.05,1.36,2024-06-20
XM1014,略有磨损,普通,42279,XM1014 | 工业牧草,18,18.69,30.7,1.64,2024-06-20
XM1014,战痕累累,StatTrak™,857694,XM1014（StatTrak™） | 要抱抱,33,18.33,22.06,1.2,2024-06-20
XM1014,久经沙场,StatTrak™,857649,XM1014（StatTrak™） | 要抱抱,216,17.9,25.04,1.4,2024-06-20
XM1014,崭新出厂,StatTrak™,39794,XM1014（StatTrak™） | 斯康里娅,32,17.89,21.19,1.18,2024-06-20
XM1014,战痕累累,纪念品,38138,XM1014（纪念品） | 辐射警告,34,17.88,26.49,1.48,2024-06-20
XM1014,战痕累累,纪念品,877093,XM1014（纪念品） | 太古传说,13,17.77,29.83,1.68,2024-06-20
XM1014,崭新出厂,普通,42311,XM1014 | 四季,387,17.69,23.01,1.3,2024-06-20
XM1014,战痕累累,StatTrak™,39798,XM1014（StatTrak™） | 四季,17,17.02,20.39,1.2,2024-06-20
XM1014,久经沙场,普通,781604,XM1014 | 埋葬之影,1057,16.9,22.86,1.35,2024-06-20
XM1014,破损不堪,StatTrak™,857675,XM1014（StatTrak™） | 要抱抱,41,16.8,23.95,1.43,2024-06-20
XM1014,破损不堪,StatTrak™,39802,XM1014（StatTrak™） | 四季,16,16.3,25.11,1.54,2024-06-20
XM1014,战痕累累,StatTrak™,769533,XM1014（StatTrak™） | 焚烬之鳄,21,16.27,24.17,1.49,2024-06-20
XM1014,破损不堪,普通,781669,XM1014 | 埋葬之影,60,15.8,20.83,1.32,2024-06-20
XM1014,略有磨损,普通,42303,XM1014 | 血红巨蟒,21,15.79,20.83,1.32,2024-06-20
XM1014,战痕累累,普通,781678,XM1014 | 埋葬之影,77,15.23,19.01,1.25,2024-06-20
XM1014,久经沙场,StatTrak™,39800,XM1014（StatTrak™） | 四季,115,15.05,21.05,1.4,2024-06-20
XM1014,崭新出厂,普通,42321,XM1014 | 特克卢喷射者,130,14.78,21.12,1.43,2024-06-20
XM1014,久经沙场,StatTrak™,39790,XM1014（StatTrak™） | 血红巨蟒,29,14.61,18.43,1.26,2024-06-20
XM1014,破损不堪,StatTrak™,39812,XM1014（StatTrak™） | 特克卢喷射者,10,14.38,18.36,1.28,2024-06-20
XM1014,久经沙场,普通,42278,XM1014 | 工业牧草,11,14.37,16.69,1.16,2024-06-20
XM1014,崭新出厂,普通,42242,XM1014 | 西装革履,228,14.04,17.93,1.28,2024-06-20
XM1014,崭新出厂,StatTrak™,886996,XM1014（StatTrak™） | 行尸攻势,526,14.6,20.03,1.37,2024-06-20
XM1014,久经沙场,StatTrak™,871659,XM1014（StatTrak™） | 狻猊,80,13.35,18.94,1.42,2024-06-20
XM1014,战痕累累,普通,42276,XM1014 | 工业牧草,8,13.02,11.68,0.9,2024-06-20
XM1014,破损不堪,普通,42280,XM1014 | 工业牧草,13,12.59,11.68,0.93,2024-06-20
XM1014,久经沙场,普通,42288,XM1014 | 狂野丛林,31,12.35,19.45,1.57,2024-06-20
XM1014,战痕累累,普通,42301,XM1014 | 血红巨蟒,8,11.84,20.25,1.71,2024-06-20
XM1014,久经沙场,普通,42302,XM1014 | 血红巨蟒,12,11.8,15.97,1.35,2024-06-20
XM1014,破损不堪,纪念品,877115,XM1014（纪念品） | 太古传说,8,11.58,16.33,1.41,2024-06-20
XM1014,久经沙场,StatTrak™,39810,XM1014（StatTrak™） | 特克卢喷射者,85,11.4,14.44,1.27,2024-06-20
XM1014,战痕累累,StatTrak™,39808,XM1014（StatTrak™） | 特克卢喷射者,20,11.25,15.82,1.41,2024-06-20
XM1014,战痕累累,普通,42286,XM1014 | 狂野丛林,4,10.9,16.69,1.53,2024-06-20
XM1014,战痕累累,StatTrak™,39789,XM1014（StatTrak™） | 血红巨蟒,5,10.87,16.04,1.48,2024-06-20
XM1014,略有磨损,普通,42313,XM1014 | 四季,455,10.36,14.51,1.4,2024-06-20
XM1014,崭新出厂,纪念品,38144,XM1014（纪念品） | 蔚蓝多变迷彩,100,10.35,15.46,1.49,2024-06-20
XM1014,崭新出厂,StatTrak™,39785,XM1014（StatTrak™） | 剧毒水银,54,10.15,12.48,1.23,2024-06-20
XM1014,略有磨损,普通,871397,XM1014 | 狻猊,203,10.09,13.35,1.32,2024-06-20
XM1014,略有磨损,StatTrak™,39821,XM1014（StatTrak™） | 五彩斑驳,130,10.08,13.57,1.35,2024-06-20
XM1014,略有磨损,纪念品,877078,XM1014（纪念品） | 太古传说,40,9.8,13.86,1.41,2024-06-20
XM1014,崭新出厂,纪念品,876911,XM1014（纪念品） | 雅藤如嫣,219,9.57,12.34,1.29,2024-06-20
XM1014,破损不堪,普通,42295,XM1014 | 剧毒水银,23,1.4,2.18,1.56,2024-06-20
XM1014,久经沙场,普通,886673,XM1014 | 行尸攻势,1589,1.39,1.81,1.3,2024-06-20
XM1014,久经沙场,StatTrak™,956458,XM1014（StatTrak™） | 刺青,182,1.34,1.89,1.41,2024-06-20
XM1014,战痕累累,StatTrak™,39803,XM1014（StatTrak™） | 滑流,17,1.34,1.89,1.41,2024-06-20
XM1014,破损不堪,StatTrak™,956595,XM1014（StatTrak™） | 刺青,53,1.3,2.18,1.68,2024-06-20
XM1014,久经沙场,StatTrak™,39805,XM1014（StatTrak™） | 滑流,319,1.26,1.89,1.5,2024-06-20
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,96,1.23,1.52,1.24,2024-06-20
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,82,1.22,1.81,1.48,2024-06-20
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,71,1.21,1.81,1.5,2024-06-20
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,73,1.2,1.52,1.27,2024-06-20
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,218,0.99,1.45,1.46,2024-06-20
XM1014,略有磨损,普通,956468,XM1014 | 刺青,519,0.97,1.31,1.35,2024-06-20
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,258,0.97,1.16,1.2,2024-06-20
XM1014,略有磨损,普通,42318,XM1014 | 滑流,332,0.94,1.23,1.31,2024-06-20
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,17,0.92,1.45,1.58,2024-06-20
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,39,0.91,1.09,1.2,2024-06-20
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,268,0.88,1.23,1.4,2024-06-20
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,35,0.87,1.09,1.25,2024-06-20
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,280,0.86,1.16,1.35,2024-06-20
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,170,0.85,0.94,1.11,2024-06-20
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,527,0.79,1.09,1.38,2024-06-20
XM1014,破损不堪,普通,42319,XM1014 | 滑流,14,0.63,1.02,1.62,2024-06-20
XM1014,久经沙场,普通,42317,XM1014 | 滑流,195,0.58,0.87,1.5,2024-06-20
