SG 553,崭新出厂,纪念品,779170,SG 553（纪念品） | 浪花穿孔,1,9998.5,1020.02,0.1,2024-06-17
SG 553,战痕累累,普通,36457,SG 553 | 次时代,31,16.8,23.51,1.4,2024-06-20
SG 553,略有磨损,纪念品,37995,SG 553（纪念品） | 辐射警告,463,16.7,24.46,1.46,2024-06-20
SG 553,略有磨损,普通,36470,SG 553 | 辐射警告,29,16.3,19.3,1.18,2024-06-20
SG 553,久经沙场,普通,36469,SG 553 | 辐射警告,12,15.87,17.56,1.11,2024-06-20
SG 553,破损不堪,普通,36485,SG 553 | 电子脉冲,37,14.3,18.07,1.26,2024-06-20
SG 553,久经沙场,普通,36483,SG 553 | 电子脉冲,555,13.9,19.3,1.39,2024-06-20
SG 553,破损不堪,纪念品,37996,SG 553（纪念品） | 辐射警告,28,13.26,18.72,1.41,2024-06-20
SG 553,战痕累累,普通,36467,SG 553 | 辐射警告,2,12.66,15.89,1.26,2024-06-20
SG 553,战痕累累,纪念品,37997,SG 553（纪念品） | 鳄鱼网格,34,12.56,10.45,0.83,2024-06-20
SG 553,战痕累累,普通,36482,SG 553 | 电子脉冲,83,12.24,16.4,1.34,2024-06-20
SG 553,略有磨损,StatTrak™,900610,SG 553（StatTrak™） | 青龙,282,12.17,17.93,1.47,2024-06-20
SG 553,崭新出厂,普通,36487,SG 553 | 豹灯蛾,310,12.1,17.2,1.42,2024-06-20
SG 553,略有磨损,StatTrak™,779292,SG 553（StatTrak™） | 黯翼,188,11.33,16.91,1.49,2024-06-20
SG 553,略有磨损,StatTrak™,39510,SG 553（StatTrak™） | 幻影,231,10.86,13.93,1.28,2024-06-20
SG 553,破损不堪,纪念品,38001,SG 553（纪念品） | 鳄鱼网格,13,10.8,15.89,1.47,2024-06-20
SG 553,崭新出厂,StatTrak™,857706,SG 553（StatTrak™） | 重金属摇滚,72,10.79,16.26,1.51,2024-06-20
SG 553,崭新出厂,普通,779199,SG 553 | 黯翼,356,10.64,14.59,1.37,2024-06-20
SG 553,略有磨损,纪念品,38000,SG 553（纪念品） | 鳄鱼网格,176,9.49,14.73,1.55,2024-06-20
SG 553,崭新出厂,普通,36502,SG 553 | 三巨头,182,9.39,14.37,1.53,2024-06-20
SG 553,崭新出厂,普通,900603,SG 553 | 青龙,1131,9.2,12.12,1.32,2024-06-20
SG 553,战痕累累,纪念品,37992,SG 553（纪念品） | 辐射警告,158,8.85,12.19,1.38,2024-06-20
SG 553,久经沙场,StatTrak™,39518,SG 553（StatTrak™） | 豹灯蛾,126,8.74,11.32,1.3,2024-06-20
SG 553,崭新出厂,普通,36463,SG 553 | 大马士革钢,220,8.37,11.68,1.4,2024-06-20
SG 553,破损不堪,StatTrak™,39520,SG 553（StatTrak™） | 豹灯蛾,36,8.16,10.23,1.25,2024-06-20
SG 553,略有磨损,StatTrak™,39524,SG 553（StatTrak™） | 三巨头,120,7.94,11.1,1.4,2024-06-20
SG 553,战痕累累,StatTrak™,39516,SG 553（StatTrak™） | 豹灯蛾,38,7.74,9.0,1.16,2024-06-20
SG 553,崭新出厂,普通,36478,SG 553 | 幻影,374,7.74,10.81,1.4,2024-06-20
SG 553,崭新出厂,StatTrak™,921557,SG 553（StatTrak™） | 赛博之力,163,7.02,10.31,1.47,2024-06-20
SG 553,略有磨损,普通,36489,SG 553 | 豹灯蛾,387,6.99,10.02,1.43,2024-06-20
SG 553,略有磨损,普通,36465,SG 553 | 大马士革钢,239,6.48,7.84,1.21,2024-06-20
SG 553,久经沙场,纪念品,37994,SG 553（纪念品） | 辐射警告,663,6.32,8.35,1.32,2024-06-20
SG 553,崭新出厂,StatTrak™,39499,SG 553（StatTrak™） | 擎天神,71,6.2,9.0,1.45,2024-06-20
SG 553,崭新出厂,StatTrak™,39494,SG 553（StatTrak™） | 轻空,267,5.93,8.35,1.41,2024-06-20
SG 553,崭新出厂,普通,835664,SG 553 | 废墟丛生,131,5.83,7.98,1.37,2024-06-20
SG 553,战痕累累,普通,871089,SG 553 | 白骨,18,5.8,6.17,1.06,2024-06-20
SG 553,崭新出厂,普通,871164,SG 553 | 白骨,150,5.65,6.97,1.23,2024-06-20
SG 553,破损不堪,StatTrak™,39511,SG 553（StatTrak™） | 幻影,30,5.41,8.13,1.5,2024-06-20
SG 553,略有磨损,普通,871157,SG 553 | 白骨,159,5.29,6.68,1.26,2024-06-20
SG 553,破损不堪,普通,871330,SG 553 | 白骨,50,5.25,6.39,1.22,2024-06-20
SG 553,久经沙场,普通,871108,SG 553 | 白骨,168,5.16,6.46,1.25,2024-06-20
SG 553,久经沙场,StatTrak™,900601,SG 553（StatTrak™） | 青龙,438,5.13,6.89,1.34,2024-06-20
SG 553,略有磨损,普通,900502,SG 553 | 青龙,1484,5.13,6.97,1.36,2024-06-20
SG 553,破损不堪,StatTrak™,900662,SG 553（StatTrak™） | 青龙,37,4.97,6.82,1.37,2024-06-20
SG 553,久经沙场,StatTrak™,39509,SG 553（StatTrak™） | 幻影,294,4.9,6.39,1.3,2024-06-20
SG 553,崭新出厂,纪念品,876847,SG 553（纪念品） | 沙漠之花,407,4.61,5.88,1.28,2024-06-20
SG 553,崭新出厂,StatTrak™,763436,SG 553（StatTrak™） | 危险距离,110,4.54,6.89,1.52,2024-06-20
SG 553,破损不堪,普通,835669,SG 553 | 废墟丛生,10,4.5,5.81,1.29,2024-06-20
SG 553,久经沙场,StatTrak™,779195,SG 553（StatTrak™） | 黯翼,284,4.45,6.17,1.39,2024-06-20
SG 553,略有磨损,普通,779182,SG 553 | 黯翼,513,4.4,5.15,1.17,2024-06-20
SG 553,略有磨损,普通,835393,SG 553 | 废墟丛生,72,4.23,5.23,1.24,2024-06-20
SG 553,战痕累累,StatTrak™,900614,SG 553（StatTrak™） | 青龙,106,4.18,5.37,1.28,2024-06-20
SG 553,久经沙场,纪念品,37999,SG 553（纪念品） | 鳄鱼网格,307,4.13,6.02,1.46,2024-06-20
SG 553,久经沙场,普通,835439,SG 553 | 废墟丛生,139,4.03,5.01,1.24,2024-06-20
SG 553,战痕累累,StatTrak™,39507,SG 553（StatTrak™） | 幻影,97,4,6.31,1.58,2024-06-20
SG 553,战痕累累,普通,835726,SG 553 | 废墟丛生,7,3.99,5.08,1.27,2024-06-20
SG 553,破损不堪,StatTrak™,779334,SG 553（StatTrak™） | 黯翼,70,3.98,4.57,1.15,2024-06-20
SG 553,战痕累累,StatTrak™,779227,SG 553（StatTrak™） | 黯翼,94,3.95,4.64,1.17,2024-06-20
SG 553,略有磨损,普通,36480,SG 553 | 幻影,422,3.94,5.59,1.42,2024-06-20
SG 553,略有磨损,StatTrak™,857522,SG 553（StatTrak™） | 重金属摇滚,156,3.92,5.52,1.41,2024-06-20
SG 553,崭新出厂,StatTrak™,45342,SG 553（StatTrak™） | 阿罗哈,742,3.91,5.37,1.37,2024-06-20
SG 553,略有磨损,普通,36504,SG 553 | 三巨头,192,3.74,5.23,1.4,2024-06-20
SG 553,久经沙场,普通,36464,SG 553 | 大马士革钢,362,3.72,5.23,1.41,2024-06-20
SG 553,略有磨损,StatTrak™,39496,SG 553（StatTrak™） | 轻空,294,3.52,4.21,1.2,2024-06-20
SG 553,久经沙场,StatTrak™,39523,SG 553（StatTrak™） | 三巨头,131,3.51,4.43,1.26,2024-06-20
SG 553,久经沙场,普通,36488,SG 553 | 豹灯蛾,406,3.43,5.01,1.46,2024-06-20
SG 553,崭新出厂,普通,36442,SG 553 | 深蓝电镀处理,1714,3.39,4.64,1.37,2024-06-20
SG 553,崭新出厂,StatTrak™,781647,SG 553（StatTrak™） | 锈蚀之刃,242,3.19,4.57,1.43,2024-06-20
SG 553,战痕累累,普通,36486,SG 553 | 豹灯蛾,86,2.94,3.99,1.36,2024-06-20
SG 553,破损不堪,普通,36490,SG 553 | 豹灯蛾,137,2.92,3.85,1.32,2024-06-20
SG 553,略有磨损,普通,36443,SG 553 | 深蓝电镀处理,89,2.69,3.63,1.35,2024-06-20
SG 553,久经沙场,普通,900528,SG 553 | 青龙,2309,2.69,3.7,1.38,2024-06-20
SG 553,破损不堪,StatTrak™,39525,SG 553（StatTrak™） | 三巨头,21,2.64,3.63,1.38,2024-06-20
SG 553,崭新出厂,普通,857657,SG 553 | 重金属摇滚,244,2.63,3.63,1.38,2024-06-20
SG 553,战痕累累,StatTrak™,39521,SG 553（StatTrak™） | 三巨头,43,2.58,3.7,1.43,2024-06-20
SG 553,破损不堪,StatTrak™,39497,SG 553（StatTrak™） | 轻空,15,2.57,3.99,1.55,2024-06-20
SG 553,破损不堪,普通,900618,SG 553 | 青龙,138,2.49,3.63,1.46,2024-06-20
SG 553,略有磨损,StatTrak™,39501,SG 553（StatTrak™） | 擎天神,117,2.42,3.41,1.41,2024-06-20
SG 553,破损不堪,普通,36466,SG 553 | 大马士革钢,188,2.42,3.34,1.38,2024-06-20
SG 553,战痕累累,普通,36462,SG 553 | 大马士革钢,159,2.34,2.47,1.06,2024-06-20
SG 553,久经沙场,普通,36479,SG 553 | 幻影,423,2.29,3.34,1.46,2024-06-20
SG 553,破损不堪,普通,36481,SG 553 | 幻影,50,2.21,2.98,1.35,2024-06-20
SG 553,久经沙场,StatTrak™,857620,SG 553（StatTrak™） | 重金属摇滚,237,2.14,2.76,1.29,2024-06-20
SG 553,久经沙场,普通,779208,SG 553 | 黯翼,666,2.13,2.83,1.33,2024-06-20
SG 553,略有磨损,纪念品,876930,SG 553（纪念品） | 沙漠之花,272,2.12,2.76,1.3,2024-06-20
SG 553,战痕累累,普通,36477,SG 553 | 幻影,57,2.03,2.69,1.33,2024-06-20
SG 553,战痕累累,普通,900531,SG 553 | 青龙,322,2.02,2.69,1.33,2024-06-20
SG 553,略有磨损,StatTrak™,921564,SG 553（StatTrak™） | 赛博之力,346,1.95,2.47,1.27,2024-06-20
SG 553,略有磨损,StatTrak™,763397,SG 553（StatTrak™） | 危险距离,165,1.95,2.47,1.27,2024-06-20
SG 553,战痕累累,普通,779230,SG 553 | 黯翼,194,1.79,2.18,1.22,2024-06-20
SG 553,破损不堪,普通,779228,SG 553 | 黯翼,359,1.79,2.25,1.26,2024-06-20
SG 553,破损不堪,StatTrak™,857622,SG 553（StatTrak™） | 重金属摇滚,151,1.74,2.54,1.46,2024-06-20
SG 553,久经沙场,普通,36503,SG 553 | 三巨头,193,1.74,2.47,1.42,2024-06-20
SG 553,崭新出厂,普通,36438,SG 553 | 轻空,487,1.72,2.1,1.22,2024-06-20
SG 553,破损不堪,普通,36505,SG 553 | 三巨头,65,1.71,2.18,1.27,2024-06-20
SG 553,战痕累累,纪念品,876989,SG 553（纪念品） | 沙漠之花,26,1.63,2.1,1.29,2024-06-20
SG 553,略有磨损,StatTrak™,45399,SG 553（StatTrak™） | 阿罗哈,444,1.61,2.1,1.3,2024-06-20
SG 553,战痕累累,普通,36501,SG 553 | 三巨头,37,1.53,2.18,1.42,2024-06-20
SG 553,战痕累累,StatTrak™,857673,SG 553（StatTrak™） | 重金属摇滚,172,1.59,2.18,1.37,2024-06-20
SG 553,崭新出厂,普通,921524,SG 553 | 赛博之力,545,1.49,2.1,1.41,2024-06-20
SG 553,崭新出厂,普通,763319,SG 553 | 危险距离,103,1.38,1.81,1.31,2024-06-20
SG 553,崭新出厂,普通,36448,SG 553 | 擎天神,119,1.39,1.96,1.41,2024-06-20
SG 553,略有磨损,StatTrak™,781659,SG 553（StatTrak™） | 锈蚀之刃,468,1.29,1.74,1.35,2024-06-20
SG 553,破损不堪,纪念品,876979,SG 553（纪念品） | 沙漠之花,33,1.26,4.64,3.68,2024-06-20
SG 553,略有磨损,普通,857578,SG 553 | 重金属摇滚,554,1.19,1.67,1.4,2024-06-20
SG 553,战痕累累,StatTrak™,39493,SG 553（StatTrak™） | 轻空,34,1.14,1.67,1.46,2024-06-20
SG 553,久经沙场,StatTrak™,39495,SG 553（StatTrak™） | 轻空,234,1.11,1.74,1.57,2024-06-20
SG 553,崭新出厂,普通,45388,SG 553 | 阿罗哈,1506,1.09,1.45,1.33,2024-06-20
SG 553,崭新出厂,普通,781555,SG 553 | 锈蚀之刃,709,0.99,1.45,1.46,2024-06-20
SG 553,崭新出厂,纪念品,877031,SG 553（纪念品） | 废墟丛生,294,0.97,1.23,1.27,2024-06-20
SG 553,久经沙场,StatTrak™,39500,SG 553（StatTrak™） | 擎天神,246,0.93,1.16,1.25,2024-06-20
SG 553,战痕累累,普通,36437,SG 553 | 轻空,31,0.86,1.31,1.52,2024-06-20
SG 553,破损不堪,StatTrak™,39502,SG 553（StatTrak™） | 擎天神,19,0.84,1.23,1.46,2024-06-20
SG 553,破损不堪,普通,36441,SG 553 | 轻空,22,0.84,1.31,1.56,2024-06-20
SG 553,破损不堪,StatTrak™,763417,SG 553（StatTrak™） | 危险距离,55,0.83,1.31,1.58,2024-06-20
SG 553,略有磨损,普通,36440,SG 553 | 轻空,280,0.83,1.31,1.58,2024-06-20
SG 553,久经沙场,普通,36439,SG 553 | 轻空,142,0.81,1.23,1.52,2024-06-20
SG 553,破损不堪,StatTrak™,45467,SG 553（StatTrak™） | 阿罗哈,29,0.79,0.87,1.1,2024-06-20
SG 553,久经沙场,StatTrak™,763321,SG 553（StatTrak™） | 危险距离,231,0.78,1.09,1.4,2024-06-20
SG 553,久经沙场,普通,857546,SG 553 | 重金属摇滚,442,0.77,1.09,1.42,2024-06-20
SG 553,略有磨损,普通,763303,SG 553 | 危险距离,329,0.75,0.94,1.25,2024-06-20
SG 553,略有磨损,普通,36450,SG 553 | 擎天神,221,0.74,0.94,1.27,2024-06-20
SG 553,久经沙场,纪念品,876880,SG 553（纪念品） | 沙漠之花,846,0.72,0.94,1.31,2024-06-20
SG 553,久经沙场,StatTrak™,921479,SG 553（StatTrak™） | 赛博之力,315,0.69,1.02,1.48,2024-06-20
SG 553,战痕累累,普通,857535,SG 553 | 重金属摇滚,141,0.66,1.02,1.55,2024-06-20
SG 553,破损不堪,普通,857630,SG 553 | 重金属摇滚,165,0.63,1.02,1.62,2024-06-20
SG 553,战痕累累,StatTrak™,763391,SG 553（StatTrak™） | 危险距离,84,0.62,0.94,1.52,2024-06-20
SG 553,久经沙场,StatTrak™,781603,SG 553（StatTrak™） | 锈蚀之刃,616,0.6,0.87,1.45,2024-06-20
SG 553,久经沙场,StatTrak™,45343,SG 553（StatTrak™） | 阿罗哈,680,0.59,0.94,1.59,2024-06-20
SG 553,战痕累累,StatTrak™,39498,SG 553（StatTrak™） | 擎天神,20,0.59,0.87,1.47,2024-06-20
SG 553,破损不堪,StatTrak™,781696,SG 553（StatTrak™） | 锈蚀之刃,29,0.58,0.8,1.38,2024-06-20
SG 553,战痕累累,StatTrak™,921543,SG 553（StatTrak™） | 赛博之力,78,0.56,0.87,1.55,2024-06-20
SG 553,略有磨损,普通,921430,SG 553 | 赛博之力,1102,0.56,0.87,1.55,2024-06-20
SG 553,破损不堪,StatTrak™,921501,SG 553（StatTrak™） | 赛博之力,92,0.53,0.87,1.64,2024-06-20
SG 553,略有磨损,普通,45389,SG 553 | 阿罗哈,907,0.52,0.8,1.54,2024-06-20
SG 553,战痕累累,StatTrak™,45436,SG 553（StatTrak™） | 阿罗哈,28,0.5,0.8,1.6,2024-06-20
SG 553,崭新出厂,纪念品,877125,SG 553（纪念品） | 白骨,1221,0.47,0.65,1.38,2024-06-20
SG 553,战痕累累,StatTrak™,781593,SG 553（StatTrak™） | 锈蚀之刃,84,0.47,0.8,1.7,2024-06-20
SG 553,崭新出厂,普通,36517,SG 553 | 浪花穿孔,251,0.47,0.58,1.23,2024-06-20
SG 553,久经沙场,普通,763246,SG 553 | 危险距离,443,0.44,0.73,1.66,2024-06-20
SG 553,久经沙场,普通,36449,SG 553 | 擎天神,232,0.43,0.8,1.86,2024-06-20
SG 553,略有磨损,普通,781539,SG 553 | 锈蚀之刃,1001,0.45,0.73,1.62,2024-06-20
SG 553,破损不堪,普通,36451,SG 553 | 擎天神,28,0.4,0.73,1.82,2024-06-20
SG 553,战痕累累,普通,763262,SG 553 | 危险距离,93,0.35,0.51,1.46,2024-06-20
SG 553,破损不堪,普通,763314,SG 553 | 危险距离,56,0.34,0.65,1.91,2024-06-20
SG 553,破损不堪,普通,921433,SG 553 | 赛博之力,292,0.3,0.44,1.47,2024-06-20
SG 553,战痕累累,普通,36447,SG 553 | 擎天神,19,0.3,0.51,1.7,2024-06-20
SG 553,久经沙场,普通,45301,SG 553 | 阿罗哈,1712,0.29,0.58,2.0,2024-06-20
SG 553,破损不堪,普通,45302,SG 553 | 阿罗哈,108,0.26,0.51,1.96,2024-06-20
SG 553,久经沙场,普通,921439,SG 553 | 赛博之力,1184,0.25,0.51,2.04,2024-06-20
SG 553,久经沙场,普通,781546,SG 553 | 锈蚀之刃,1691,0.24,0.51,2.12,2024-06-20
SG 553,破损不堪,普通,781681,SG 553 | 锈蚀之刃,114,0.2,0.44,2.2,2024-06-20
SG 553,战痕累累,普通,45300,SG 553 | 阿罗哈,79,0.19,0.44,2.32,2024-06-20
SG 553,战痕累累,普通,781550,SG 553 | 锈蚀之刃,90,0.18,0.44,2.44,2024-06-20
SG 553,战痕累累,普通,921457,SG 553 | 赛博之力,237,0.18,0.44,2.44,2024-06-20
SG 553,破损不堪,普通,36520,SG 553 | 浪花穿孔,241,0.16,0.22,1.38,2024-06-20
SG 553,略有磨损,纪念品,877008,SG 553（纪念品） | 废墟丛生,524,0.14,0.36,2.57,2024-06-20
SG 553,破损不堪,纪念品,877022,SG 553（纪念品） | 废墟丛生,32,0.12,0.36,3.0,2024-06-20
SG 553,崭新出厂,普通,36444,SG 553 | 军队之辉,1454,0.11,0.29,2.64,2024-06-20
SG 553,破损不堪,纪念品,877167,SG 553（纪念品） | 白骨,77,0.1,0.29,2.9,2024-06-20
SG 553,战痕累累,纪念品,877152,SG 553（纪念品） | 白骨,96,0.1,0.29,2.9,2024-06-20
SG 553,略有磨损,纪念品,877147,SG 553（纪念品） | 白骨,906,0.08,0.29,3.62,2024-06-20
SG 553,战痕累累,纪念品,877017,SG 553（纪念品） | 废墟丛生,170,0.06,0.22,3.67,2024-06-20
SG 553,久经沙场,纪念品,877005,SG 553（纪念品） | 废墟丛生,831,0.06,0.29,4.83,2024-06-20
SG 553,略有磨损,普通,36446,SG 553 | 军队之辉,747,0.06,0.29,4.83,2024-06-20
SG 553,久经沙场,普通,36445,SG 553 | 军队之辉,197,0.06,0.29,4.83,2024-06-20
SG 553,久经沙场,纪念品,877133,SG 553（纪念品） | 白骨,3597,0.05,0.29,5.8,2024-06-20
SG 553,略有磨损,普通,36519,SG 553 | 浪花穿孔,1026,0.04,0.22,5.5,2024-06-20
SG 553,久经沙场,普通,36518,SG 553 | 浪花穿孔,1562,0.03,0.22,7.33,2024-06-20
SG 553,战痕累累,普通,36516,SG 553 | 浪花穿孔,223,0.03,0.22,7.33,2024-06-20
SG 553,久经沙场,StatTrak™,921479,SG 553（StatTrak™） | 赛博之力,315,0.69,1.02,1.48,2024-06-20
SG 553,战痕累累,普通,857535,SG 553 | 重金属摇滚,141,0.66,1.02,1.55,2024-06-20
SG 553,破损不堪,普通,857630,SG 553 | 重金属摇滚,165,0.63,1.02,1.62,2024-06-20
SG 553,战痕累累,StatTrak™,763391,SG 553（StatTrak™） | 危险距离,84,0.62,0.94,1.52,2024-06-20
SG 553,久经沙场,StatTrak™,781603,SG 553（StatTrak™） | 锈蚀之刃,616,0.6,0.87,1.45,2024-06-20
SG 553,久经沙场,StatTrak™,45343,SG 553（StatTrak™） | 阿罗哈,680,0.59,0.94,1.59,2024-06-20
SG 553,战痕累累,StatTrak™,39498,SG 553（StatTrak™） | 擎天神,20,0.59,0.87,1.47,2024-06-20
SG 553,破损不堪,StatTrak™,781696,SG 553（StatTrak™） | 锈蚀之刃,29,0.58,0.8,1.38,2024-06-20
SG 553,战痕累累,StatTrak™,921543,SG 553（StatTrak™） | 赛博之力,78,0.56,0.87,1.55,2024-06-20
SG 553,略有磨损,普通,921430,SG 553 | 赛博之力,1102,0.56,0.87,1.55,2024-06-20
SG 553,破损不堪,StatTrak™,921501,SG 553（StatTrak™） | 赛博之力,92,0.53,0.87,1.64,2024-06-20
SG 553,略有磨损,普通,45389,SG 553 | 阿罗哈,907,0.52,0.8,1.54,2024-06-20
SG 553,战痕累累,StatTrak™,45436,SG 553（StatTrak™） | 阿罗哈,28,0.5,0.8,1.6,2024-06-20
SG 553,崭新出厂,纪念品,877125,SG 553（纪念品） | 白骨,1221,0.47,0.65,1.38,2024-06-20
SG 553,战痕累累,StatTrak™,781593,SG 553（StatTrak™） | 锈蚀之刃,84,0.47,0.8,1.7,2024-06-20
SG 553,崭新出厂,普通,36517,SG 553 | 浪花穿孔,251,0.47,0.58,1.23,2024-06-20
SG 553,久经沙场,普通,763246,SG 553 | 危险距离,443,0.44,0.73,1.66,2024-06-20
SG 553,久经沙场,普通,36449,SG 553 | 擎天神,232,0.43,0.8,1.86,2024-06-20
SG 553,略有磨损,普通,781539,SG 553 | 锈蚀之刃,1001,0.45,0.73,1.62,2024-06-20
SG 553,破损不堪,普通,36451,SG 553 | 擎天神,28,0.4,0.73,1.82,2024-06-20
SG 553,战痕累累,普通,763262,SG 553 | 危险距离,93,0.35,0.51,1.46,2024-06-20
SG 553,破损不堪,普通,763314,SG 553 | 危险距离,56,0.34,0.65,1.91,2024-06-20
SG 553,破损不堪,普通,921433,SG 553 | 赛博之力,292,0.3,0.44,1.47,2024-06-20
SG 553,战痕累累,普通,36447,SG 553 | 擎天神,19,0.3,0.51,1.7,2024-06-20
SG 553,久经沙场,普通,45301,SG 553 | 阿罗哈,1712,0.29,0.58,2.0,2024-06-20
SG 553,破损不堪,普通,45302,SG 553 | 阿罗哈,108,0.26,0.51,1.96,2024-06-20
SG 553,久经沙场,普通,921439,SG 553 | 赛博之力,1184,0.25,0.51,2.04,2024-06-20
SG 553,久经沙场,普通,781546,SG 553 | 锈蚀之刃,1691,0.24,0.51,2.12,2024-06-20
SG 553,破损不堪,普通,781681,SG 553 | 锈蚀之刃,114,0.2,0.44,2.2,2024-06-20
SG 553,战痕累累,普通,45300,SG 553 | 阿罗哈,79,0.19,0.44,2.32,2024-06-20
SG 553,战痕累累,普通,781550,SG 553 | 锈蚀之刃,90,0.18,0.44,2.44,2024-06-20
SG 553,战痕累累,普通,921457,SG 553 | 赛博之力,237,0.18,0.44,2.44,2024-06-20
SG 553,破损不堪,普通,36520,SG 553 | 浪花穿孔,241,0.16,0.22,1.38,2024-06-20
SG 553,略有磨损,纪念品,877008,SG 553（纪念品） | 废墟丛生,524,0.14,0.36,2.57,2024-06-20
SG 553,破损不堪,纪念品,877022,SG 553（纪念品） | 废墟丛生,32,0.12,0.36,3.0,2024-06-20
SG 553,崭新出厂,普通,36444,SG 553 | 军队之辉,1454,0.11,0.29,2.64,2024-06-20
SG 553,破损不堪,纪念品,877167,SG 553（纪念品） | 白骨,77,0.1,0.29,2.9,2024-06-20
SG 553,战痕累累,纪念品,877152,SG 553（纪念品） | 白骨,96,0.1,0.29,2.9,2024-06-20
SG 553,略有磨损,纪念品,877147,SG 553（纪念品） | 白骨,906,0.08,0.29,3.62,2024-06-20
SG 553,战痕累累,纪念品,877017,SG 553（纪念品） | 废墟丛生,170,0.06,0.22,3.67,2024-06-20
SG 553,久经沙场,纪念品,877005,SG 553（纪念品） | 废墟丛生,831,0.06,0.29,4.83,2024-06-20
SG 553,略有磨损,普通,36446,SG 553 | 军队之辉,747,0.06,0.29,4.83,2024-06-20
SG 553,久经沙场,普通,36445,SG 553 | 军队之辉,197,0.06,0.29,4.83,2024-06-20
SG 553,久经沙场,纪念品,877133,SG 553（纪念品） | 白骨,3597,0.05,0.29,5.8,2024-06-20
SG 553,略有磨损,普通,36519,SG 553 | 浪花穿孔,1026,0.04,0.22,5.5,2024-06-20
SG 553,久经沙场,普通,36518,SG 553 | 浪花穿孔,1562,0.03,0.22,7.33,2024-06-20
SG 553,战痕累累,普通,36516,SG 553 | 浪花穿孔,223,0.03,0.22,7.33,2024-06-20
SG 553,久经沙场,StatTrak™,921479,SG 553（StatTrak™） | 赛博之力,315,0.69,1.02,1.48,2024-06-20
SG 553,战痕累累,普通,857535,SG 553 | 重金属摇滚,141,0.66,1.02,1.55,2024-06-20
SG 553,破损不堪,普通,857630,SG 553 | 重金属摇滚,165,0.63,1.02,1.62,2024-06-20
SG 553,战痕累累,StatTrak™,763391,SG 553（StatTrak™） | 危险距离,84,0.62,0.94,1.52,2024-06-20
SG 553,久经沙场,StatTrak™,781603,SG 553（StatTrak™） | 锈蚀之刃,616,0.6,0.87,1.45,2024-06-20
SG 553,久经沙场,StatTrak™,45343,SG 553（StatTrak™） | 阿罗哈,680,0.59,0.94,1.59,2024-06-20
SG 553,战痕累累,StatTrak™,39498,SG 553（StatTrak™） | 擎天神,20,0.59,0.87,1.47,2024-06-20
SG 553,破损不堪,StatTrak™,781696,SG 553（StatTrak™） | 锈蚀之刃,29,0.58,0.8,1.38,2024-06-20
SG 553,战痕累累,StatTrak™,921543,SG 553（StatTrak™） | 赛博之力,78,0.56,0.87,1.55,2024-06-20
SG 553,略有磨损,普通,921430,SG 553 | 赛博之力,1102,0.56,0.87,1.55,2024-06-20
SG 553,破损不堪,StatTrak™,921501,SG 553（StatTrak™） | 赛博之力,92,0.53,0.87,1.64,2024-06-20
SG 553,略有磨损,普通,45389,SG 553 | 阿罗哈,907,0.52,0.8,1.54,2024-06-20
SG 553,战痕累累,StatTrak™,45436,SG 553（StatTrak™） | 阿罗哈,28,0.5,0.8,1.6,2024-06-20
SG 553,崭新出厂,纪念品,877125,SG 553（纪念品） | 白骨,1221,0.47,0.65,1.38,2024-06-20
SG 553,战痕累累,StatTrak™,781593,SG 553（StatTrak™） | 锈蚀之刃,84,0.47,0.8,1.7,2024-06-20
SG 553,崭新出厂,普通,36517,SG 553 | 浪花穿孔,251,0.47,0.58,1.23,2024-06-20
SG 553,久经沙场,普通,763246,SG 553 | 危险距离,443,0.44,0.73,1.66,2024-06-20
SG 553,久经沙场,普通,36449,SG 553 | 擎天神,232,0.43,0.8,1.86,2024-06-20
SG 553,略有磨损,普通,781539,SG 553 | 锈蚀之刃,1001,0.45,0.73,1.62,2024-06-20
SG 553,破损不堪,普通,36451,SG 553 | 擎天神,28,0.4,0.73,1.82,2024-06-20
SG 553,战痕累累,普通,763262,SG 553 | 危险距离,93,0.35,0.51,1.46,2024-06-20
SG 553,破损不堪,普通,763314,SG 553 | 危险距离,56,0.34,0.65,1.91,2024-06-20
SG 553,破损不堪,普通,921433,SG 553 | 赛博之力,292,0.3,0.44,1.47,2024-06-20
SG 553,战痕累累,普通,36447,SG 553 | 擎天神,19,0.3,0.51,1.7,2024-06-20
SG 553,久经沙场,普通,45301,SG 553 | 阿罗哈,1712,0.29,0.58,2.0,2024-06-20
SG 553,破损不堪,普通,45302,SG 553 | 阿罗哈,108,0.26,0.51,1.96,2024-06-20
SG 553,久经沙场,普通,921439,SG 553 | 赛博之力,1184,0.25,0.51,2.04,2024-06-20
SG 553,久经沙场,普通,781546,SG 553 | 锈蚀之刃,1691,0.24,0.51,2.12,2024-06-20
SG 553,破损不堪,普通,781681,SG 553 | 锈蚀之刃,114,0.2,0.44,2.2,2024-06-20
SG 553,战痕累累,普通,45300,SG 553 | 阿罗哈,79,0.19,0.44,2.32,2024-06-20
SG 553,战痕累累,普通,781550,SG 553 | 锈蚀之刃,90,0.18,0.44,2.44,2024-06-20
SG 553,战痕累累,普通,921457,SG 553 | 赛博之力,237,0.18,0.44,2.44,2024-06-20
SG 553,破损不堪,普通,36520,SG 553 | 浪花穿孔,241,0.16,0.22,1.38,2024-06-20
SG 553,略有磨损,纪念品,877008,SG 553（纪念品） | 废墟丛生,524,0.14,0.36,2.57,2024-06-20
