
AK-47,崭新出厂,普通,776874,AK-47 | 野荷,198,87998.5,89759.0,1.02,2024-06-16
AK-47,破损不堪,普通,769225,AK-47 | 迷踪秘境,85,3.69,5.52,1.5,2024-06-20
AK-47,战痕累累,普通,33978,AK-47 | 荒野反叛,36,143.9,187.89,1.31,2024-06-20
AK-47,崭新出厂,普通,33940,AK-47 | 轨道 Mk01,429,143.1,194.5,1.36,2024-06-20
AK-47,略有磨损,StatTrak™,900638,AK-47（StatTrak™） | 可燃冰,887,141.5,185.86,1.31,2024-06-20
AK-47,略有磨损,普通,921456,AK-47 | 一发入魂,1563,138,185.86,1.35,2024-06-20
AK-47,战痕累累,StatTrak™,38219,AK-47（StatTrak™） | 红线,113,136.29,177.44,1.3,2024-06-20
AK-47,崭新出厂,普通,871704,AK-47 | 绿色层压板,224,133.5,179.11,1.34,2024-06-20
AK-47,破损不堪,纪念品,761440,AK-47（纪念品） | 安全网,8,133.5,188.04,1.41,2024-06-20
AK-47,战痕累累,普通,33968,AK-47 | 皇后,286,133.5,179.55,1.34,2024-06-20
AK-47,破损不堪,StatTrak™,38213,AK-47（StatTrak™） | 混沌点阵,4,129,188.04,1.46,2024-06-20
AK-47,战痕累累,普通,759233,AK-47 | 霓虹骑士,100,127.35,168.73,1.32,2024-06-20
AK-47,久经沙场,普通,33960,AK-47 | 红线,12702,126.38,168.81,1.34,2024-06-20
AK-47,久经沙场,StatTrak™,38211,AK-47（StatTrak™） | 混沌点阵,287,126.16,171.64,1.36,2024-06-20
AK-47,战痕累累,StatTrak™,38184,AK-47（StatTrak™） | 前线迷雾,23,125.47,174.54,1.39,2024-06-20
AK-47,破损不堪,普通,33938,AK-47 | 霓虹革命,19,125.34,161.48,1.29,2024-06-20
AK-47,略有磨损,普通,33952,AK-47 | 捕食者,77,124.98,174.18,1.39,2024-06-20
AK-47,破损不堪,普通,33862,AK-47 | 深海复仇,142,123.98,163.58,1.32,2024-06-20
AK-47,久经沙场,StatTrak™,887057,AK-47（StatTrak™） | 夜愿,504,123.4,172.87,1.4,2024-06-20
AK-47,略有磨损,纪念品,761496,AK-47（纪念品） | 安全网,97,122.5,163.58,1.34,2024-06-20
AK-47,战痕累累,普通,763353,AK-47 | 二西莫夫,167,120.5,166.92,1.39,2024-06-20
AK-47,崭新出厂,纪念品,876936,AK-47（纪念品） | 绿色层压板,92,117.5,166.92,1.42,2024-06-20
AK-47,破损不堪,StatTrak™,781719,AK-47（StatTrak™） | 阿努比斯军团,18,116.08,147.54,1.27,2024-06-20
AK-47,略有磨损,纪念品,37516,AK-47（纪念品） | 狩猎网格,203,115.28,166.27,1.44,2024-06-20
AK-47,战痕累累,普通,33949,AK-47 | 捕食者,23,114.5,130.63,1.14,2024-06-20
AK-47,久经沙场,普通,33951,AK-47 | 捕食者,75,114.49,148.05,1.29,2024-06-20
AK-47,略有磨损,普通,886753,AK-47 | 夜愿,3575,111,152.84,1.38,2024-06-20
AK-47,久经沙场,普通,871478,AK-47 | 抽象派 1337,1349,110,141.88,1.29,2024-06-20
AK-47,战痕累累,StatTrak™,38209,AK-47（StatTrak™） | 混沌点阵,29,106.36,142.32,1.34,2024-06-20
AK-47,破损不堪,普通,871960,AK-47 | 抽象派 1337,31,105.27,147.91,1.41,2024-06-20
AK-47,崭新出厂,普通,900529,AK-47 | 可燃冰,3328,101.48,137.89,1.36,2024-06-20
AK-47,战痕累累,普通,871497,AK-47 | 抽象派 1337,76,98.89,129.83,1.31,2024-06-20
AK-47,久经沙场,StatTrak™,781708,AK-47（StatTrak™） | 阿努比斯军团,520,97.67,136.66,1.4,2024-06-20
AK-47,破损不堪,普通,33962,AK-47 | 红线,99,96.86,129.18,1.33,2024-06-20
AK-47,破损不堪,StatTrak™,921609,AK-47（StatTrak™） | 一发入魂,96,96.59,130.63,1.35,2024-06-20
AK-47,战痕累累,纪念品,761439,AK-47（纪念品） | 安全网,27,95.38,123.23,1.29,2024-06-20
AK-47,崭新出厂,普通,781649,AK-47 | 阿努比斯军团,1802,95.09,126.28,1.33,2024-06-20
AK-47,崭新出厂,普通,775895,AK-47 | 巴洛克之紫,386,94.8,136.29,1.44,2024-06-20
AK-47,略有磨损,StatTrak™,779297,AK-47（StatTrak™） | 幻影破坏者,230,92.9,125.41,1.35,2024-06-20
AK-47,略有磨损,普通,33942,AK-47 | 轨道 Mk01,590,92.79,124.83,1.35,2024-06-20
AK-47,略有磨损,StatTrak™,857681,AK-47（StatTrak™） | 墨岩,1807,92.4,124.75,1.35,2024-06-20
AK-47,略有磨损,StatTrak™,775964,AK-47（StatTrak™） | 复古浪潮,83,91.3,128.31,1.41,2024-06-20
AK-47,略有磨损,普通,871772,AK-47 | 绿色层压板,190,90.9,124.9,1.37,2024-06-20
AK-47,久经沙场,普通,871673,AK-47 | 绿色层压板,112,90.72,120.98,1.33,2024-06-20
AK-47,略有磨损,普通,33947,AK-47 | 混沌点阵,1650,87.9,120.69,1.37,2024-06-20
AK-47,久经沙场,普通,33936,AK-47 | 霓虹革命,2209,87.8,117.86,1.34,2024-06-20
AK-47,破损不堪,普通,33875,AK-47 | 蓝色层压板,44,86.31,130.78,1.52,2024-06-20
AK-47,破损不堪,普通,33879,AK-47 | 卡特尔,28,86.04,120.98,1.41,2024-06-20
AK-47,破损不堪,StatTrak™,887080,AK-47（StatTrak™） | 夜愿,112,84.9,114.45,1.35,2024-06-20
AK-47,略有磨损,普通,33878,AK-47 | 卡特尔,1734,80.9,113.8,1.41,2024-06-20
AK-47,破损不堪,普通,33943,AK-47 | 轨道 Mk01,32,79.9,116.48,1.46,2024-06-20
AK-47,战痕累累,普通,33858,AK-47 | 深海复仇,109,78.9,107.48,1.36,2024-06-20
AK-47,崭新出厂,普通,33872,AK-47 | 蓝色层压板,1674,77.7,105.96,1.36,2024-06-20
AK-47,略有磨损,普通,33932,AK-47 | 丛林涂装,172,77.39,109.8,1.42,2024-06-20
AK-47,战痕累累,StatTrak™,921613,AK-47（StatTrak™） | 一发入魂,84,77.27,101.02,1.31,2024-06-20
AK-47,崭新出厂,纪念品,929108,AK-47（纪念品） | 钢铁三角洲,92,75.67,107.12,1.42,2024-06-20
AK-47,战痕累累,普通,33939,AK-47 | 轨道 Mk01,32,74.9,92.17,1.23,2024-06-20
AK-47,破损不堪,StatTrak™,900649,AK-47（StatTrak™） | 可燃冰,28,74.4,102.18,1.37,2024-06-20
AK-47,战痕累累,普通,33934,AK-47 | 霓虹革命,120,73.9,100.51,1.36,2024-06-20
AK-47,久经沙场,普通,33941,AK-47 | 轨道 Mk01,598,72.9,103.13,1.41,2024-06-20
AK-47,战痕累累,StatTrak™,781703,AK-47（StatTrak™） | 阿努比斯军团,63,71.88,104.94,1.46,2024-06-20
AK-47,久经沙场,普通,33906,AK-47 | 前线迷雾,2230,70.9,96.96,1.37,2024-06-20
AK-47,战痕累累,普通,33959,AK-47 | 红线,183,70.1,98.7,1.41,2024-06-20
AK-47,略有磨损,纪念品,876981,AK-47（纪念品） | 绿色层压板,104,69.75,103.93,1.49,2024-06-20
AK-47,久经沙场,纪念品,761378,AK-47（纪念品） | 安全网,139,67.17,91.01,1.35,2024-06-20
AK-47,久经沙场,纪念品,876967,AK-47（纪念品） | 绿色层压板,138,67.1,92.82,1.38,2024-06-20
AK-47,久经沙场,StatTrak™,900597,AK-47（StatTrak™） | 可燃冰,1141,66.87,90.72,1.36,2024-06-20
AK-47,战痕累累,StatTrak™,887072,AK-47（StatTrak™） | 夜愿,141,65.57,90.64,1.38,2024-06-20
AK-47,破损不堪,StatTrak™,779429,AK-47（StatTrak™） | 幻影破坏者,25,64.9,88.03,1.36,2024-06-20
AK-47,崭新出厂,普通,775204,AK-47 | 复古浪潮,220,63.48,84.62,1.33,2024-06-20
AK-47,破损不堪,普通,33908,AK-47 | 前线迷雾,79,62.9,85.78,1.36,2024-06-20
AK-47,战痕累累,纪念品,37513,AK-47（纪念品） | 狩猎网格,62,62.49,83.46,1.34,2024-06-20
AK-47,略有磨损,普通,33874,AK-47 | 蓝色层压板,1776,62.3,86.36,1.39,2024-06-20
AK-47,久经沙场,普通,921561,AK-47 | 一发入魂,3650,61.78,82.37,1.33,2024-06-20
AK-47,崭新出厂,普通,33890,AK-47 | 翡翠细条纹,681,61.9,85.27,1.38,2024-06-20
AK-47,略有磨损,普通,900482,AK-47 | 可燃冰,7702,59.9,77.87,1.3,2024-06-20
AK-47,久经沙场,普通,33853,AK-47 | 卡特尔,1823,59.8,78.53,1.31,2024-06-20
AK-47,久经沙场,普通,33873,AK-47 | 蓝色层压板,1228,59.7,79.25,1.33,2024-06-20
AK-47,破损不堪,普通,33948,AK-47 | 混沌点阵,28,59.6,88.54,1.49,2024-06-20
AK-47,战痕累累,StatTrak™,775391,AK-47（StatTrak™） | 复古浪潮,82,59.1,86.15,1.46,2024-06-20
AK-47,崭新出厂,普通,857652,AK-47 | 墨岩,4874,59,80.77,1.37,2024-06-20
AK-47,战痕累累,StatTrak™,900652,AK-47（StatTrak™） | 可燃冰,90,58.8,80.12,1.36,2024-06-20
AK-47,崭新出厂,普通,776874,AK-47 | 野荷,206,87499.5,89249.98,1.02,2024-06-20
AK-47,略有磨损,普通,776538,AK-47 | 野荷,96,65387.5,66695.72,1.02,2024-06-20
AK-47,久经沙场,普通,776459,AK-47 | 野荷,72,49749.5,49977.94,1.0,2024-06-20
AK-47,崭新出厂,纪念品,877222,AK-47（纪念品） | 黄金藤蔓,39,37999.5,38760.03,1.02,2024-06-20
AK-47,破损不堪,普通,776567,AK-47 | 野荷,22,34499.5,32640.01,0.95,2024-06-20
AK-47,崭新出厂,StatTrak™,44362,AK-47（StatTrak™） | 火蛇,47,33880.5,34558.65,1.02,2024-06-20
AK-47,略有磨损,StatTrak™,38182,AK-47（StatTrak™） | 火蛇,118,21443.5,21418.47,1.0,2024-06-20
AK-47,崭新出厂,普通,871769,AK-47 | 黄金藤蔓,374,20699.5,21164.97,1.02,2024-06-20
AK-47,战痕累累,普通,776912,AK-47 | 野荷,18,19198.5,19571.76,1.02,2024-06-20
AK-47,略有磨损,纪念品,877216,AK-47（纪念品） | 黄金藤蔓,75,17399.5,16707.62,0.96,2024-06-20
AK-47,略有磨损,普通,871696,AK-47 | 黄金藤蔓,155,16759.5,17021.8,1.02,2024-06-20
AK-47,崭新出厂,普通,33895,AK-47 | 火蛇,113,15799.5,16116.0,1.02,2024-06-20
AK-47,久经沙场,普通,871677,AK-47 | 黄金藤蔓,136,13550.19,13821.72,1.02,2024-06-20
AK-47,久经沙场,纪念品,877228,AK-47（纪念品） | 黄金藤蔓,96,13249.5,13515.02,1.02,2024-06-20
AK-47,崭新出厂,普通,33915,AK-47 | 水栽竹,426,13098.5,13362.03,1.02,2024-06-20
AK-47,破损不堪,纪念品,878158,AK-47（纪念品） | 黄金藤蔓,5,12665.5,12531.72,0.99,2024-06-20
AK-47,久经沙场,StatTrak™,38181,AK-47（StatTrak™） | 火蛇,75,12649.5,12903.0,1.02,2024-06-20
AK-47,破损不堪,普通,871985,AK-47 | 黄金藤蔓,5,12499.5,12239.97,0.98,2024-06-20
AK-47,崭新出厂,StatTrak™,38215,AK-47（StatTrak™） | 红色层压板,3,11999.5,10191.86,0.85,2024-06-20
AK-47,崭新出厂,普通,837375,AK-47 | X 射线,179,11364.5,11474.97,1.01,2024-06-20
AK-47,战痕累累,普通,871803,AK-47 | 黄金藤蔓,13,10599.5,10801.77,1.02,2024-06-20
AK-47,战痕累累,纪念品,877230,AK-47（纪念品） | 黄金藤蔓,15,10279.5,10475.4,1.02,2024-06-20
AK-47,破损不堪,StatTrak™,38183,AK-47（StatTrak™） | 火蛇,3,9704.99,8873.99,0.91,2024-06-20
AK-47,崭新出厂,StatTrak™,38234,AK-47（StatTrak™） | 荒野反叛,4,9498.5,9496.24,1.0,2024-06-20
AK-47,略有磨损,普通,33917,AK-47 | 水栽竹,170,9048,9229.45,1.02,2024-06-20
AK-47,崭新出厂,StatTrak™,38229,AK-47（StatTrak™） | 火神,283,8744,8914.77,1.02,2024-06-20
AK-47,略有磨损,普通,33897,AK-47 | 火蛇,540,7899.5,8057.96,1.02,2024-06-20
AK-47,略有磨损,普通,835777,AK-47 | X 射线,122,7087.5,7230.77,1.02,2024-06-20
AK-47,战痕累累,StatTrak™,38180,AK-47（StatTrak™） | 火蛇,7,6587.5,6119.0,0.93,2024-06-20
AK-47,久经沙场,普通,33916,AK-47 | 水栽竹,115,5748,8192.66,1.43,2024-06-20
AK-47,久经沙场,普通,33896,AK-47 | 火蛇,525,5488.5,7787.26,1.42,2024-06-20
AK-47,崭新出厂,普通,33925,AK-47 | 酷炫涂鸦皮革,14,5349.5,10682.89,2.0,2024-06-20
AK-47,崭新出厂,StatTrak™,38171,AK-47（StatTrak™） | 表面淬火,101,5098.5,9346.22,1.83,2024-06-20
AK-47,略有磨损,StatTrak™,38231,AK-47（StatTrak™） | 火神,263,4999.5,8078.65,1.62,2024-06-20
AK-47,崭新出厂,StatTrak™,38190,AK-47（StatTrak™） | 燃料喷射器,101,4999.5,9493.26,1.9,2024-06-20
AK-47,破损不堪,普通,33898,AK-47 | 火蛇,8,4998.5,8370.83,1.67,2024-06-20
AK-47,崭新出厂,普通,33974,AK-47 | 火神,1059,4949.5,7184.83,1.45,2024-06-20
AK-47,破损不堪,普通,33918,AK-47 | 水栽竹,6,4554.5,6818.69,1.5,2024-06-20
AK-47,久经沙场,普通,836044,AK-47 | X 射线,99,4382.3,9020.66,2.06,2024-06-20
AK-47,崭新出厂,纪念品,772930,AK-47（纪念品） | 黑色层压板,4,4299.5,4930.31,1.15,2024-06-20
AK-47,战痕累累,普通,33914,AK-47 | 水栽竹,8,3598.5,9743.93,2.71,2024-06-20
AK-47,略有磨损,StatTrak™,38173,AK-47（StatTrak™） | 表面淬火,133,3499,5443.05,1.56,2024-06-20
AK-47,战痕累累,普通,33894,AK-47 | 火蛇,25,3329.5,4427.01,1.33,2024-06-20
AK-47,崭新出厂,StatTrak™,38195,AK-47（StatTrak™） | 美洲猛虎,14,2998.5,5812.6,1.94,2024-06-20
AK-47,略有磨损,普通,33976,AK-47 | 火神,1585,2978.99,4379.77,1.47,2024-06-20
AK-47,崭新出厂,纪念品,877119,AK-47（纪念品） | 美洲豹,20,2799.5,5295.51,1.89,2024-06-20
AK-47,略有磨损,StatTrak™,38192,AK-47（StatTrak™） | 燃料喷射器,160,2797.48,4716.95,1.69,2024-06-20
AK-47,崭新出厂,StatTrak™,763486,AK-47（StatTrak™） | 二西莫夫,74,2797.3,4167.63,1.49,2024-06-20
AK-47,崭新出厂,StatTrak™,956708,AK-47（StatTrak™） | 传承,51,2737.5,3843.66,1.4,2024-06-20
AK-47,久经沙场,StatTrak™,38172,AK-47（StatTrak™） | 表面淬火,139,2724.5,4024.23,1.48,2024-06-20
AK-47,崭新出厂,普通,33910,AK-47 | 燃料喷射器,378,2704.5,3773.85,1.4,2024-06-20
AK-47,略有磨损,普通,33927,AK-47 | 酷炫涂鸦皮革,41,2647.5,4666.65,1.76,2024-06-20
AK-47,破损不堪,普通,835881,AK-47 | X 射线,47,2549.48,3647.42,1.43,2024-06-20
AK-47,崭新出厂,普通,33881,AK-47 | 表面淬火,879,2339,3777.4,1.61,2024-06-20
AK-47,破损不堪,StatTrak™,38174,AK-47（StatTrak™） | 表面淬火,47,2199.5,4173.01,1.9,2024-06-20
AK-47,久经沙场,StatTrak™,38230,AK-47（StatTrak™） | 火神,161,2119.5,3072.28,1.45,2024-06-20
AK-47,战痕累累,StatTrak™,38170,AK-47（StatTrak™） | 表面淬火,28,2049.5,3344.86,1.63,2024-06-20
AK-47,崭新出厂,普通,33955,AK-47 | 红色层压板,17,1999.5,5795.9,2.9,2024-06-20
AK-47,崭新出厂,StatTrak™,759560,AK-47（StatTrak™） | 霓虹骑士,122,1998.5,2759.48,1.38,2024-06-20
AK-47,崭新出厂,StatTrak™,38224,AK-47（StatTrak™） | 皇后,128,1938.5,2830.31,1.46,2024-06-20
AK-47,崭新出厂,普通,835826,AK-47 | 美洲豹,105,1936.19,2830.39,1.46,2024-06-20
AK-47,久经沙场,普通,33926,AK-47 | 酷炫涂鸦皮革,37,1894.5,2962.04,1.56,2024-06-20
AK-47,崭新出厂,StatTrak™,38157,AK-47（StatTrak™） | 血腥运动,396,1845.38,2772.18,1.5,2024-06-20
AK-47,久经沙场,StatTrak™,38191,AK-47（StatTrak™） | 燃料喷射器,166,1816.68,2961.82,1.63,2024-06-20
AK-47,略有磨损,普通,33883,AK-47 | 表面淬火,1652,1738.5,2612.59,1.5,2024-06-20
AK-47,战痕累累,普通,835824,AK-47 | X 射线,30,1687.5,2640.68,1.56,2024-06-20
AK-47,破损不堪,普通,33928,AK-47 | 酷炫涂鸦皮革,6,1687.5,2344.14,1.39,2024-06-20
AK-47,崭新出厂,StatTrak™,38153,AK-47（StatTrak™） | 深海复仇,71,1659.5,2360.54,1.42,2024-06-20
AK-47,略有磨损,普通,835831,AK-47 | 美洲豹,50,1563.4,2118.22,1.35,2024-06-20
AK-47,战痕累累,普通,33924,AK-47 | 酷炫涂鸦皮革,9,1549.4,2248.92,1.45,2024-06-20
AK-47,久经沙场,普通,33882,AK-47 | 表面淬火,1436,1532.38,2204.8,1.44,2024-06-20
AK-47,破损不堪,StatTrak™,38232,AK-47（StatTrak™） | 火神,24,1456.48,2086.5,1.43,2024-06-20
AK-47,崭新出厂,普通,33979,AK-47 | 荒野反叛,25,1455.5,2377.45,1.63,2024-06-20
AK-47,略有磨损,StatTrak™,38221,AK-47（StatTrak™） | 红线,370,1447.5,1941.64,1.34,2024-06-20
AK-47,久经沙场,普通,33975,AK-47 | 火神,1542,1428.5,1998.54,1.4,2024-06-20
AK-47,略有磨损,StatTrak™,38159,AK-47（StatTrak™） | 血腥运动,235,1389.5,2085.41,1.5,2024-06-20
AK-47,略有磨损,普通,33912,AK-47 | 燃料喷射器,933,1379.5,1821.61,1.32,2024-06-20
AK-47,略有磨损,StatTrak™,38197,AK-47（StatTrak™） | 美洲猛虎,14,1360.78,2226.72,1.64,2024-06-20
AK-47,略有磨损,StatTrak™,956663,AK-47（StatTrak™） | 传承,73,1319.5,1870.81,1.42,2024-06-20
AK-47,破损不堪,StatTrak™,38193,AK-47（StatTrak™） | 燃料喷射器,36,1294,1785.18,1.38,2024-06-20
AK-47,略有磨损,StatTrak™,38217,AK-47（StatTrak™） | 红色层压板,60,1279,2143.62,1.68,2024-06-20
AK-47,略有磨损,纪念品,877076,AK-47（纪念品） | 美洲豹,53,1264.86,1980.04,1.57,2024-06-20
AK-47,崭新出厂,普通,33920,AK-47 | 美洲猛虎,39,1228.5,1837.57,1.5,2024-06-20
AK-47,久经沙场,普通,835982,AK-47 | 美洲豹,34,1201,1600.11,1.33,2024-06-20
AK-47,崭新出厂,纪念品,37514,AK-47（纪念品） | 狩猎网格,9,1199.5,1858.69,1.55,2024-06-20
AK-47,破损不堪,普通,33884,AK-47 | 表面淬火,468,1199,1795.05,1.5,2024-06-20
AK-47,崭新出厂,普通,763469,AK-47 | 二西莫夫,311,1186.5,1678.78,1.41,2024-06-20
AK-47,久经沙场,StatTrak™,38158,AK-47（StatTrak™） | 血腥运动,204,1184.49,1589.95,1.34,2024-06-20
AK-47,战痕累累,StatTrak™,38189,AK-47（StatTrak™） | 燃料喷射器,32,1099.5,1502.28,1.37,2024-06-20
AK-47,破损不堪,StatTrak™,38160,AK-47（StatTrak™） | 血腥运动,6,1078.89,1668.98,1.55,2024-06-20
AK-47,战痕累累,普通,33880,AK-47 | 表面淬火,216,1058.5,1502.28,1.42,2024-06-20
AK-47,崭新出厂,普通,956571,AK-47 | 传承,287,1039,1444.22,1.39,2024-06-20
AK-47,崭新出厂,普通,33900,AK-47 | 至高皮革,26,1028.5,1758.18,1.71,2024-06-20
AK-47,久经沙场,普通,33911,AK-47 | 燃料喷射器,1308,994.5,1348.5,1.36,2024-06-20
AK-47,崭新出厂,普通,33864,AK-47 | 黑色层压板,21,994.5,1611.14,1.62,2024-06-20
AK-47,崭新出厂,StatTrak™,38200,AK-47（StatTrak™） | 霓虹革命,70,983.5,1434.06,1.46,2024-06-20
AK-47,破损不堪,普通,835945,AK-47 | 美洲豹,8,943.39,1551.2,1.64,2024-06-20
AK-47,崭新出厂,StatTrak™,871853,AK-47（StatTrak™） | 抽象派 1337,84,932.5,1436.46,1.54,2024-06-20
AK-47,破损不堪,StatTrak™,38237,AK-47（StatTrak™） | 荒野反叛,1,915.38,881.63,0.96,2024-06-20
AK-47,战痕累累,StatTrak™,38228,AK-47（StatTrak™） | 火神,42,897.96,1250.01,1.39,2024-06-20
AK-47,久经沙场,纪念品,877004,AK-47（纪念品） | 美洲豹,44,897.5,1487.77,1.66,2024-06-20
AK-47,略有磨损,StatTrak™,38155,AK-47（StatTrak™） | 深海复仇,73,896.5,1326.14,1.48,2024-06-20
AK-47,略有磨损,StatTrak™,759430,AK-47（StatTrak™） | 霓虹骑士,146,895.49,1342.26,1.5,2024-06-20
AK-47,略有磨损,StatTrak™,38236,AK-47（StatTrak™） | 荒野反叛,58,867.9,1251.9,1.44,2024-06-20
AK-47,崭新出厂,StatTrak™,921605,AK-47（StatTrak™） | 一发入魂,96,829,1129.18,1.36,2024-06-20
AK-47,久经沙场,StatTrak™,38196,AK-47（StatTrak™） | 美洲猛虎,27,827.45,1246.89,1.51,2024-06-20
AK-47,战痕累累,普通,835875,AK-47 | 美洲豹,14,827.4,1471.87,1.78,2024-06-20
AK-47,崭新出厂,普通,33930,AK-47 | 丛林涂装,13,825,1077.07,1.31,2024-06-20
AK-47,破损不堪,普通,33977,AK-47 | 火神,112,819.5,1197.47,1.46,2024-06-20
AK-47,崭新出厂,普通,33868,AK-47 | 血腥运动,2069,812.4,1094.63,1.35,2024-06-20
AK-47,破损不堪,StatTrak™,956665,AK-47（StatTrak™） | 传承,7,799,1088.9,1.36,2024-06-20
AK-47,崭新出厂,普通,33969,AK-47 | 皇后,479,798.5,1097.25,1.37,2024-06-20
AK-47,崭新出厂,StatTrak™,887090,AK-47（StatTrak™） | 夜愿,193,795.49,1305.03,1.64,2024-06-20
AK-47,略有磨损,普通,33902,AK-47 | 至高皮革,15,788.38,987.01,1.25,2024-06-20
AK-47,崭新出厂,普通,759363,AK-47 | 霓虹骑士,478,779.5,1123.74,1.44,2024-06-20
AK-47,略有磨损,StatTrak™,38226,AK-47（StatTrak™） | 皇后,293,779.5,1070.25,1.37,2024-06-20
AK-47,崭新出厂,StatTrak™,38185,AK-47（StatTrak™） | 前线迷雾,59,777.49,1144.78,1.47,2024-06-20
AK-47,战痕累累,StatTrak™,38214,AK-47（StatTrak™） | 红色层压板,22,750.45,985.99,1.31,2024-06-20
AK-47,久经沙场,StatTrak™,38216,AK-47（StatTrak™） | 红色层压板,83,740.4,999.13,1.35,2024-06-20
AK-47,破损不堪,StatTrak™,38218,AK-47（StatTrak™） | 红色层压板,18,734.5,1265.04,1.72,2024-06-20
AK-47,破损不堪,普通,33913,AK-47 | 燃料喷射器,382,714.5,1037.74,1.45,2024-06-20
AK-47,略有磨损,普通,33870,AK-47 | 血腥运动,1926,696.5,919.29,1.32,2024-06-20
AK-47,破损不堪,纪念品,877074,AK-47（纪念品） | 美洲豹,17,672.94,1062.27,1.58,2024-06-20
AK-47,久经沙场,StatTrak™,956617,AK-47（StatTrak™） | 传承,119,659.5,899.48,1.36,2024-06-20
AK-47,略有磨损,普通,956596,AK-47 | 传承,482,647.7,856.45,1.32,2024-06-20
AK-47,略有磨损,StatTrak™,763476,AK-47（StatTrak™） | 二西莫夫,458,629.5,869.29,1.38,2024-06-20
AK-47,久经沙场,普通,33869,AK-47 | 血腥运动,1377,622.5,818.49,1.31,2024-06-20
AK-47,战痕累累,纪念品,877080,AK-47（纪念品） | 美洲豹,27,622,957.11,1.54,2024-06-20
AK-47,破损不堪,普通,33871,AK-47 | 血腥运动,64,601.45,837.5,1.39,2024-06-20
AK-47,战痕累累,普通,33909,AK-47 | 燃料喷射器,211,599.5,779.66,1.3,2024-06-20
AK-47,略有磨损,普通,33961,AK-47 | 红线,1738,581.5,782.35,1.35,2024-06-20
AK-47,崭新出厂,普通,33859,AK-47 | 深海复仇,383,573.5,799.33,1.39,2024-06-20
AK-47,久经沙场,普通,33901,AK-47 | 至高皮革,22,559.5,700.56,1.25,2024-06-20
AK-47,战痕累累,普通,33973,AK-47 | 火神,166,552,747.0,1.35,2024-06-20
AK-47,破损不堪,StatTrak™,38198,AK-47（StatTrak™） | 美洲猛虎,7,539.4,743.96,1.38,2024-06-20
AK-47,战痕累累,StatTrak™,38233,AK-47（StatTrak™） | 荒野反叛,5,536.5,686.04,1.28,2024-06-20
AK-47,久经沙场,StatTrak™,38235,AK-47（StatTrak™） | 荒野反叛,89,525,766.45,1.46,2024-06-20
AK-47,战痕累累,StatTrak™,38194,AK-47（StatTrak™） | 美洲猛虎,9,511.43,759.49,1.49,2024-06-20
AK-47,略有磨损,StatTrak™,871879,AK-47（StatTrak™） | 抽象派 1337,118,506.98,725.74,1.43,2024-06-20
AK-47,战痕累累,StatTrak™,956694,AK-47（StatTrak™） | 传承,39,504.5,740.04,1.47,2024-06-20
AK-47,略有磨损,普通,33922,AK-47 | 美洲猛虎,140,502.97,688.51,1.37,2024-06-20
AK-47,崭新出厂,StatTrak™,38210,AK-47（StatTrak™） | 混沌点阵,210,494,661.08,1.34,2024-06-20
AK-47,久经沙场,StatTrak™,38225,AK-47（StatTrak™） | 皇后,281,487.98,634.3,1.3,2024-06-20
AK-47,略有磨损,普通,759234,AK-47 | 霓虹骑士,794,482.5,629.58,1.3,2024-06-20
AK-47,崭新出厂,StatTrak™,38166,AK-47（StatTrak™） | 卡特尔,208,479.5,688.36,1.44,2024-06-20
AK-47,破损不堪,StatTrak™,872002,AK-47（StatTrak™） | 抽象派 1337,4,476.5,519.34,1.09,2024-06-20
AK-47,久经沙场,StatTrak™,38154,AK-47（StatTrak™） | 深海复仇,99,470.15,673.12,1.43,2024-06-20
AK-47,略有磨损,普通,33971,AK-47 | 皇后,934,447.5,575.51,1.29,2024-06-20
AK-47,崭新出厂,普通,871340,AK-47 | 抽象派 1337,292,444,607.37,1.37,2024-06-20
AK-47,久经沙场,StatTrak™,759367,AK-47（StatTrak™） | 霓虹骑士,164,437.49,609.26,1.39,2024-06-20
AK-47,崭新出厂,普通,33935,AK-47 | 霓虹革命,292,434.5,586.54,1.35,2024-06-20
AK-47,略有磨损,普通,33861,AK-47 | 深海复仇,484,424.5,557.51,1.31,2024-06-20
AK-47,崭新出厂,普通,33905,AK-47 | 前线迷雾,257,423.5,595.03,1.41,2024-06-20
AK-47,破损不堪,StatTrak™,759499,AK-47（StatTrak™） | 霓虹骑士,2,419.5,547.14,1.3,2024-06-20
AK-47,破损不堪,普通,33903,AK-47 | 至高皮革,12,419,588.79,1.41,2024-06-20
AK-47,战痕累累,普通,33899,AK-47 | 至高皮革,6,414.4,770.66,1.86,2024-06-20
AK-47,略有磨损,StatTrak™,38202,AK-47（StatTrak™） | 霓虹革命,138,413.2,569.56,1.38,2024-06-20
AK-47,崭新出厂,普通,921576,AK-47 | 一发入魂,538,411.49,544.6,1.32,2024-06-20
AK-47,崭新出厂,普通,887070,AK-47 | 夜愿,695,407.5,534.58,1.31,2024-06-20
AK-47,略有磨损,普通,763311,AK-47 | 二西莫夫,2321,407,520.5,1.28,2024-06-20
AK-47,久经沙场,普通,33921,AK-47 | 美洲猛虎,127,405.99,543.14,1.34,2024-06-20
AK-47,略有磨损,普通,33957,AK-47 | 红色层压板,198,395.4,538.5,1.36,2024-06-20
AK-47,久经沙场,普通,956540,AK-47 | 传承,795,394.99,501.41,1.27,2024-06-20
