PP-野牛,崭新出厂,纪念品,37952,PP-野牛（纪念品） | 午夜行动,3,1587.5,1585.17,1.0,2024-06-16
PP-野牛,久经沙场,普通,36247,PP-野牛 | 森林之叶,10,17.49,20.1,1.15,2024-06-20
PP-野牛,战痕累累,普通,36245,PP-野牛 | 森林之叶,7,16.88,15.82,0.94,2024-06-20
PP-野牛,略有磨损,普通,36239,PP-野牛 | 化工之绿,53,15.94,19.81,1.24,2024-06-20
PP-野牛,破损不堪,StatTrak™,775842,PP-野牛（StatTrak™） | 路霸,16,15.87,20.83,1.31,2024-06-20
PP-野牛,破损不堪,普通,36269,PP-野牛 | 辐照警报,14,15.7,30.41,1.94,2024-06-20
PP-野牛,崭新出厂,StatTrak™,887045,PP-野牛（StatTrak™） | 太空猫,407,15.2,21.41,1.41,2024-06-20
PP-野牛,破损不堪,普通,36264,PP-野牛 | 买定离手,38,14.49,18.36,1.27,2024-06-20
PP-野牛,崭新出厂,普通,36316,PP-野牛 | 水纹之印,38,14.47,17.71,1.22,2024-06-20
PP-野牛,久经沙场,普通,36238,PP-野牛 | 化工之绿,13,13.86,15.97,1.15,2024-06-20
PP-野牛,破损不堪,普通,36240,PP-野牛 | 化工之绿,25,13.33,20.03,1.5,2024-06-20
PP-野牛,崭新出厂,普通,36251,PP-野牛 | 核燃料棒,356,13.1,17.27,1.32,2024-06-20
PP-野牛,破损不堪,普通,36249,PP-野牛 | 森林之叶,9,13.07,19.16,1.47,2024-06-20
PP-野牛,崭新出厂,普通,36241,PP-野牛 | 钻蓝半调,53,12.66,15.82,1.25,2024-06-20
PP-野牛,战痕累累,StatTrak™,775978,PP-野牛（StatTrak™） | 路霸,30,12.39,18.94,1.53,2024-06-20
PP-野牛,略有磨损,普通,36318,PP-野牛 | 水纹之印,26,12.11,15.17,1.25,2024-06-20
PP-野牛,战痕累累,普通,36236,PP-野牛 | 化工之绿,9,11.92,16.04,1.35,2024-06-20
PP-野牛,久经沙场,普通,36226,PP-野牛 | 水蓝条纹,53,11.9,16.76,1.41,2024-06-20
PP-野牛,破损不堪,普通,36228,PP-野牛 | 水蓝条纹,7,11.89,15.17,1.28,2024-06-20
PP-野牛,战痕累累,普通,36315,PP-野牛 | 水纹之印,5,11.4,17.93,1.57,2024-06-20
PP-野牛,战痕累累,普通,36260,PP-野牛 | 买定离手,48,11.28,13.86,1.23,2024-06-20
PP-野牛,久经沙场,普通,36317,PP-野牛 | 水纹之印,39,11.23,14.3,1.27,2024-06-20
PP-野牛,久经沙场,StatTrak™,39411,PP-野牛（StatTrak™） | 死亡主宰者,57,10.8,15.24,1.41,2024-06-20
PP-野牛,崭新出厂,纪念品,761353,PP-野牛（纪念品） | 红苹果,599,10.69,13.86,1.3,2024-06-20
PP-野牛,战痕累累,StatTrak™,39409,PP-野牛（StatTrak™） | 死亡主宰者,20,10.69,14.81,1.39,2024-06-20
PP-野牛,破损不堪,普通,36319,PP-野牛 | 水纹之印,11,10.6,16.98,1.6,2024-06-20
PP-野牛,崭新出厂,普通,36230,PP-野牛 | 黄铜,796,10.35,13.35,1.29,2024-06-20
PP-野牛,略有磨损,StatTrak™,39382,PP-野牛（StatTrak™） | 钻蓝半调,108,10.16,13.5,1.33,2024-06-20
PP-野牛,久经沙场,StatTrak™,39386,PP-野牛（StatTrak™） | 核燃料棒,134,9.95,12.92,1.3,2024-06-20
PP-野牛,崭新出厂,普通,871422,PP-野牛 | 战术手电,110,9.89,15.02,1.52,2024-06-20
PP-野牛,战痕累累,普通,36224,PP-野牛 | 水蓝条纹,9,9.85,16.04,1.63,2024-06-20
PP-野牛,久经沙场,普通,775284,PP-野牛 | 路霸,70,9.77,13.43,1.37,2024-06-20
PP-野牛,破损不堪,StatTrak™,39383,PP-野牛（StatTrak™） | 钻蓝半调,12,9.49,12.48,1.32,2024-06-20
PP-野牛,久经沙场,StatTrak™,39381,PP-野牛（StatTrak™） | 钻蓝半调,58,9.49,11.39,1.2,2024-06-20
PP-野牛,崭新出厂,普通,36296,PP-野牛 | 透光区,222,9.32,12.48,1.34,2024-06-20
PP-野牛,破损不堪,普通,775288,PP-野牛 | 路霸,52,9.15,11.39,1.24,2024-06-20
PP-野牛,战痕累累,StatTrak™,39384,PP-野牛（StatTrak™） | 核燃料棒,64,8.76,9.36,1.07,2024-06-20
PP-野牛,破损不堪,StatTrak™,39413,PP-野牛（StatTrak™） | 死亡主宰者,14,8.5,11.97,1.41,2024-06-20
PP-野牛,崭新出厂,普通,36291,PP-野牛 | 死亡主宰者,454,8.39,11.1,1.32,2024-06-20
PP-野牛,久经沙场,StatTrak™,871381,PP-野牛（StatTrak™） | 战术手电,59,8.16,9.8,1.2,2024-06-20
PP-野牛,略有磨损,StatTrak™,39417,PP-野牛（StatTrak™） | 透光区,191,7.99,11.18,1.4,2024-06-20
PP-野牛,破损不堪,StatTrak™,39388,PP-野牛（StatTrak™） | 核燃料棒,37,7.99,9.36,1.17,2024-06-20
PP-野牛,久经沙场,纪念品,37944,PP-野牛（纪念品） | 化工之绿,429,7.94,10.81,1.36,2024-06-20
PP-野牛,略有磨损,纪念品,37949,PP-野牛（纪念品） | 辐照警报,159,7.72,12.7,1.65,2024-06-20
PP-野牛,战痕累累,普通,775225,PP-野牛 | 路霸,84,7.43,10.38,1.4,2024-06-20
PP-野牛,崭新出厂,StatTrak™,781688,PP-野牛（StatTrak™） | 神秘碑文,167,7.38,9.43,1.28,2024-06-20
PP-野牛,崭新出厂,纪念品,761427,PP-野牛（纪念品） | 设施系列·速写图,754,7.3,9.22,1.26,2024-06-20
PP-野牛,破损不堪,纪念品,37946,PP-野牛（纪念品） | 化工之绿,105,7.28,10.52,1.45,2024-06-20
PP-野牛,略有磨损,StatTrak™,886976,PP-野牛（StatTrak™） | 太空猫,540,7.16,9.43,1.32,2024-06-20
PP-野牛,破损不堪,StatTrak™,871773,PP-野牛（StatTrak™） | 战术手电,9,6.97,7.55,1.08,2024-06-20
PP-野牛,略有磨损,普通,871234,PP-野牛 | 战术手电,83,6.93,9.65,1.39,2024-06-20
PP-野牛,略有磨损,普通,36253,PP-野牛 | 核燃料棒,361,6.83,9.72,1.42,2024-06-20
PP-野牛,略有磨损,普通,36243,PP-野牛 | 钻蓝半调,107,6.79,9.36,1.38,2024-06-20
PP-野牛,久经沙场,普通,36242,PP-野牛 | 钻蓝半调,37,6.51,8.13,1.25,2024-06-20
PP-野牛,崭新出厂,普通,886999,PP-野牛 | 太空猫,981,6.49,8.71,1.34,2024-06-20
PP-野牛,破损不堪,普通,36244,PP-野牛 | 钻蓝半调,21,6.48,8.06,1.24,2024-06-20
PP-野牛,略有磨损,普通,36232,PP-野牛 | 黄铜,624,6.48,8.35,1.29,2024-06-20
PP-野牛,崭新出厂,StatTrak™,39405,PP-野牛（StatTrak™） | 丛林滑流,50,6.44,8.35,1.3,2024-06-20
PP-野牛,战痕累累,纪念品,37942,PP-野牛（纪念品） | 化工之绿,114,5.87,7.11,1.21,2024-06-20
PP-野牛,久经沙场,普通,36297,PP-野牛 | 透光区,42,5.79,5.88,1.02,2024-06-20
PP-野牛,略有磨损,普通,36293,PP-野牛 | 死亡主宰者,360,5.09,6.82,1.34,2024-06-20
PP-野牛,破损不堪,普通,835406,PP-野牛 | 夺命撼响,42,4.98,5.01,1.01,2024-06-20
PP-野牛,略有磨损,纪念品,761359,PP-野牛（纪念品） | 红苹果,571,4.68,5.81,1.24,2024-06-20
PP-野牛,战痕累累,普通,36295,PP-野牛 | 透光区,24,4.64,6.02,1.3,2024-06-20
PP-野牛,略有磨损,普通,36298,PP-野牛 | 透光区,267,4.63,5.81,1.25,2024-06-20
PP-野牛,破损不堪,普通,36299,PP-野牛 | 透光区,29,4.5,6.31,1.4,2024-06-20
PP-野牛,略有磨损,纪念品,761470,PP-野牛（纪念品） | 设施系列·速写图,553,4.44,5.08,1.14,2024-06-20
PP-野牛,崭新出厂,普通,871109,PP-野牛 | 安乐蜥,210,4.43,5.59,1.26,2024-06-20
PP-野牛,破损不堪,纪念品,37950,PP-野牛（纪念品） | 辐照警报,41,4.43,7.91,1.79,2024-06-20
PP-野牛,略有磨损,普通,835468,PP-野牛 | 夺命撼响,350,4.36,5.66,1.3,2024-06-20
PP-野牛,久经沙场,普通,871245,PP-野牛 | 战术手电,59,4.22,5.52,1.31,2024-06-20
PP-野牛,战痕累累,StatTrak™,871637,PP-野牛（StatTrak™） | 战术手电,35,4.15,5.59,1.35,2024-06-20
PP-野牛,破损不堪,普通,871679,PP-野牛 | 战术手电,17,4.09,4.35,1.06,2024-06-20
PP-野牛,久经沙场,普通,871093,PP-野牛 | 安乐蜥,133,4.05,5.01,1.24,2024-06-20
PP-野牛,略有磨损,普通,871139,PP-野牛 | 安乐蜥,94,4.04,5.23,1.29,2024-06-20
PP-野牛,战痕累累,普通,871346,PP-野牛 | 安乐蜥,31,4.01,5.15,1.28,2024-06-20
PP-野牛,战痕累累,普通,835401,PP-野牛 | 夺命撼响,13,4.01,5.3,1.32,2024-06-20
PP-野牛,破损不堪,普通,871307,PP-野牛 | 安乐蜥,39,3.99,4.79,1.2,2024-06-20
PP-野牛,久经沙场,StatTrak™,39416,PP-野牛（StatTrak™） | 透光区,171,3.99,5.01,1.26,2024-06-20
PP-野牛,久经沙场,纪念品,761377,PP-野牛（纪念品） | 红苹果,136,3.98,5.37,1.35,2024-06-20
PP-野牛,略有磨损,StatTrak™,39407,PP-野牛（StatTrak™） | 丛林滑流,109,3.94,5.15,1.31,2024-06-20
PP-野牛,略有磨损,纪念品,37964,PP-野牛（纪念品） | 都市虚线,258,3.93,5.15,1.31,2024-06-20
PP-野牛,崭新出厂,StatTrak™,45335,PP-野牛（StatTrak™） | 黑夜暴乱,139,3.92,6.31,1.61,2024-06-20
PP-野牛,久经沙场,普通,835340,PP-野牛 | 夺命撼响,104,3.85,4.64,1.21,2024-06-20
PP-野牛,久经沙场,普通,36252,PP-野牛 | 核燃料棒,295,3.82,5.01,1.31,2024-06-20
PP-野牛,久经沙场,普通,36292,PP-野牛 | 死亡主宰者,205,3.73,5.3,1.42,2024-06-20
PP-野牛,久经沙场,普通,36231,PP-野牛 | 黄铜,606,3.73,5.23,1.4,2024-06-20
PP-野牛,略有磨损,StatTrak™,39392,PP-野牛（StatTrak™） | 收割机,41,3.62,4.5,1.24,2024-06-20
PP-野牛,略有磨损,纪念品,772905,PP-野牛（纪念品） | 碳素纤维,53,3.49,3.92,1.12,2024-06-20
PP-野牛,破损不堪,普通,36294,PP-野牛 | 死亡主宰者,22,3.49,5.01,1.44,2024-06-20
PP-野牛,崭新出厂,纪念品,772902,PP-野牛（纪念品） | 碳素纤维,450,3.43,3.85,1.12,2024-06-20
PP-野牛,战痕累累,普通,36290,PP-野牛 | 死亡主宰者,16,3.38,4.57,1.35,2024-06-20
PP-野牛,略有磨损,普通,886670,PP-野牛 | 太空猫,2054,3.19,4.14,1.3,2024-06-20
PP-野牛,战痕累累,普通,36250,PP-野牛 | 核燃料棒,131,3.18,3.99,1.25,2024-06-20
PP-野牛,战痕累累,StatTrak™,39414,PP-野牛（StatTrak™） | 透光区,48,3.16,4.35,1.38,2024-06-20
PP-野牛,破损不堪,普通,36254,PP-野牛 | 核燃料棒,135,3.05,3.99,1.31,2024-06-20
PP-野牛,战痕累累,普通,871324,PP-野牛 | 战术手电,17,3.01,3.63,1.21,2024-06-20
PP-野牛,破损不堪,纪念品,37965,PP-野牛（纪念品） | 都市虚线,67,2.98,4.64,1.56,2024-06-20
PP-野牛,战痕累累,纪念品,37947,PP-野牛（纪念品） | 辐照警报,78,2.97,3.63,1.22,2024-06-20
PP-野牛,崭新出厂,普通,36256,PP-野牛 | 收割机,35,2.94,4.43,1.51,2024-06-20
PP-野牛,破损不堪,StatTrak™,39418,PP-野牛（StatTrak™） | 透光区,121,2.89,3.85,1.33,2024-06-20
PP-野牛,破损不堪,普通,36233,PP-野牛 | 黄铜,163,2.53,3.34,1.32,2024-06-20
PP-野牛,久经沙场,StatTrak™,886608,PP-野牛（StatTrak™） | 太空猫,998,2.47,3.48,1.41,2024-06-20
PP-野牛,久经沙场,纪念品,37948,PP-野牛（纪念品） | 辐照警报,391,2.46,3.41,1.39,2024-06-20
PP-野牛,战痕累累,StatTrak™,39404,PP-野牛（StatTrak™） | 丛林滑流,8,2.28,2.25,0.99,2024-06-20
PP-野牛,久经沙场,StatTrak™,39406,PP-野牛（StatTrak™） | 丛林滑流,77,2.26,2.69,1.19,2024-06-20
PP-野牛,崭新出厂,普通,36276,PP-野牛 | 丛林滑流,141,2.26,2.98,1.32,2024-06-20
PP-野牛,破损不堪,StatTrak™,886995,PP-野牛（StatTrak™） | 太空猫,54,2.09,2.98,1.43,2024-06-20
PP-野牛,战痕累累,普通,36229,PP-野牛 | 黄铜,192,2.09,2.47,1.18,2024-06-20
PP-野牛,战痕累累,StatTrak™,887046,PP-野牛（StatTrak™） | 太空猫,65,2.01,2.98,1.48,2024-06-20
PP-野牛,破损不堪,StatTrak™,39408,PP-野牛（StatTrak™） | 丛林滑流,15,2,2.54,1.27,2024-06-20
PP-野牛,崭新出厂,纪念品,876941,PP-野牛（纪念品） | 开关箱,260,1.9,2.32,1.22,2024-06-20
PP-野牛,战痕累累,普通,36275,PP-野牛 | 丛林滑流,22,1.5,1.67,1.11,2024-06-20
PP-野牛,略有磨损,普通,36278,PP-野牛 | 丛林滑流,165,1.59,2.1,1.32,2024-06-20
PP-野牛,略有磨损,StatTrak™,45398,PP-野牛（StatTrak™） | 黑夜暴乱,264,1.49,1.96,1.32,2024-06-20
PP-野牛,破损不堪,纪念品,876947,PP-野牛（纪念品） | 开关箱,72,1.46,1.89,1.29,2024-06-20
PP-野牛,破损不堪,普通,887011,PP-野牛 | 太空猫,158,1.45,1.96,1.35,2024-06-20
PP-野牛,久经沙场,纪念品,37963,PP-野牛（纪念品） | 都市虚线,599,1.36,1.67,1.23,2024-06-20
PP-野牛,崭新出厂,普通,781601,PP-野牛 | 神秘碑文,458,1.35,1.81,1.34,2024-06-20
PP-野牛,久经沙场,普通,886666,PP-野牛 | 太空猫,3219,1.33,1.81,1.36,2024-06-20
PP-野牛,久经沙场,StatTrak™,39391,PP-野牛（StatTrak™） | 收割机,30,1.32,1.81,1.37,2024-06-20
PP-野牛,战痕累累,纪念品,37961,PP-野牛（纪念品） | 都市虚线,127,1.25,2.54,2.03,2024-06-20
PP-野牛,略有磨损,StatTrak™,781595,PP-野牛（StatTrak™） | 神秘碑文,750,1.24,1.74,1.4,2024-06-20
PP-野牛,战痕累累,普通,886993,PP-野牛 | 太空猫,204,1.23,1.74,1.41,2024-06-20
PP-野牛,久经沙场,普通,36277,PP-野牛 | 丛林滑流,153,1.19,1.81,1.52,2024-06-20
PP-野牛,破损不堪,普通,36279,PP-野牛 | 丛林滑流,42,1.16,2.03,1.75,2024-06-20
PP-野牛,崭新出厂,普通,45291,PP-野牛 | 黑夜暴乱,283,1.09,1.52,1.39,2024-06-20
PP-野牛,破损不堪,StatTrak™,39393,PP-野牛（StatTrak™） | 收割机,30,1.04,1.81,1.74,2024-06-20
PP-野牛,破损不堪,纪念品,761471,PP-野牛（纪念品） | 设施系列·速写图,98,1.02,0.65,0.64,2024-06-20
PP-野牛,战痕累累,StatTrak™,39389,PP-野牛（StatTrak™） | 收割机,29,1.01,1.45,1.44,2024-06-20
PP-野牛,略有磨损,纪念品,876933,PP-野牛（纪念品） | 开关箱,267,0.96,1.16,1.21,2024-06-20
PP-野牛,久经沙场,纪念品,761430,PP-野牛（纪念品） | 设施系列·速写图,1787,0.87,0.87,1.0,2024-06-20
PP-野牛,战痕累累,StatTrak™,45334,PP-野牛（StatTrak™） | 黑夜暴乱,66,0.87,0.8,0.92,2024-06-20
PP-野牛,久经沙场,普通,36257,PP-野牛 | 收割机,63,0.79,1.31,1.66,2024-06-20
PP-野牛,略有磨损,普通,36258,PP-野牛 | 收割机,53,0.75,1.09,1.45,2024-06-20
PP-野牛,破损不堪,普通,36259,PP-野牛 | 收割机,32,0.68,1.16,1.71,2024-06-20
PP-野牛,战痕累累,普通,36255,PP-野牛 | 收割机,49,0.63,1.02,1.62,2024-06-20
PP-野牛,久经沙场,StatTrak™,781586,PP-野牛（StatTrak™） | 神秘碑文,896,0.57,0.8,1.4,2024-06-20
PP-野牛,崭新出厂,普通,762074,PP-野牛 | 红苹果,4821,0.57,0.8,1.4,2024-06-20
PP-野牛,崭新出厂,普通,36311,PP-野牛 | 都市虚线,112,0.55,0.65,1.18,2024-06-20
PP-野牛,破损不堪,StatTrak™,45511,PP-野牛（StatTrak™） | 黑夜暴乱,24,0.54,0.94,1.74,2024-06-20
PP-野牛,久经沙场,StatTrak™,45336,PP-野牛（StatTrak™） | 黑夜暴乱,443,0.52,0.8,1.54,2024-06-20
PP-野牛,崭新出厂,普通,36286,PP-野牛 | 午夜行动,450,0.52,0.73,1.4,2024-06-20
PP-野牛,战痕累累,StatTrak™,781667,PP-野牛（StatTrak™） | 神秘碑文,171,0.49,0.8,1.63,2024-06-20
PP-野牛,破损不堪,StatTrak™,781654,PP-野牛（StatTrak™） | 神秘碑文,201,0.49,0.73,1.49,2024-06-20
PP-野牛,略有磨损,普通,781587,PP-野牛 | 神秘碑文,896,0.46,0.73,1.59,2024-06-20
PP-野牛,略有磨损,普通,45293,PP-野牛 | 黑夜暴乱,555,0.46,0.73,1.59,2024-06-20
PP-野牛,略有磨损,普通,36288,PP-野牛 | 午夜行动,148,0.45,0.51,1.13,2024-06-20
PP-野牛,略有磨损,普通,762097,PP-野牛 | 红苹果,1666,0.42,0.65,1.55,2024-06-20
PP-野牛,久经沙场,纪念品,876881,PP-野牛（纪念品） | 开关箱,176,0.41,0.65,1.59,2024-06-20
PP-野牛,崭新出厂,普通,36306,PP-野牛 | 沙漠虚线,183,0.4,0.51,1.27,2024-06-20
PP-野牛,战痕累累,纪念品,761526,PP-野牛（纪念品） | 设施系列·速写图,84,0.38,0.51,1.34,2024-06-20
PP-野牛,久经沙场,普通,762077,PP-野牛 | 红苹果,468,0.33,0.58,1.76,2024-06-20
PP-野牛,战痕累累,普通,36285,PP-野牛 | 午夜行动,54,0.28,0.36,1.29,2024-06-20
PP-野牛,久经沙场,普通,36287,PP-野牛 | 午夜行动,390,0.24,0.44,1.83,2024-06-20
PP-野牛,久经沙场,普通,781537,PP-野牛 | 神秘碑文,1648,0.24,0.44,1.83,2024-06-20
PP-野牛,久经沙场,普通,45292,PP-野牛 | 黑夜暴乱,769,0.22,0.51,2.32,2024-06-20
PP-野牛,破损不堪,普通,36289,PP-野牛 | 午夜行动,27,0.21,0.44,2.1,2024-06-20
PP-野牛,破损不堪,普通,45294,PP-野牛 | 黑夜暴乱,83,0.2,0.51,2.55,2024-06-20
PP-野牛,战痕累累,普通,781545,PP-野牛 | 神秘碑文,297,0.19,0.44,2.32,2024-06-20
PP-野牛,崭新出厂,普通,762051,PP-野牛 | 设施系列·速写图,3647,0.19,0.36,1.89,2024-06-20
PP-野牛,战痕累累,普通,45290,PP-野牛 | 黑夜暴乱,194,0.19,0.44,2.32,2024-06-20
PP-野牛,破损不堪,普通,781576,PP-野牛 | 神秘碑文,499,0.17,0.44,2.59,2024-06-20
PP-野牛,崭新出厂,纪念品,876849,PP-野牛（纪念品） | 安乐蜥,3403,0.09,0.22,2.44,2024-06-20
PP-野牛,战痕累累,普通,762148,PP-野牛 | 设施系列·速写图,116,0.08,0.22,2.75,2024-06-20
PP-野牛,略有磨损,普通,762081,PP-野牛 | 设施系列·速写图,1477,0.08,0.22,2.75,2024-06-20
PP-野牛,略有磨损,普通,36313,PP-野牛 | 都市虚线,337,0.07,0.29,4.14,2024-06-20
PP-野牛,久经沙场,普通,762057,PP-野牛 | 设施系列·速写图,3606,0.06,0.22,3.67,2024-06-20
PP-野牛,久经沙场,普通,36312,PP-野牛 | 都市虚线,940,0.06,0.29,4.83,2024-06-20
PP-野牛,破损不堪,普通,36314,PP-野牛 | 都市虚线,92,0.05,0.22,4.4,2024-06-20
PP-野牛,战痕累累,普通,36310,PP-野牛 | 都市虚线,191,0.05,0.22,4.4,2024-06-20
PP-野牛,破损不堪,纪念品,876906,PP-野牛（纪念品） | 安乐蜥,327,0.03,0.22,7.33,2024-06-20
PP-野牛,略有磨损,纪念品,876844,PP-野牛（纪念品） | 安乐蜥,2878,0.03,0.22,7.33,2024-06-20
PP-野牛,破损不堪,普通,762149,PP-野牛 | 设施系列·速写图,196,0.03,0.22,7.33,2024-06-20
PP-野牛,破损不堪,普通,36309,PP-野牛 | 沙漠虚线,184,0.03,0.22,7.33,2024-06-20
PP-野牛,略有磨损,普通,36308,PP-野牛 | 沙漠虚线,562,0.03,0.22,7.33,2024-06-20
PP-野牛,战痕累累,纪念品,876883,PP-野牛（纪念品） | 安乐蜥,269,0.02,0.22,11.0,2024-06-20
PP-野牛,久经沙场,普通,36307,PP-野牛 | 沙漠虚线,1508,0.03,0.22,7.33,2024-06-20
PP-野牛,战痕累累,普通,36305,PP-野牛 | 沙漠虚线,173,0.03,0.22,7.33,2024-06-20
PP-野牛,久经沙场,纪念品,876869,PP-野牛（纪念品） | 安乐蜥,8081,0.02,0.22,11.0,2024-06-20
PP-野牛,崭新出厂,普通,36311,PP-野牛 | 都市虚线,112,0.55,0.65,1.18,2024-06-20
PP-野牛,破损不堪,StatTrak™,45511,PP-野牛（StatTrak™） | 黑夜暴乱,24,0.54,0.94,1.74,2024-06-20
PP-野牛,久经沙场,StatTrak™,45336,PP-野牛（StatTrak™） | 黑夜暴乱,443,0.52,0.8,1.54,2024-06-20
PP-野牛,崭新出厂,普通,36286,PP-野牛 | 午夜行动,450,0.52,0.73,1.4,2024-06-20
PP-野牛,战痕累累,StatTrak™,781667,PP-野牛（StatTrak™） | 神秘碑文,171,0.49,0.8,1.63,2024-06-20
PP-野牛,破损不堪,StatTrak™,781654,PP-野牛（StatTrak™） | 神秘碑文,201,0.49,0.73,1.49,2024-06-20
PP-野牛,略有磨损,普通,781587,PP-野牛 | 神秘碑文,896,0.46,0.73,1.59,2024-06-20
PP-野牛,略有磨损,普通,45293,PP-野牛 | 黑夜暴乱,555,0.46,0.73,1.59,2024-06-20
PP-野牛,略有磨损,普通,36288,PP-野牛 | 午夜行动,148,0.45,0.51,1.13,2024-06-20
PP-野牛,略有磨损,普通,762097,PP-野牛 | 红苹果,1666,0.42,0.65,1.55,2024-06-20
PP-野牛,久经沙场,纪念品,876881,PP-野牛（纪念品） | 开关箱,176,0.41,0.65,1.59,2024-06-20
PP-野牛,崭新出厂,普通,36306,PP-野牛 | 沙漠虚线,183,0.4,0.51,1.27,2024-06-20
PP-野牛,战痕累累,纪念品,761526,PP-野牛（纪念品） | 设施系列·速写图,84,0.38,0.51,1.34,2024-06-20
PP-野牛,久经沙场,普通,762077,PP-野牛 | 红苹果,468,0.33,0.58,1.76,2024-06-20
PP-野牛,战痕累累,普通,36285,PP-野牛 | 午夜行动,54,0.28,0.36,1.29,2024-06-20
PP-野牛,久经沙场,普通,36287,PP-野牛 | 午夜行动,390,0.24,0.44,1.83,2024-06-20
PP-野牛,久经沙场,普通,781537,PP-野牛 | 神秘碑文,1648,0.24,0.44,1.83,2024-06-20
PP-野牛,久经沙场,普通,45292,PP-野牛 | 黑夜暴乱,769,0.22,0.51,2.32,2024-06-20
PP-野牛,破损不堪,普通,36289,PP-野牛 | 午夜行动,27,0.21,0.44,2.1,2024-06-20
PP-野牛,破损不堪,普通,45294,PP-野牛 | 黑夜暴乱,83,0.2,0.51,2.55,2024-06-20
PP-野牛,战痕累累,普通,781545,PP-野牛 | 神秘碑文,297,0.19,0.44,2.32,2024-06-20
PP-野牛,崭新出厂,普通,762051,PP-野牛 | 设施系列·速写图,3647,0.19,0.36,1.89,2024-06-20
PP-野牛,战痕累累,普通,45290,PP-野牛 | 黑夜暴乱,194,0.19,0.44,2.32,2024-06-20
PP-野牛,破损不堪,普通,781576,PP-野牛 | 神秘碑文,499,0.17,0.44,2.59,2024-06-20
PP-野牛,崭新出厂,纪念品,876849,PP-野牛（纪念品） | 安乐蜥,3403,0.09,0.22,2.44,2024-06-20
PP-野牛,战痕累累,普通,762148,PP-野牛 | 设施系列·速写图,116,0.08,0.22,2.75,2024-06-20
PP-野牛,略有磨损,普通,762081,PP-野牛 | 设施系列·速写图,1477,0.08,0.22,2.75,2024-06-20
PP-野牛,略有磨损,普通,36313,PP-野牛 | 都市虚线,337,0.07,0.29,4.14,2024-06-20
PP-野牛,久经沙场,普通,762057,PP-野牛 | 设施系列·速写图,3606,0.06,0.22,3.67,2024-06-20
PP-野牛,久经沙场,普通,36312,PP-野牛 | 都市虚线,940,0.06,0.29,4.83,2024-06-20
PP-野牛,破损不堪,普通,36314,PP-野牛 | 都市虚线,92,0.05,0.22,4.4,2024-06-20
PP-野牛,战痕累累,普通,36310,PP-野牛 | 都市虚线,191,0.05,0.22,4.4,2024-06-20
PP-野牛,破损不堪,纪念品,876906,PP-野牛（纪念品） | 安乐蜥,327,0.03,0.22,7.33,2024-06-20
PP-野牛,略有磨损,纪念品,876844,PP-野牛（纪念品） | 安乐蜥,2878,0.03,0.22,7.33,2024-06-20
PP-野牛,破损不堪,普通,762149,PP-野牛 | 设施系列·速写图,196,0.03,0.22,7.33,2024-06-20
PP-野牛,破损不堪,普通,36309,PP-野牛 | 沙漠虚线,184,0.03,0.22,7.33,2024-06-20
PP-野牛,略有磨损,普通,36308,PP-野牛 | 沙漠虚线,562,0.03,0.22,7.33,2024-06-20
PP-野牛,战痕累累,纪念品,876883,PP-野牛（纪念品） | 安乐蜥,269,0.02,0.22,11.0,2024-06-20
PP-野牛,久经沙场,普通,36307,PP-野牛 | 沙漠虚线,1508,0.03,0.22,7.33,2024-06-20
PP-野牛,战痕累累,普通,36305,PP-野牛 | 沙漠虚线,173,0.03,0.22,7.33,2024-06-20
PP-野牛,久经沙场,纪念品,876869,PP-野牛（纪念品） | 安乐蜥,8081,0.02,0.22,11.0,2024-06-20
PP-野牛,崭新出厂,普通,36311,PP-野牛 | 都市虚线,112,0.55,0.65,1.18,2024-06-20
PP-野牛,破损不堪,StatTrak™,45511,PP-野牛（StatTrak™） | 黑夜暴乱,24,0.54,0.94,1.74,2024-06-20
PP-野牛,久经沙场,StatTrak™,45336,PP-野牛（StatTrak™） | 黑夜暴乱,443,0.52,0.8,1.54,2024-06-20
PP-野牛,崭新出厂,普通,36286,PP-野牛 | 午夜行动,450,0.52,0.73,1.4,2024-06-20
PP-野牛,战痕累累,StatTrak™,781667,PP-野牛（StatTrak™） | 神秘碑文,171,0.49,0.8,1.63,2024-06-20
PP-野牛,破损不堪,StatTrak™,781654,PP-野牛（StatTrak™） | 神秘碑文,201,0.49,0.73,1.49,2024-06-20
PP-野牛,略有磨损,普通,781587,PP-野牛 | 神秘碑文,896,0.46,0.73,1.59,2024-06-20
PP-野牛,略有磨损,普通,45293,PP-野牛 | 黑夜暴乱,555,0.46,0.73,1.59,2024-06-20
PP-野牛,略有磨损,普通,36288,PP-野牛 | 午夜行动,148,0.45,0.51,1.13,2024-06-20
PP-野牛,略有磨损,普通,762097,PP-野牛 | 红苹果,1666,0.42,0.65,1.55,2024-06-20
PP-野牛,久经沙场,纪念品,876881,PP-野牛（纪念品） | 开关箱,176,0.41,0.65,1.59,2024-06-20
PP-野牛,崭新出厂,普通,36306,PP-野牛 | 沙漠虚线,183,0.4,0.51,1.27,2024-06-20
PP-野牛,战痕累累,纪念品,761526,PP-野牛（纪念品） | 设施系列·速写图,84,0.38,0.51,1.34,2024-06-20
PP-野牛,久经沙场,普通,762077,PP-野牛 | 红苹果,468,0.33,0.58,1.76,2024-06-20
