P90,崭新出厂,StatTrak™,39339,P90（StatTrak™） | 翡翠之龙,9,6999.5,6629.51,0.95,2024-06-17
P90,略有磨损,StatTrak™,769182,P90（StatTrak™） | 异星世界,133,7.89,10.67,1.35,2024-06-20
P90,崭新出厂,普通,921481,P90 | 元女王,1125,7.85,10.81,1.38,2024-06-20
P90,久经沙场,StatTrak™,39316,P90（StatTrak™） | 夺命器,254,7.73,10.89,1.41,2024-06-20
P90,战痕累累,StatTrak™,39314,P90（StatTrak™） | 夺命器,24,7.54,11.39,1.51,2024-06-20
P90,崭新出厂,普通,759270,P90 | 牵引力,90,7.25,9.36,1.29,2024-06-20
P90,破损不堪,普通,36194,P90 | 精雕木刻,96,7.23,9.72,1.34,2024-06-20
P90,战痕累累,普通,36185,P90 | 浅坟,61,7.17,10.38,1.45,2024-06-20
P90,破损不堪,纪念品,761560,P90（纪念品） | 设施系列·底片图,26,6.98,11.47,1.64,2024-06-20
P90,崭新出厂,普通,835579,P90 | 大怪兽 RUSH,482,6.78,8.85,1.31,2024-06-20
P90,战痕累累,普通,36190,P90 | 精雕木刻,121,6.74,9.22,1.37,2024-06-20
P90,破损不堪,普通,835681,P90 | 大怪兽 RUSH,6,6.15,8.64,1.4,2024-06-20
P90,破损不堪,StatTrak™,921560,P90（StatTrak™） | 元女王,58,5.76,8.35,1.45,2024-06-20
P90,崭新出厂,普通,871193,P90 | 沙漠 DDPAT,224,5.74,7.26,1.26,2024-06-20
P90,战痕累累,普通,835617,P90 | 大怪兽 RUSH,10,5.74,7.04,1.23,2024-06-20
P90,久经沙场,普通,835381,P90 | 大怪兽 RUSH,145,5.47,7.77,1.42,2024-06-20
P90,略有磨损,普通,835403,P90 | 大怪兽 RUSH,239,5.46,7.48,1.37,2024-06-20
P90,战痕累累,普通,871336,P90 | 沙漠 DDPAT,20,5.38,6.02,1.12,2024-06-20
P90,崭新出厂,普通,36143,P90 | 精英之作,306,5.32,7.69,1.45,2024-06-20
P90,略有磨损,普通,36126,P90 | 夺命器,303,5.32,7.11,1.34,2024-06-20
P90,略有磨损,普通,871087,P90 | 沙漠 DDPAT,148,5.29,6.68,1.26,2024-06-20
P90,破损不堪,普通,871297,P90 | 沙漠 DDPAT,21,5.22,6.39,1.22,2024-06-20
P90,久经沙场,普通,871066,P90 | 沙漠 DDPAT,147,5.14,6.39,1.24,2024-06-20
P90,略有磨损,普通,900491,P90 | 给爷冲,996,4.99,6.97,1.4,2024-06-20
P90,久经沙场,StatTrak™,900533,P90（StatTrak™） | 给爷冲,321,4.94,7.11,1.44,2024-06-20
P90,破损不堪,StatTrak™,900660,P90（StatTrak™） | 给爷冲,23,4.9,6.68,1.36,2024-06-20
P90,崭新出厂,普通,835535,P90 | 古老星球,76,4.84,6.68,1.38,2024-06-20
P90,战痕累累,普通,835739,P90 | 古老星球,19,4.73,5.52,1.17,2024-06-20
P90,破损不堪,普通,835437,P90 | 古老星球,18,4.65,5.23,1.12,2024-06-20
P90,略有磨损,StatTrak™,759310,P90（StatTrak™） | 牵引力,130,4.61,6.46,1.4,2024-06-20
P90,崭新出厂,StatTrak™,781623,P90（StatTrak™） | 集装箱,138,4.38,6.46,1.47,2024-06-20
P90,久经沙场,纪念品,37909,P90（纪念品） | 白蜡木,169,4.27,6.39,1.5,2024-06-20
P90,略有磨损,普通,835628,P90 | 古老星球,46,4.25,5.37,1.26,2024-06-20
P90,久经沙场,普通,835543,P90 | 古老星球,81,4.19,5.15,1.23,2024-06-20
P90,久经沙场,纪念品,37929,P90（纪念品） | 暴风呼啸,641,4.18,6.39,1.53,2024-06-20
P90,略有磨损,StatTrak™,39336,P90（StatTrak™） | 精英之作,433,4.13,5.95,1.44,2024-06-20
P90,战痕累累,StatTrak™,900499,P90（StatTrak™） | 给爷冲,107,4.1,6.24,1.52,2024-06-20
P90,战痕累累,StatTrak™,835767,P90（StatTrak™） | 大怪兽 RUSH,17,3.94,3.99,1.01,2024-06-20
P90,战痕累累,纪念品,37927,P90（纪念品） | 暴风呼啸,128,3.89,5.37,1.38,2024-06-20
P90,略有磨损,普通,921416,P90 | 元女王,1353,3.89,5.52,1.42,2024-06-20
P90,破损不堪,StatTrak™,39347,P90（StatTrak™） | 冷血无情,29,3.86,6.1,1.58,2024-06-20
P90,久经沙场,StatTrak™,835537,P90（StatTrak™） | 大怪兽 RUSH,177,3.65,4.72,1.29,2024-06-20
P90,久经沙场,StatTrak™,921490,P90（StatTrak™） | 元女王,765,3.63,5.15,1.42,2024-06-20
P90,久经沙场,纪念品,876978,P90（纪念品） | 解视图,89,3.6,4.14,1.15,2024-06-20
P90,略有磨损,纪念品,761543,P90（纪念品） | 设施系列·底片图,100,3.49,5.95,1.7,2024-06-20
P90,破损不堪,StatTrak™,835655,P90（StatTrak™） | 大怪兽 RUSH,12,3.46,3.77,1.09,2024-06-20
P90,略有磨损,StatTrak™,39346,P90（StatTrak™） | 冷血无情,653,3.37,4.21,1.25,2024-06-20
P90,崭新出厂,普通,36201,P90 | 摧枯拉朽,295,3.35,4.5,1.34,2024-06-20
P90,崭新出厂,普通,769168,P90 | 异星世界,163,3.14,4.14,1.32,2024-06-20
P90,崭新出厂,普通,36163,P90 | 冷血无情,592,3.02,4.35,1.44,2024-06-20
P90,崭新出厂,普通,762179,P90 | 设施系列·底片图,592,2.98,3.99,1.34,2024-06-20
P90,破损不堪,普通,36127,P90 | 夺命器,17,2.98,4.43,1.49,2024-06-20
P90,久经沙场,普通,36125,P90 | 夺命器,523,2.93,4.14,1.41,2024-06-20
P90,破损不堪,普通,900609,P90 | 给爷冲,135,2.8,3.34,1.19,2024-06-20
P90,破损不堪,StatTrak™,769491,P90（StatTrak™） | 异星世界,22,2.74,3.12,1.14,2024-06-20
P90,久经沙场,普通,900532,P90 | 给爷冲,1818,2.71,3.7,1.37,2024-06-20
P90,战痕累累,普通,36123,P90 | 夺命器,73,2.61,3.85,1.48,2024-06-20
P90,略有磨损,纪念品,37920,P90（纪念品） | 沙漠涂装,178,2.46,2.83,1.15,2024-06-20
P90,略有磨损,纪念品,37925,P90（纪念品） | 枯焦之色,286,2.45,3.34,1.36,2024-06-20
P90,破损不堪,纪念品,37921,P90（纪念品） | 沙漠涂装,66,2.4,3.34,1.39,2024-06-20
P90,战痕累累,普通,921443,P90 | 元女王,1246,2.24,2.9,1.29,2024-06-20
P90,战痕累累,StatTrak™,769432,P90（StatTrak™） | 异星世界,61,2.21,1.96,0.89,2024-06-20
P90,久经沙场,StatTrak™,39335,P90（StatTrak™） | 精英之作,336,2.09,2.61,1.25,2024-06-20
P90,略有磨损,普通,36203,P90 | 摧枯拉朽,416,2.07,2.69,1.3,2024-06-20
P90,略有磨损,普通,762147,P90 | 设施系列·底片图,481,2.02,2.76,1.37,2024-06-20
P90,战痕累累,普通,900599,P90 | 给爷冲,350,2,2.69,1.34,2024-06-20
P90,久经沙场,StatTrak™,759199,P90（StatTrak™） | 牵引力,199,2,2.69,1.34,2024-06-20
P90,久经沙场,StatTrak™,769433,P90（StatTrak™） | 异星世界,171,1.97,2.47,1.25,2024-06-20
P90,久经沙场,纪念品,761469,P90（纪念品） | 设施系列·底片图,119,1.95,2.76,1.42,2024-06-20
P90,破损不堪,纪念品,37926,P90（纪念品） | 枯焦之色,112,1.83,2.1,1.15,2024-06-20
P90,略有磨损,普通,769151,P90 | 异星世界,212,1.79,2.47,1.38,2024-06-20
P90,久经沙场,普通,921493,P90 | 元女王,2942,1.79,2.47,1.38,2024-06-20
P90,破损不堪,普通,921476,P90 | 元女王,340,1.71,2.32,1.36,2024-06-20
P90,略有磨损,普通,759192,P90 | 牵引力,315,1.57,2.1,1.34,2024-06-20
P90,战痕累累,纪念品,37922,P90（纪念品） | 枯焦之色,168,1.49,1.45,0.97,2024-06-20
P90,破损不堪,普通,36204,P90 | 摧枯拉朽,45,1.45,1.67,1.15,2024-06-20
P90,战痕累累,普通,36200,P90 | 摧枯拉朽,115,1.43,1.38,0.97,2024-06-20
P90,破损不堪,StatTrak™,759311,P90（StatTrak™） | 牵引力,104,1.41,1.96,1.39,2024-06-20
P90,久经沙场,普通,36202,P90 | 摧枯拉朽,275,1.41,1.89,1.34,2024-06-20
P90,破损不堪,StatTrak™,39337,P90（StatTrak™） | 精英之作,164,1.37,1.45,1.06,2024-06-20
P90,略有磨损,普通,36145,P90 | 精英之作,613,1.37,1.81,1.32,2024-06-20
P90,久经沙场,普通,36144,P90 | 精英之作,237,1.28,1.81,1.41,2024-06-20
P90,略有磨损,StatTrak™,781685,P90（StatTrak™） | 集装箱,394,1.27,1.81,1.43,2024-06-20
P90,战痕累累,StatTrak™,39333,P90（StatTrak™） | 精英之作,126,1.29,1.81,1.4,2024-06-20
P90,久经沙场,普通,759216,P90 | 牵引力,181,1.24,1.81,1.46,2024-06-20
P90,战痕累累,StatTrak™,759309,P90（StatTrak™） | 牵引力,62,1.19,1.81,1.52,2024-06-20
P90,破损不堪,普通,36146,P90 | 精英之作,54,1.18,1.31,1.11,2024-06-20
P90,战痕累累,普通,36142,P90 | 精英之作,73,1.18,1.31,1.11,2024-06-20
P90,战痕累累,StatTrak™,39343,P90（StatTrak™） | 冷血无情,72,1.13,1.02,0.9,2024-06-20
P90,崭新出厂,普通,781588,P90 | 集装箱,213,1.1,1.67,1.52,2024-06-20
P90,久经沙场,StatTrak™,39345,P90（StatTrak™） | 冷血无情,548,1.01,1.23,1.22,2024-06-20
P90,破损不堪,普通,759223,P90 | 牵引力,30,0.96,1.38,1.44,2024-06-20
P90,久经沙场,普通,762215,P90 | 设施系列·底片图,406,0.94,1.31,1.39,2024-06-20
P90,战痕累累,普通,759229,P90 | 牵引力,45,0.93,1.23,1.32,2024-06-20
P90,崭新出厂,普通,36109,P90 | 白蜡木,474,0.88,1.16,1.32,2024-06-20
P90,破损不堪,普通,769233,P90 | 异星世界,12,0.87,1.31,1.51,2024-06-20
P90,破损不堪,普通,762182,P90 | 设施系列·底片图,60,0.85,0.87,1.02,2024-06-20
P90,战痕累累,纪念品,37917,P90（纪念品） | 沙漠涂装,104,0.85,1.45,1.71,2024-06-20
P90,战痕累累,普通,769226,P90 | 异星世界,99,0.83,0.87,1.05,2024-06-20
P90,战痕累累,普通,762214,P90 | 设施系列·底片图,87,0.8,0.8,1.0,2024-06-20
P90,略有磨损,普通,36165,P90 | 冷血无情,1316,0.79,1.09,1.38,2024-06-20
P90,久经沙场,纪念品,37924,P90（纪念品） | 枯焦之色,796,0.74,1.16,1.57,2024-06-20
P90,久经沙场,普通,769146,P90 | 异星世界,364,0.69,1.02,1.48,2024-06-20
P90,略有磨损,普通,36111,P90 | 白蜡木,736,0.69,0.94,1.36,2024-06-20
P90,久经沙场,普通,36110,P90 | 白蜡木,553,0.63,0.73,1.16,2024-06-20
P90,破损不堪,StatTrak™,781662,P90（StatTrak™） | 集装箱,97,0.57,0.73,1.28,2024-06-20
P90,久经沙场,纪念品,37919,P90（纪念品） | 沙漠涂装,457,0.57,0.8,1.4,2024-06-20
P90,破损不堪,普通,36112,P90 | 白蜡木,53,0.57,0.73,1.28,2024-06-20
P90,久经沙场,StatTrak™,781679,P90（StatTrak™） | 集装箱,502,0.56,0.87,1.55,2024-06-20
P90,破损不堪,普通,36166,P90 | 冷血无情,33,0.53,0.87,1.64,2024-06-20
P90,战痕累累,StatTrak™,781668,P90（StatTrak™） | 集装箱,135,0.49,0.8,1.63,2024-06-20
P90,久经沙场,普通,36164,P90 | 冷血无情,941,0.49,0.8,1.63,2024-06-20
P90,略有磨损,普通,781561,P90 | 集装箱,910,0.46,0.73,1.59,2024-06-20
P90,战痕累累,普通,36162,P90 | 冷血无情,111,0.41,0.58,1.41,2024-06-20
P90,崭新出厂,普通,36176,P90 | 沙漠涂装,140,0.4,0.58,1.45,2024-06-20
P90,崭新出厂,纪念品,876863,P90（纪念品） | 碧绿升藤,842,0.26,0.44,1.69,2024-06-20
P90,久经沙场,普通,781538,P90 | 集装箱,779,0.24,0.51,2.12,2024-06-20
P90,破损不堪,普通,781562,P90 | 集装箱,303,0.19,0.44,2.32,2024-06-20
P90,战痕累累,普通,781585,P90 | 集装箱,309,0.17,0.44,2.59,2024-06-20
P90,崭新出厂,纪念品,877014,P90（纪念品） | 古老星球,629,0.14,0.36,2.57,2024-06-20
P90,战痕累累,纪念品,876940,P90（纪念品） | 碧绿升藤,26,0.14,0.36,2.57,2024-06-20
P90,战痕累累,纪念品,877187,P90（纪念品） | 沙漠 DDPAT,36,0.09,0.22,2.44,2024-06-20
P90,破损不堪,纪念品,876942,P90（纪念品） | 碧绿升藤,83,0.09,0.29,3.22,2024-06-20
P90,略有磨损,纪念品,876886,P90（纪念品） | 碧绿升藤,564,0.09,0.29,3.22,2024-06-20
P90,崭新出厂,纪念品,877127,P90（纪念品） | 沙漠 DDPAT,1042,0.09,0.29,3.22,2024-06-20
P90,破损不堪,纪念品,877032,P90（纪念品） | 古老星球,63,0.07,0.29,4.14,2024-06-20
P90,略有磨损,纪念品,877023,P90（纪念品） | 古老星球,374,0.06,0.29,4.83,2024-06-20
P90,战痕累累,纪念品,877012,P90（纪念品） | 古老星球,78,0.06,0.29,4.83,2024-06-20
P90,略有磨损,纪念品,877136,P90（纪念品） | 沙漠 DDPAT,932,0.05,0.22,4.4,2024-06-20
P90,久经沙场,纪念品,876889,P90（纪念品） | 碧绿升藤,1722,0.05,0.29,5.8,2024-06-20
P90,略有磨损,普通,36178,P90 | 沙漠涂装,457,0.05,0.22,4.4,2024-06-20
P90,破损不堪,纪念品,877179,P90（纪念品） | 沙漠 DDPAT,90,0.04,0.29,7.25,2024-06-20
P90,久经沙场,纪念品,877132,P90（纪念品） | 沙漠 DDPAT,3264,0.03,0.22,7.33,2024-06-20
P90,久经沙场,纪念品,877020,P90（纪念品） | 古老星球,1471,0.03,0.22,7.33,2024-06-20
P90,久经沙场,普通,36177,P90 | 沙漠涂装,2013,0.03,0.22,7.33,2024-06-20
P90,破损不堪,普通,36179,P90 | 沙漠涂装,104,0.03,0.22,7.33,2024-06-20
P90,战痕累累,普通,36175,P90 | 沙漠涂装,209,0.03,0.22,7.33,2024-06-20
P90,略有磨损,普通,36111,P90 | 白蜡木,736,0.69,0.87,1.26,2024-06-20
P90,久经沙场,普通,36110,P90 | 白蜡木,553,0.63,0.73,1.16,2024-06-20
P90,破损不堪,StatTrak™,781662,P90（StatTrak™） | 集装箱,97,0.57,0.73,1.28,2024-06-20
P90,久经沙场,纪念品,37919,P90（纪念品） | 沙漠涂装,457,0.57,0.8,1.4,2024-06-20
P90,破损不堪,普通,36112,P90 | 白蜡木,53,0.57,0.73,1.28,2024-06-20
P90,久经沙场,StatTrak™,781679,P90（StatTrak™） | 集装箱,502,0.56,0.87,1.55,2024-06-20
P90,破损不堪,普通,36166,P90 | 冷血无情,33,0.53,0.87,1.64,2024-06-20
P90,战痕累累,StatTrak™,781668,P90（StatTrak™） | 集装箱,135,0.49,0.8,1.63,2024-06-20
P90,久经沙场,普通,36164,P90 | 冷血无情,941,0.49,0.8,1.63,2024-06-20
P90,略有磨损,普通,781561,P90 | 集装箱,910,0.46,0.73,1.59,2024-06-20
P90,战痕累累,普通,36162,P90 | 冷血无情,111,0.41,0.58,1.41,2024-06-20
P90,崭新出厂,普通,36176,P90 | 沙漠涂装,140,0.4,0.58,1.45,2024-06-20
P90,崭新出厂,纪念品,876863,P90（纪念品） | 碧绿升藤,842,0.26,0.44,1.69,2024-06-20
P90,久经沙场,普通,781538,P90 | 集装箱,779,0.24,0.51,2.12,2024-06-20
P90,破损不堪,普通,781562,P90 | 集装箱,303,0.19,0.44,2.32,2024-06-20
P90,战痕累累,普通,781585,P90 | 集装箱,309,0.17,0.44,2.59,2024-06-20
P90,崭新出厂,纪念品,877014,P90（纪念品） | 古老星球,629,0.14,0.36,2.57,2024-06-20
P90,战痕累累,纪念品,876940,P90（纪念品） | 碧绿升藤,26,0.14,0.36,2.57,2024-06-20
P90,战痕累累,纪念品,877187,P90（纪念品） | 沙漠 DDPAT,36,0.09,0.22,2.44,2024-06-20
P90,破损不堪,纪念品,876942,P90（纪念品） | 碧绿升藤,83,0.09,0.29,3.22,2024-06-20
P90,略有磨损,纪念品,876886,P90（纪念品） | 碧绿升藤,564,0.09,0.29,3.22,2024-06-20
P90,崭新出厂,纪念品,877127,P90（纪念品） | 沙漠 DDPAT,1042,0.09,0.29,3.22,2024-06-20
P90,破损不堪,纪念品,877032,P90（纪念品） | 古老星球,63,0.07,0.29,4.14,2024-06-20
P90,略有磨损,纪念品,877023,P90（纪念品） | 古老星球,374,0.06,0.29,4.83,2024-06-20
P90,战痕累累,纪念品,877012,P90（纪念品） | 古老星球,78,0.06,0.29,4.83,2024-06-20
P90,略有磨损,纪念品,877136,P90（纪念品） | 沙漠 DDPAT,932,0.05,0.22,4.4,2024-06-20
P90,久经沙场,纪念品,876889,P90（纪念品） | 碧绿升藤,1722,0.05,0.29,5.8,2024-06-20
P90,略有磨损,普通,36178,P90 | 沙漠涂装,457,0.05,0.22,4.4,2024-06-20
P90,破损不堪,纪念品,877179,P90（纪念品） | 沙漠 DDPAT,90,0.04,0.29,7.25,2024-06-20
P90,久经沙场,纪念品,877132,P90（纪念品） | 沙漠 DDPAT,3264,0.03,0.22,7.33,2024-06-20
P90,久经沙场,纪念品,877020,P90（纪念品） | 古老星球,1471,0.03,0.22,7.33,2024-06-20
P90,久经沙场,普通,36177,P90 | 沙漠涂装,2013,0.03,0.22,7.33,2024-06-20
P90,破损不堪,普通,36179,P90 | 沙漠涂装,104,0.03,0.22,7.33,2024-06-20
P90,战痕累累,普通,36175,P90 | 沙漠涂装,209,0.03,0.22,7.33,2024-06-20
