MP9,崭新出厂,普通,776185,MP9 | 野百合,42,16499.5,15810.02,0.96,2024-06-17
MP9,战痕累累,StatTrak™,39049,MP9（StatTrak™） | 生化泄漏,34,1.34,2.03,1.51,2024-06-20
MP9,崭新出厂,普通,35692,MP9 | 砂垢,212,1.33,1.96,1.47,2024-06-20
MP9,崭新出厂,普通,45272,MP9 | 黑砂,176,1.28,1.74,1.36,2024-06-20
MP9,久经沙场,普通,759221,MP9 | 毛细血管,117,1.27,1.67,1.31,2024-06-20
MP9,略有磨损,普通,35633,MP9 | 生化泄漏,412,1.11,1.31,1.18,2024-06-20
MP9,战痕累累,纪念品,37822,MP9（纪念品） | 暴风呼啸,340,1.08,0.87,0.81,2024-06-20
MP9,战痕累累,普通,759265,MP9 | 毛细血管,30,1.05,1.02,0.97,2024-06-20
MP9,破损不堪,纪念品,876973,MP9（纪念品） | 八音盒,25,0.94,1.67,1.78,2024-06-20
MP9,久经沙场,StatTrak™,763251,MP9（StatTrak™） | 中度威胁,336,0.91,1.23,1.35,2024-06-20
MP9,久经沙场,纪念品,37814,MP9（纪念品） | 沙漠虚线,471,0.81,1.09,1.35,2024-06-20
MP9,略有磨损,纪念品,877189,MP9（纪念品） | 残花败藤,332,0.8,1.09,1.36,2024-06-20
MP9,破损不堪,纪念品,877196,MP9（纪念品） | 残花败藤,51,0.78,0.87,1.12,2024-06-20
MP9,久经沙场,StatTrak™,921535,MP9（StatTrak™） | 羽量级,286,0.78,1.09,1.4,2024-06-20
MP9,略有磨损,普通,763300,MP9 | 中度威胁,357,0.74,0.94,1.27,2024-06-20
MP9,略有磨损,普通,33845,MP9 | 砂垢,106,0.71,1.16,1.63,2024-06-20
MP9,战痕累累,纪念品,876943,MP9（纪念品） | 八音盒,59,0.69,0.73,1.06,2024-06-20
MP9,战痕累累,StatTrak™,763347,MP9（StatTrak™） | 中度威胁,85,0.69,1.09,1.58,2024-06-20
MP9,破损不堪,StatTrak™,921541,MP9（StatTrak™） | 羽量级,157,0.62,0.87,1.4,2024-06-20
MP9,略有磨损,纪念品,761355,MP9（纪念品） | 滑移,424,0.57,0.8,1.4,2024-06-20
MP9,战痕累累,StatTrak™,921453,MP9（StatTrak™） | 羽量级,109,0.57,0.8,1.4,2024-06-20
MP9,略有磨损,普通,921428,MP9 | 羽量级,774,0.57,0.8,1.4,2024-06-20
MP9,久经沙场,StatTrak™,45396,MP9（StatTrak™） | 黑砂,309,0.55,0.87,1.58,2024-06-20
MP9,战痕累累,纪念品,877210,MP9（纪念品） | 残花败藤,46,0.53,1.31,2.47,2024-06-20
MP9,久经沙场,纪念品,876878,MP9（纪念品） | 八音盒,406,0.52,0.73,1.4,2024-06-20
MP9,久经沙场,普通,35693,MP9 | 砂垢,154,0.52,0.94,1.81,2024-06-20
MP9,崭新出厂,普通,35688,MP9 | 沙漠虚线,93,0.51,0.58,1.14,2024-06-20
MP9,战痕累累,StatTrak™,45319,MP9（StatTrak™） | 黑砂,104,0.5,0.8,1.6,2024-06-20
MP9,破损不堪,StatTrak™,45321,MP9（StatTrak™） | 黑砂,105,0.49,0.8,1.63,2024-06-20
MP9,久经沙场,普通,35632,MP9 | 生化泄漏,516,0.48,0.8,1.67,2024-06-20
MP9,破损不堪,普通,35634,MP9 | 生化泄漏,21,0.46,0.73,1.59,2024-06-20
MP9,久经沙场,纪念品,877122,MP9（纪念品） | 残花败藤,635,0.45,0.58,1.29,2024-06-20
MP9,略有磨损,普通,45274,MP9 | 黑砂,578,0.45,0.73,1.62,2024-06-20
MP9,久经沙场,普通,763274,MP9 | 中度威胁,413,0.44,0.73,1.66,2024-06-20
MP9,略有磨损,普通,35674,MP9 | 橘皮涂装,298,0.43,0.58,1.35,2024-06-20
MP9,崭新出厂,普通,762173,MP9 | 滑移,203,0.39,0.58,1.49,2024-06-20
MP9,破损不堪,普通,35694,MP9 | 砂垢,39,0.38,0.94,2.47,2024-06-20
MP9,战痕累累,普通,35631,MP9 | 生化泄漏,45,0.38,0.58,1.53,2024-06-20
MP9,破损不堪,普通,763328,MP9 | 中度威胁,24,0.37,0.65,1.76,2024-06-20
MP9,战痕累累,普通,35671,MP9 | 橘皮涂装,85,0.31,0.44,1.42,2024-06-20
MP9,久经沙场,普通,35673,MP9 | 橘皮涂装,404,0.3,0.51,1.7,2024-06-20
MP9,战痕累累,普通,763305,MP9 | 中度威胁,75,0.29,0.51,1.76,2024-06-20
MP9,破损不堪,普通,35675,MP9 | 橘皮涂装,47,0.29,0.51,1.76,2024-06-20
MP9,久经沙场,普通,45273,MP9 | 黑砂,579,0.28,0.58,2.07,2024-06-20
MP9,破损不堪,纪念品,761352,MP9（纪念品） | 滑移,165,0.25,0.51,2.04,2024-06-20
MP9,久经沙场,普通,921420,MP9 | 羽量级,1059,0.25,0.51,2.04,2024-06-20
MP9,破损不堪,普通,45275,MP9 | 黑砂,226,0.19,0.44,2.32,2024-06-20
MP9,破损不堪,普通,921419,MP9 | 羽量级,537,0.19,0.44,2.32,2024-06-20
MP9,战痕累累,普通,45271,MP9 | 黑砂,230,0.18,0.44,2.44,2024-06-20
MP9,战痕累累,普通,921438,MP9 | 羽量级,348,0.17,0.44,2.59,2024-06-20
MP9,久经沙场,纪念品,761328,MP9（纪念品） | 滑移,1207,0.17,0.36,2.12,2024-06-20
MP9,战痕累累,纪念品,761338,MP9（纪念品） | 滑移,220,0.14,0.44,3.14,2024-06-20
MP9,略有磨损,普通,762100,MP9 | 滑移,758,0.08,0.22,2.75,2024-06-20
MP9,略有磨损,普通,35690,MP9 | 沙漠虚线,271,0.06,0.22,3.67,2024-06-20
MP9,久经沙场,普通,35689,MP9 | 沙漠虚线,718,0.09,0.22,2.44,2024-06-20
MP9,久经沙场,普通,762070,MP9 | 滑移,978,0.05,0.22,4.4,2024-06-20
MP9,破损不堪,普通,762103,MP9 | 滑移,145,0.03,0.22,7.33,2024-06-20
MP9,战痕累累,普通,762053,MP9 | 滑移,182,0.04,0.22,5.5,2024-06-20
MP9,破损不堪,普通,35691,MP9 | 沙漠虚线,84,0.03,0.22,7.33,2024-06-20
MP9,战痕累累,普通,35687,MP9 | 沙漠虚线,160,0.03,0.22,7.33,2024-06-20
MP9,战痕累累,普通,35671,MP9 | 橘皮涂装,85,0.31,0.44,1.42,2024-06-20
MP9,久经沙场,普通,35673,MP9 | 橘皮涂装,404,0.3,0.51,1.7,2024-06-20
MP9,战痕累累,普通,763305,MP9 | 中度威胁,75,0.29,0.51,1.76,2024-06-20
MP9,破损不堪,普通,35675,MP9 | 橘皮涂装,47,0.29,0.51,1.76,2024-06-20
MP9,久经沙场,普通,45273,MP9 | 黑砂,579,0.28,0.58,2.07,2024-06-20
MP9,破损不堪,纪念品,761352,MP9（纪念品） | 滑移,165,0.25,0.51,2.04,2024-06-20
MP9,久经沙场,普通,921420,MP9 | 羽量级,1059,0.25,0.58,2.32,2024-06-20
MP9,破损不堪,普通,45275,MP9 | 黑砂,226,0.19,0.44,2.32,2024-06-20
MP9,破损不堪,普通,921419,MP9 | 羽量级,537,0.19,0.44,2.32,2024-06-20
MP9,战痕累累,普通,45271,MP9 | 黑砂,230,0.18,0.44,2.44,2024-06-20
MP9,战痕累累,普通,921438,MP9 | 羽量级,348,0.17,0.44,2.59,2024-06-20
MP9,久经沙场,纪念品,761328,MP9（纪念品） | 滑移,1207,0.17,0.36,2.12,2024-06-20
MP9,战痕累累,纪念品,761338,MP9（纪念品） | 滑移,220,0.14,0.44,3.14,2024-06-20
MP9,略有磨损,普通,762100,MP9 | 滑移,758,0.08,0.22,2.75,2024-06-20
MP9,略有磨损,普通,35690,MP9 | 沙漠虚线,271,0.06,0.22,3.67,2024-06-20
MP9,久经沙场,普通,35689,MP9 | 沙漠虚线,718,0.09,0.22,2.44,2024-06-20
MP9,久经沙场,普通,762070,MP9 | 滑移,978,0.05,0.22,4.4,2024-06-20
MP9,破损不堪,普通,762103,MP9 | 滑移,145,0.03,0.22,7.33,2024-06-20
MP9,战痕累累,普通,762053,MP9 | 滑移,182,0.04,0.22,5.5,2024-06-20
MP9,破损不堪,普通,35691,MP9 | 沙漠虚线,84,0.03,0.22,7.33,2024-06-20
MP9,战痕累累,普通,35687,MP9 | 沙漠虚线,160,0.03,0.22,7.33,2024-06-20
