M4A1 消音版,破损不堪,普通,872132,M4A1 消音型 | 紧迫危机,1,41110.6,3906.49,0.1,2024-06-17
M4A1 消音版,略有磨损,纪念品,761640,M4A1 消音型（纪念品） | 控制台,29,856.5,1418.6,1.66,2024-06-20
M4A1 消音版,崭新出厂,普通,35219,M4A1 消音型 | 暴怒野兽,141,817.5,1168.8,1.43,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38807,M4A1 消音型（StatTrak™） | 黑水,45,813.9,1270.05,1.56,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38781,M4A1 消音型（StatTrak™） | 原子合金,65,799.5,1169.31,1.46,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,43920,M4A1 消音型（StatTrak™） | 次时代,121,727.5,1088.61,1.5,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38831,M4A1 消音型（StatTrak™） | 暴怒野兽,74,727.5,1030.84,1.42,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38821,M4A1 消音型（StatTrak™） | 金蛇缠绕,80,707.7,1077.07,1.52,2024-06-20
M4A1 消音版,崭新出厂,普通,35185,M4A1 消音型 | 女火神之炽焰,175,688.5,950.94,1.38,2024-06-20
M4A1 消音版,战痕累累,普通,835645,M4A1 消音型 | 印花集,148,683.28,950.36,1.39,2024-06-20
M4A1 消音版,破损不堪,普通,35236,M4A1 消音型 | 神来之作,17,674.5,891.35,1.32,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38802,M4A1 消音型（StatTrak™） | 女火神之炽焰,94,596.5,819.36,1.37,2024-06-20
M4A1 消音版,破损不堪,纪念品,37719,M4A1 消音型（纪念品） | 神来之作,38,594.46,931.2,1.57,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,759372,M4A1 消音型（StatTrak™） | 梦魇,60,594.38,818.49,1.38,2024-06-20
M4A1 消音版,略有磨损,普通,35195,M4A1 消音型 | 黑水,169,587.5,779.66,1.33,2024-06-20
M4A1 消音版,崭新出厂,普通,779333,M4A1 消音型 | 二号玩家,349,581.5,810.51,1.39,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,779412,M4A1 消音型（StatTrak™） | 二号玩家,124,575.5,789.82,1.37,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38841,M4A1 消音型（StatTrak™） | 机械工业,155,565.4,753.17,1.33,2024-06-20
M4A1 消音版,战痕累累,普通,35232,M4A1 消音型 | 神来之作,14,546.64,736.12,1.35,2024-06-20
M4A1 消音版,战痕累累,纪念品,37716,M4A1 消音型（纪念品） | 神来之作,23,538.99,869.29,1.61,2024-06-20
M4A1 消音版,略有磨损,普通,35209,M4A1 消音型 | 金蛇缠绕,442,523.5,725.67,1.39,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38823,M4A1 消音型（StatTrak™） | 金蛇缠绕,16,519.5,662.67,1.28,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38783,M4A1 消音型（StatTrak™） | 原子合金,110,510,682.12,1.34,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38825,M4A1 消音型（StatTrak™） | 守护者,180,504.49,725.74,1.44,2024-06-20
M4A1 消音版,久经沙场,普通,35194,M4A1 消音型 | 黑水,65,503.47,654.98,1.3,2024-06-20
M4A1 消音版,战痕累累,普通,776035,M4A1 消音型 | 苔藓石英,2,487.5,333.84,0.68,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38842,M4A1 消音型（StatTrak™） | 机械工业,2,487.5,479.21,0.98,2024-06-20
M4A1 消音版,久经沙场,纪念品,37711,M4A1 消音型（纪念品） | 北方森林,11,487.5,598.52,1.23,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38805,M4A1 消音型（StatTrak™） | 次时代,113,480.5,692.28,1.44,2024-06-20
M4A1 消音版,崭新出厂,普通,35238,M4A1 消音型 | 机械工业,425,477.5,649.54,1.36,2024-06-20
M4A1 消音版,崭新出厂,普通,35160,M4A1 消音型 | 原子合金,255,471.48,620.65,1.32,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38810,M4A1 消音型（StatTrak™） | 毁灭者 2000,94,468.5,704.55,1.5,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38806,M4A1 消音型（StatTrak™） | 次时代,3,449.49,401.48,0.89,2024-06-20
M4A1 消音版,崭新出厂,普通,774977,M4A1 消音型 | 苔藓石英,133,446.5,607.23,1.36,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38819,M4A1 消音型（StatTrak™） | 金蛇缠绕,11,439.49,608.53,1.38,2024-06-20
M4A1 消音版,略有磨损,普通,35187,M4A1 消音型 | 女火神之炽焰,300,410.49,554.76,1.35,2024-06-20
M4A1 消音版,久经沙场,纪念品,761585,M4A1 消音型（纪念品） | 控制台,37,408.22,616.81,1.51,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,956614,M4A1 消音型（StatTrak™） | 黑莲花,78,404.49,499.6,1.24,2024-06-20
M4A1 消音版,久经沙场,普通,35208,M4A1 消音型 | 金蛇缠绕,469,383.7,500.76,1.31,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38826,M4A1 消音型（StatTrak™） | 守护者,113,381.5,506.71,1.33,2024-06-20
M4A1 消音版,略有磨损,普通,35240,M4A1 消音型 | 机械工业,736,378.4,502.65,1.33,2024-06-20
M4A1 消音版,略有磨损,普通,35221,M4A1 消音型 | 暴怒野兽,276,374.4,482.11,1.29,2024-06-20
M4A1 消音版,略有磨损,普通,779233,M4A1 消音型 | 二号玩家,791,363.5,475.72,1.31,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38840,M4A1 消音型（StatTrak™） | 机械工业,149,357.5,479.5,1.34,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38798,M4A1 消音型（StatTrak™） | 澄澈之水,179,355.47,506.71,1.43,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38804,M4A1 消音型（StatTrak™） | 次时代,6,348,448.22,1.29,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38782,M4A1 消音型（StatTrak™） | 原子合金,48,347.48,436.46,1.26,2024-06-20
M4A1 消音版,略有磨损,普通,35162,M4A1 消音型 | 原子合金,400,341.5,449.67,1.32,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38801,M4A1 消音型（StatTrak™） | 女火神之炽焰,86,331.89,458.52,1.38,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38830,M4A1 消音型（StatTrak™） | 暴怒野兽,97,328.5,443.35,1.35,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38797,M4A1 消音型（StatTrak™） | 澄澈之水,48,327,448.22,1.37,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,779439,M4A1 消音型（StatTrak™） | 二号玩家,2,309.5,418.53,1.35,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38827,M4A1 消音型（StatTrak™） | 守护者,7,309.5,482.62,1.56,2024-06-20
M4A1 消音版,崭新出厂,纪念品,37724,M4A1 消音型（纪念品） | 多变迷彩,64,308,537.85,1.75,2024-06-20
M4A1 消音版,略有磨损,普通,774940,M4A1 消音型 | 苔藓石英,69,305,387.69,1.27,2024-06-20
M4A1 消音版,崭新出厂,普通,762249,M4A1 消音型 | 控制台,268,303,448.58,1.48,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38784,M4A1 消音型（StatTrak™） | 原子合金,12,299.49,384.35,1.28,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38780,M4A1 消音型（StatTrak™） | 原子合金,10,299.46,293.92,0.98,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,43922,M4A1 消音型（StatTrak™） | 守护者,96,296.7,396.91,1.34,2024-06-20
M4A1 消音版,战痕累累,纪念品,761598,M4A1 消音型（纪念品） | 控制台,14,288.49,362.0,1.25,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,43921,M4A1 消音型（StatTrak™） | 次时代,103,288.3,376.15,1.3,2024-06-20
M4A1 消音版,破损不堪,纪念品,761934,M4A1 消音型（纪念品） | 控制台,18,284.5,337.76,1.19,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,759435,M4A1 消音型（StatTrak™） | 梦魇,115,282.9,421.22,1.49,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38838,M4A1 消音型（StatTrak™） | 机械工业,14,279.5,391.83,1.4,2024-06-20
M4A1 消音版,崭新出厂,普通,759260,M4A1 消音型 | 梦魇,272,276.5,370.13,1.34,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38812,M4A1 消音型（StatTrak™） | 毁灭者 2000,173,261.1,350.53,1.34,2024-06-20
M4A1 消音版,久经沙场,普通,35161,M4A1 消音型 | 原子合金,209,257.3,339.79,1.32,2024-06-20
M4A1 消音版,破损不堪,普通,35210,M4A1 消音型 | 金蛇缠绕,116,257.2,315.7,1.23,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,779329,M4A1 消音型（StatTrak™） | 二号玩家,154,254.46,335.87,1.32,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38832,M4A1 消音型（StatTrak™） | 暴怒野兽,25,244.5,288.99,1.18,2024-06-20
M4A1 消音版,破损不堪,普通,35163,M4A1 消音型 | 原子合金,21,244.4,274.26,1.12,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38803,M4A1 消音型（StatTrak™） | 女火神之炽焰,30,241.5,291.38,1.21,2024-06-20
M4A1 消音版,崭新出厂,普通,35190,M4A1 消音型 | 次时代,710,234.4,308.15,1.31,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,956621,M4A1 消音型（StatTrak™） | 黑莲花,104,233.5,324.33,1.39,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38786,M4A1 消音型（StatTrak™） | 翼蜥,111,228.71,306.7,1.34,2024-06-20
M4A1 消音版,崭新出厂,普通,35197,M4A1 消音型 | 毁灭者 2000,449,224.5,303.87,1.35,2024-06-20
M4A1 消音版,战痕累累,普通,35159,M4A1 消音型 | 原子合金,9,224.48,260.9,1.16,2024-06-20
M4A1 消音版,战痕累累,普通,35206,M4A1 消音型 | 金蛇缠绕,76,210.39,281.73,1.34,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38799,M4A1 消音型（StatTrak™） | 女火神之炽焰,14,206.26,256.55,1.24,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38793,M4A1 消音型（StatTrak™） | 简报,41,203.5,299.8,1.47,2024-06-20
M4A1 消音版,久经沙场,普通,774957,M4A1 消音型 | 苔藓石英,44,200.4,271.57,1.36,2024-06-20
M4A1 消音版,破损不堪,普通,776023,M4A1 消音型 | 苔藓石英,4,189.49,235.14,1.24,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38834,M4A1 消音型（StatTrak™） | 破碎铅秋,127,182.8,269.25,1.47,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38813,M4A1 消音型（StatTrak™） | 毁灭者 2000,5,181.5,261.85,1.44,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,956597,M4A1 消音型（StatTrak™） | 黑莲花,71,175,224.11,1.28,2024-06-20
M4A1 消音版,久经沙场,普通,35182,M4A1 消音型 | 澄澈之水,122,170.4,233.04,1.37,2024-06-20
M4A1 消音版,略有磨损,普通,35183,M4A1 消音型 | 澄澈之水,652,169.5,240.0,1.42,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38828,M4A1 消音型（StatTrak™） | 暴怒野兽,30,168.81,233.83,1.39,2024-06-20
M4A1 消音版,崭新出厂,普通,956525,M4A1 消音型 | 黑莲花,474,168.5,211.55,1.26,2024-06-20
M4A1 消音版,崭新出厂,普通,35212,M4A1 消音型 | 守护者,841,167.5,225.63,1.35,2024-06-20
M4A1 消音版,略有磨损,纪念品,37726,M4A1 消音型（纪念品） | 多变迷彩,97,165.5,259.67,1.57,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,956697,M4A1 消音型（StatTrak™） | 黑莲花,23,164,225.85,1.38,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,779400,M4A1 消音型（StatTrak™） | 二号玩家,18,163.65,232.24,1.42,2024-06-20
M4A1 消音版,破损不堪,普通,35241,M4A1 消音型 | 机械工业,15,163.5,206.76,1.26,2024-06-20
M4A1 消音版,战痕累累,普通,35211,M4A1 消音型 | 守护者,14,162.88,155.82,0.96,2024-06-20
M4A1 消音版,久经沙场,普通,35239,M4A1 消音型 | 机械工业,1657,161.8,212.57,1.31,2024-06-20
M4A1 消音版,略有磨损,普通,35192,M4A1 消音型 | 次时代,811,157.5,209.88,1.33,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,956633,M4A1 消音型（StatTrak™） | 黑莲花,189,154.99,208.65,1.35,2024-06-20
M4A1 消音版,久经沙场,普通,35186,M4A1 消音型 | 女火神之炽焰,898,152.49,207.78,1.36,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38811,M4A1 消音型（StatTrak™） | 毁灭者 2000,251,146,196.68,1.35,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38789,M4A1 消音型（StatTrak™） | 翼蜥,14,144.3,156.03,1.08,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38809,M4A1 消音型（StatTrak™） | 毁灭者 2000,24,135.17,179.48,1.33,2024-06-20
M4A1 消音版,久经沙场,普通,779198,M4A1 消音型 | 二号玩家,2245,127.5,174.4,1.37,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38788,M4A1 消音型（StatTrak™） | 翼蜥,156,127.3,180.71,1.42,2024-06-20
M4A1 消音版,破损不堪,普通,779353,M4A1 消音型 | 二号玩家,35,124.1,182.45,1.47,2024-06-20
M4A1 消音版,破损不堪,纪念品,37727,M4A1 消音型（纪念品） | 多变迷彩,11,123.48,250.38,2.03,2024-06-20
M4A1 消音版,久经沙场,普通,35220,M4A1 消音型 | 暴怒野兽,908,119.78,159.59,1.33,2024-06-20
M4A1 消音版,略有磨损,普通,35214,M4A1 消音型 | 守护者,806,119.5,159.88,1.34,2024-06-20
M4A1 消音版,破损不堪,普通,35215,M4A1 消音型 | 守护者,21,116,152.19,1.31,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,759300,M4A1 消音型（StatTrak™） | 梦魇,186,114.5,163.94,1.43,2024-06-20
M4A1 消音版,战痕累累,纪念品,37723,M4A1 消音型（纪念品） | 多变迷彩,14,109.11,148.92,1.36,2024-06-20
M4A1 消音版,久经沙场,普通,35213,M4A1 消音型 | 守护者,362,107.79,141.88,1.32,2024-06-20
M4A1 消音版,略有磨损,普通,759261,M4A1 消音型 | 梦魇,1123,106,144.71,1.37,2024-06-20
M4A1 消音版,略有磨损,普通,35199,M4A1 消音型 | 毁灭者 2000,1529,103,137.89,1.34,2024-06-20
M4A1 消音版,战痕累累,普通,35189,M4A1 消音型 | 次时代,29,101.56,135.71,1.34,2024-06-20
M4A1 消音版,破损不堪,普通,35188,M4A1 消音型 | 女火神之炽焰,152,100.5,134.12,1.33,2024-06-20
M4A1 消音版,久经沙场,纪念品,37725,M4A1 消音型（纪念品） | 多变迷彩,119,99.4,139.2,1.4,2024-06-20
M4A1 消音版,略有磨损,普通,956574,M4A1 消音型 | 黑莲花,857,98.7,129.18,1.31,2024-06-20
M4A1 消音版,破损不堪,普通,35193,M4A1 消音型 | 次时代,20,98.4,134.77,1.37,2024-06-20
M4A1 消音版,战痕累累,普通,35237,M4A1 消音型 | 机械工业,122,98.22,130.78,1.33,2024-06-20
M4A1 消音版,久经沙场,普通,35191,M4A1 消音型 | 次时代,819,97.9,130.63,1.33,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38785,M4A1 消音型（StatTrak™） | 翼蜥,46,96.6,149.87,1.55,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38836,M4A1 消音型（StatTrak™） | 破碎铅秋,165,94.67,130.78,1.38,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38787,M4A1 消音型（StatTrak™） | 翼蜥,220,92.27,120.62,1.31,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38795,M4A1 消音型（StatTrak™） | 简报,89,87.59,124.83,1.43,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,759301,M4A1 消音型（StatTrak™） | 梦魇,35,84.8,115.39,1.36,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38790,M4A1 消音型（StatTrak™） | 血虎,175,83.78,124.83,1.49,2024-06-20
M4A1 消音版,战痕累累,普通,35184,M4A1 消音型 | 女火神之炽焰,114,82.87,108.79,1.31,2024-06-20
M4A1 消音版,破损不堪,普通,35222,M4A1 消音型 | 暴怒野兽,137,82.84,112.49,1.36,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,38815,M4A1 消音型（StatTrak™） | 闪回,78,79.9,118.88,1.49,2024-06-20
M4A1 消音版,破损不堪,普通,35200,M4A1 消音型 | 毁灭者 2000,25,75.8,101.39,1.34,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38796,M4A1 消音型（StatTrak™） | 简报,4,74.9,84.4,1.13,2024-06-20
M4A1 消音版,战痕累累,普通,956599,M4A1 消音型 | 黑莲花,385,74.3,95.43,1.28,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,759299,M4A1 消音型（StatTrak™） | 梦魇,25,73.08,97.9,1.34,2024-06-20
M4A1 消音版,破损不堪,普通,956641,M4A1 消音型 | 黑莲花,77,72.3,100.3,1.39,2024-06-20
M4A1 消音版,略有磨损,普通,762231,M4A1 消音型 | 控制台,588,71.4,99.14,1.39,2024-06-20
M4A1 消音版,战痕累累,普通,35218,M4A1 消音型 | 暴怒野兽,149,69.86,92.39,1.32,2024-06-20
M4A1 消音版,久经沙场,普通,956508,M4A1 消音型 | 黑莲花,1515,69.68,92.82,1.33,2024-06-20
M4A1 消音版,战痕累累,普通,779325,M4A1 消音型 | 二号玩家,194,69.67,98.56,1.41,2024-06-20
M4A1 消音版,崭新出厂,普通,35165,M4A1 消音型 | 翼蜥,358,68.49,92.24,1.35,2024-06-20
M4A1 消音版,崭新出厂,普通,35178,M4A1 消音型 | 简报,161,65.59,94.85,1.45,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38791,M4A1 消音型（StatTrak™） | 血虎,41,63.8,82.73,1.3,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38837,M4A1 消音型（StatTrak™） | 破碎铅秋,26,63.5,100.15,1.58,2024-06-20
M4A1 消音版,久经沙场,普通,35198,M4A1 消音型 | 毁灭者 2000,2588,63.49,82.59,1.3,2024-06-20
M4A1 消音版,崭新出厂,普通,35228,M4A1 消音型 | 破碎铅秋,677,62.8,77.94,1.24,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38792,M4A1 消音型（StatTrak™） | 血虎,118,62.19,79.32,1.28,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38835,M4A1 消音型（StatTrak™） | 破碎铅秋,400,57.65,76.78,1.33,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38833,M4A1 消音型（StatTrak™） | 破碎铅秋,40,54.07,74.39,1.38,2024-06-20
M4A1 消音版,战痕累累,普通,35196,M4A1 消音型 | 毁灭者 2000,129,52.06,66.04,1.27,2024-06-20
M4A1 消音版,久经沙场,普通,759220,M4A1 消音型 | 梦魇,1919,51.8,70.32,1.36,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,921594,M4A1 消音型（StatTrak™） | 隐伏帝王龙,319,48.98,69.89,1.43,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38794,M4A1 消音型（StatTrak™） | 简报,95,47.89,65.97,1.38,2024-06-20
M4A1 消音版,破损不堪,普通,35168,M4A1 消音型 | 翼蜥,23,41.17,55.52,1.35,2024-06-20
M4A1 消音版,崭新出厂,纪念品,929091,M4A1 消音型（纪念品） | 泥斑迷彩,155,39.18,58.57,1.49,2024-06-20
M4A1 消音版,久经沙场,普通,762120,M4A1 消音型 | 控制台,776,37.8,48.91,1.29,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,43994,M4A1 消音型（StatTrak™） | 简报,22,37.8,51.96,1.37,2024-06-20
M4A1 消音版,崭新出厂,普通,35169,M4A1 消音型 | 血虎,481,36.9,51.09,1.38,2024-06-20
M4A1 消音版,略有磨损,普通,35171,M4A1 消音型 | 血虎,318,36.03,46.96,1.3,2024-06-20
M4A1 消音版,略有磨损,普通,35167,M4A1 消音型 | 翼蜥,907,36.1,51.45,1.43,2024-06-20
M4A1 消音版,破损不堪,普通,759262,M4A1 消音型 | 梦魇,299,35.79,51.89,1.45,2024-06-20
M4A1 消音版,略有磨损,普通,35230,M4A1 消音型 | 破碎铅秋,1694,34.79,45.87,1.32,2024-06-20
M4A1 消音版,久经沙场,普通,35170,M4A1 消音型 | 血虎,94,34.55,45.65,1.32,2024-06-20
M4A1 消音版,战痕累累,普通,759259,M4A1 消音型 | 梦魇,208,30.58,42.17,1.38,2024-06-20
M4A1 消音版,略有磨损,普通,35180,M4A1 消音型 | 简报,407,29.9,39.48,1.32,2024-06-20
M4A1 消音版,崭新出厂,StatTrak™,886663,M4A1 消音型（StatTrak™） | 夜无眠,384,29.67,43.4,1.46,2024-06-20
M4A1 消音版,战痕累累,普通,35164,M4A1 消音型 | 翼蜥,127,28.99,37.59,1.3,2024-06-20
M4A1 消音版,破损不堪,普通,35181,M4A1 消音型 | 简报,7,28.9,37.38,1.29,2024-06-20
M4A1 消音版,久经沙场,普通,35166,M4A1 消音型 | 翼蜥,797,27.9,39.48,1.42,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,38817,M4A1 消音型（StatTrak™） | 闪回,151,26.99,40.13,1.49,2024-06-20
M4A1 消音版,破损不堪,普通,35231,M4A1 消音型 | 破碎铅秋,46,26.9,39.63,1.47,2024-06-20
M4A1 消音版,崭新出厂,普通,35243,M4A1 消音型 | 氮化处理,1567,26,37.59,1.45,2024-06-20
M4A1 消音版,破损不堪,普通,762204,M4A1 消音型 | 控制台,198,25.54,35.05,1.37,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,887033,M4A1 消音型（StatTrak™） | 夜无眠,767,24.19,34.69,1.43,2024-06-20
M4A1 消音版,战痕累累,普通,762203,M4A1 消音型 | 控制台,168,23.75,30.92,1.3,2024-06-20
M4A1 消音版,久经沙场,普通,35229,M4A1 消音型 | 破碎铅秋,3089,23.4,32.01,1.37,2024-06-20
M4A1 消音版,战痕累累,普通,35227,M4A1 消音型 | 破碎铅秋,142,21,28.59,1.36,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,921545,M4A1 消音型（StatTrak™） | 隐伏帝王龙,661,19.69,25.4,1.29,2024-06-20
M4A1 消音版,久经沙场,普通,35179,M4A1 消音型 | 简报,316,19.39,25.55,1.32,2024-06-20
M4A1 消音版,战痕累累,普通,35177,M4A1 消音型 | 简报,36,18.59,25.84,1.39,2024-06-20
M4A1 消音版,破损不堪,纪念品,929085,M4A1 消音型（纪念品） | 泥斑迷彩,39,17.68,25.04,1.42,2024-06-20
M4A1 消音版,战痕累累,纪念品,929068,M4A1 消音型（纪念品） | 泥斑迷彩,206,17.2,25.04,1.46,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,887064,M4A1 消音型（StatTrak™） | 夜无眠,149,15.9,23.88,1.5,2024-06-20
M4A1 消音版,略有磨损,纪念品,929037,M4A1 消音型（纪念品） | 泥斑迷彩,179,15.6,21.84,1.4,2024-06-20
M4A1 消音版,崭新出厂,普通,921513,M4A1 消音型 | 隐伏帝王龙,1906,14.89,20.1,1.35,2024-06-20
M4A1 消音版,崭新出厂,普通,35202,M4A1 消音型 | 闪回,271,14.89,20.9,1.4,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,921593,M4A1 消音型（StatTrak™） | 隐伏帝王龙,96,13.6,19.45,1.43,2024-06-20
M4A1 消音版,崭新出厂,普通,871262,M4A1 消音型 | 气泡流行,1312,13.6,18.14,1.33,2024-06-20
M4A1 消音版,略有磨损,StatTrak™,886994,M4A1 消音型（StatTrak™） | 夜无眠,675,13.26,19.81,1.49,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,38816,M4A1 消音型（StatTrak™） | 闪回,281,12.7,18.8,1.48,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,38814,M4A1 消音型（StatTrak™） | 闪回,94,12.07,17.56,1.45,2024-06-20
M4A1 消音版,破损不堪,StatTrak™,38818,M4A1 消音型（StatTrak™） | 闪回,88,11.33,17.2,1.52,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,886668,M4A1 消音型（StatTrak™） | 夜无眠,979,9.56,12.63,1.32,2024-06-20
M4A1 消音版,崭新出厂,普通,35173,M4A1 消音型 | 北方森林,215,9.39,13.14,1.4,2024-06-20
M4A1 消音版,久经沙场,StatTrak™,921450,M4A1 消音型（StatTrak™） | 隐伏帝王龙,1053,8.97,12.27,1.37,2024-06-20
M4A1 消音版,略有磨损,普通,871468,M4A1 消音型 | 气泡流行,856,8.91,11.68,1.31,2024-06-20
M4A1 消音版,略有磨损,普通,35245,M4A1 消音型 | 氮化处理,3607,8.59,12.05,1.4,2024-06-20
M4A1 消音版,战痕累累,StatTrak™,921589,M4A1 消音型（StatTrak™） | 隐伏帝王龙,169,7.99,12.48,1.56,2024-06-20
M4A1 消音版,崭新出厂,普通,35248,M4A1 消音型 | 多变迷彩,829,7.93,9.8,1.24,2024-06-20
M4A1 消音版,战痕累累,普通,887017,M4A1 消音型 | 夜无眠,4026,7.87,10.31,1.31,2024-06-20
M4A1 消音版,久经沙场,纪念品,929014,M4A1 消音型（纪念品） | 泥斑迷彩,286,7.84,11.25,1.43,2024-06-20
M4A1 消音版,崭新出厂,普通,886949,M4A1 消音型 | 夜无眠,2158,6.99,9.72,1.39,2024-06-20
M4A1 消音版,破损不堪,普通,871694,M4A1 消音型 | 气泡流行,114,6.73,8.78,1.3,2024-06-20
M4A1 消音版,略有磨损,普通,35250,M4A1 消音型 | 多变迷彩,648,6.45,8.35,1.29,2024-06-20
M4A1 消音版,久经沙场,普通,871121,M4A1 消音型 | 气泡流行,1022,6.39,8.71,1.36,2024-06-20
M4A1 消音版,战痕累累,普通,871487,M4A1 消音型 | 气泡流行,138,6.07,7.84,1.29,2024-06-20
M4A1 消音版,略有磨损,普通,921444,M4A1 消音型 | 隐伏帝王龙,4340,5.95,7.98,1.34,2024-06-20
M4A1 消音版,崭新出厂,普通,927335,M4A1 消音型 | 泥斑迷彩,729,5.82,7.33,1.26,2024-06-20
M4A1 消音版,破损不堪,普通,887042,M4A1 消音型 | 夜无眠,516,4.77,7.04,1.48,2024-06-20
M4A1 消音版,略有磨损,普通,35204,M4A1 消音型 | 闪回,707,4.34,6.17,1.42,2024-06-20
M4A1 消音版,久经沙场,普通,35249,M4A1 消音型 | 多变迷彩,707,3.89,5.44,1.4,2024-06-20
M4A1 消音版,战痕累累,普通,927346,M4A1 消音型 | 泥斑迷彩,1130,3.76,5.01,1.33,2024-06-20
M4A1 消音版,破损不堪,普通,921574,M4A1 消音型 | 隐伏帝王龙,285,3.48,5.15,1.48,2024-06-20
M4A1 消音版,略有磨损,普通,886650,M4A1 消音型 | 夜无眠,3538,3.09,4.28,1.39,2024-06-20
M4A1 消音版,久经沙场,普通,35244,M4A1 消音型 | 氮化处理,5996,2.7,3.77,1.4,2024-06-20
M4A1 消音版,破损不堪,普通,35251,M4A1 消音型 | 多变迷彩,117,2.66,3.41,1.28,2024-06-20
M4A1 消音版,久经沙场,普通,921435,M4A1 消音型 | 隐伏帝王龙,7947,2.33,3.34,1.43,2024-06-20
M4A1 消音版,战痕累累,普通,35247,M4A1 消音型 | 多变迷彩,109,2.28,2.61,1.14,2024-06-20
M4A1 消音版,破损不堪,普通,35246,M4A1 消音型 | 氮化处理,382,2.27,3.12,1.37,2024-06-20
