法玛斯,崭新出厂,普通,34679,法玛斯 | 喷焰者,4,1549.5,1813.55,1.17,2024-06-16
法玛斯,破损不堪,StatTrak™,773700,法玛斯（StatTrak™） | 退役,49,0.91,1.16,1.27,2024-06-20
法玛斯,略有磨损,纪念品,876899,法玛斯（纪念品） | 线路故障,253,0.87,1.02,1.17,2024-06-20
法玛斯,久经沙场,普通,773675,法玛斯 | 退役,83,0.87,1.09,1.25,2024-06-20
法玛斯,破损不堪,普通,773639,法玛斯 | 退役,82,0.82,0.87,1.06,2024-06-20
法玛斯,久经沙场,普通,769140,法玛斯 | 保护色,266,0.8,1.02,1.27,2024-06-20
法玛斯,战痕累累,普通,773616,法玛斯 | 退役,48,0.79,0.8,1.01,2024-06-20
法玛斯,战痕累累,StatTrak™,773730,法玛斯（StatTrak™） | 退役,75,0.77,1.16,1.51,2024-06-20
法玛斯,略有磨损,普通,773612,法玛斯 | 退役,132,0.77,1.16,1.51,2024-06-20
法玛斯,破损不堪,普通,769417,法玛斯 | 保护色,30,0.74,1.09,1.47,2024-06-20
法玛斯,破损不堪,纪念品,876937,法玛斯（纪念品） | 线路故障,40,0.73,0.87,1.19,2024-06-20
法玛斯,久经沙场,StatTrak™,900580,法玛斯（StatTrak™） | 喵喵36,395,0.66,0.94,1.42,2024-06-20
法玛斯,战痕累累,纪念品,876929,法玛斯（纪念品） | 线路故障,31,0.63,1.09,1.73,2024-06-20
法玛斯,破损不堪,StatTrak™,900481,法玛斯（StatTrak™） | 喵喵36,345,0.62,0.73,1.18,2024-06-20
法玛斯,战痕累累,StatTrak™,900496,法玛斯（StatTrak™） | 喵喵36,111,0.59,0.8,1.36,2024-06-20
法玛斯,崭新出厂,普通,34625,法玛斯 | 殖民侵略者,225,0.59,0.73,1.24,2024-06-20
法玛斯,略有磨损,普通,900522,法玛斯 | 喵喵36,786,0.58,0.87,1.5,2024-06-20
法玛斯,崭新出厂,纪念品,876854,法玛斯（纪念品） | 加州迷彩,463,0.51,0.73,1.43,2024-06-20
法玛斯,战痕累累,普通,769246,法玛斯 | 保护色,41,0.49,0.87,1.78,2024-06-20
法玛斯,久经沙场,普通,900483,法玛斯 | 喵喵36,791,0.35,0.51,1.46,2024-06-20
法玛斯,略有磨损,普通,34637,法玛斯 | 湖蓝涂装,748,0.32,0.51,1.59,2024-06-20
法玛斯,破损不堪,普通,900468,法玛斯 | 喵喵36,305,0.26,0.51,1.96,2024-06-20
法玛斯,久经沙场,普通,34636,法玛斯 | 湖蓝涂装,992,0.22,0.44,2.0,2024-06-20
法玛斯,战痕累累,普通,900474,法玛斯 | 喵喵36,333,0.2,0.44,2.2,2024-06-20
法玛斯,破损不堪,普通,34638,法玛斯 | 湖蓝涂装,59,0.18,0.44,2.44,2024-06-20
法玛斯,久经沙场,纪念品,876912,法玛斯（纪念品） | 线路故障,556,0.17,0.44,2.59,2024-06-20
法玛斯,战痕累累,普通,34634,法玛斯 | 湖蓝涂装,171,0.17,0.44,2.59,2024-06-20
法玛斯,略有磨损,纪念品,876887,法玛斯（纪念品） | 加州迷彩,540,0.15,0.36,2.4,2024-06-20
法玛斯,破损不堪,纪念品,876909,法玛斯（纪念品） | 加州迷彩,89,0.14,0.36,2.57,2024-06-20
法玛斯,战痕累累,纪念品,876857,法玛斯（纪念品） | 加州迷彩,124,0.09,0.29,3.22,2024-06-20
法玛斯,久经沙场,纪念品,876862,法玛斯（纪念品） | 加州迷彩,1124,0.05,0.29,5.8,2024-06-20
法玛斯,战痕累累,普通,34624,法玛斯 | 殖民侵略者,204,0.04,0.22,5.5,2024-06-20
法玛斯,略有磨损,普通,34627,法玛斯 | 殖民侵略者,796,0.04,0.22,5.5,2024-06-20
法玛斯,破损不堪,普通,34628,法玛斯 | 殖民侵略者,242,0.03,0.22,7.33,2024-06-20
法玛斯,久经沙场,普通,34626,法玛斯 | 殖民侵略者,1720,0.03,0.22,7.33,2024-06-20
法玛斯,战痕累累,普通,773616,法玛斯 | 退役,48,0.79,0.8,1.01,2024-06-20
法玛斯,战痕累累,StatTrak™,773730,法玛斯（StatTrak™） | 退役,75,0.77,1.16,1.51,2024-06-20
法玛斯,略有磨损,普通,773612,法玛斯 | 退役,132,0.77,1.16,1.51,2024-06-20
法玛斯,破损不堪,普通,769417,法玛斯 | 保护色,30,0.74,1.09,1.47,2024-06-20
法玛斯,破损不堪,纪念品,876937,法玛斯（纪念品） | 线路故障,40,0.73,0.87,1.19,2024-06-20
法玛斯,久经沙场,StatTrak™,900580,法玛斯（StatTrak™） | 喵喵36,395,0.66,0.94,1.42,2024-06-20
法玛斯,战痕累累,纪念品,876929,法玛斯（纪念品） | 线路故障,31,0.63,1.31,2.08,2024-06-20
法玛斯,破损不堪,StatTrak™,900481,法玛斯（StatTrak™） | 喵喵36,345,0.62,0.87,1.4,2024-06-20
法玛斯,战痕累累,StatTrak™,900496,法玛斯（StatTrak™） | 喵喵36,111,0.59,0.8,1.36,2024-06-20
法玛斯,崭新出厂,普通,34625,法玛斯 | 殖民侵略者,225,0.59,0.73,1.24,2024-06-20
法玛斯,略有磨损,普通,900522,法玛斯 | 喵喵36,786,0.58,0.87,1.5,2024-06-20
法玛斯,崭新出厂,纪念品,876854,法玛斯（纪念品） | 加州迷彩,463,0.51,0.73,1.43,2024-06-20
法玛斯,战痕累累,普通,769246,法玛斯 | 保护色,41,0.49,0.87,1.78,2024-06-20
法玛斯,久经沙场,普通,900483,法玛斯 | 喵喵36,791,0.35,0.51,1.46,2024-06-20
法玛斯,略有磨损,普通,34637,法玛斯 | 湖蓝涂装,748,0.32,0.44,1.38,2024-06-20
法玛斯,破损不堪,普通,900468,法玛斯 | 喵喵36,305,0.26,0.51,1.96,2024-06-20
法玛斯,久经沙场,普通,34636,法玛斯 | 湖蓝涂装,992,0.22,0.44,2.0,2024-06-20
法玛斯,战痕累累,普通,900474,法玛斯 | 喵喵36,333,0.2,0.44,2.2,2024-06-20
法玛斯,破损不堪,普通,34638,法玛斯 | 湖蓝涂装,59,0.18,0.44,2.44,2024-06-20
法玛斯,久经沙场,纪念品,876912,法玛斯（纪念品） | 线路故障,556,0.17,0.44,2.59,2024-06-20
法玛斯,战痕累累,普通,34634,法玛斯 | 湖蓝涂装,171,0.17,0.44,2.59,2024-06-20
法玛斯,略有磨损,纪念品,876887,法玛斯（纪念品） | 加州迷彩,540,0.15,0.36,2.4,2024-06-20
法玛斯,破损不堪,纪念品,876909,法玛斯（纪念品） | 加州迷彩,89,0.14,0.36,2.57,2024-06-20
法玛斯,战痕累累,纪念品,876857,法玛斯（纪念品） | 加州迷彩,124,0.09,0.29,3.22,2024-06-20
法玛斯,久经沙场,纪念品,876862,法玛斯（纪念品） | 加州迷彩,1124,0.05,0.29,5.8,2024-06-20
法玛斯,战痕累累,普通,34624,法玛斯 | 殖民侵略者,204,0.04,0.22,5.5,2024-06-20
法玛斯,略有磨损,普通,34627,法玛斯 | 殖民侵略者,796,0.04,0.22,5.5,2024-06-20
法玛斯,破损不堪,普通,34628,法玛斯 | 殖民侵略者,242,0.03,0.22,7.33,2024-06-20
法玛斯,久经沙场,普通,34626,法玛斯 | 殖民侵略者,1720,0.03,0.22,7.33,2024-06-20
法玛斯,战痕累累,普通,773616,法玛斯 | 退役,48,0.79,0.8,1.01,2024-06-20
法玛斯,战痕累累,StatTrak™,773730,法玛斯（StatTrak™） | 退役,75,0.77,1.16,1.51,2024-06-20
法玛斯,略有磨损,普通,773612,法玛斯 | 退役,132,0.77,1.16,1.51,2024-06-20
法玛斯,破损不堪,普通,769417,法玛斯 | 保护色,30,0.74,1.09,1.47,2024-06-20
法玛斯,破损不堪,纪念品,876937,法玛斯（纪念品） | 线路故障,40,0.73,0.87,1.19,2024-06-20
法玛斯,久经沙场,StatTrak™,900580,法玛斯（StatTrak™） | 喵喵36,395,0.66,0.94,1.42,2024-06-20
法玛斯,战痕累累,纪念品,876929,法玛斯（纪念品） | 线路故障,31,0.63,1.31,2.08,2024-06-20
法玛斯,破损不堪,StatTrak™,900481,法玛斯（StatTrak™） | 喵喵36,345,0.62,0.87,1.4,2024-06-20
法玛斯,战痕累累,StatTrak™,900496,法玛斯（StatTrak™） | 喵喵36,111,0.59,0.8,1.36,2024-06-20
法玛斯,崭新出厂,普通,34625,法玛斯 | 殖民侵略者,225,0.59,0.73,1.24,2024-06-20
法玛斯,略有磨损,普通,900522,法玛斯 | 喵喵36,786,0.58,0.87,1.5,2024-06-20
法玛斯,崭新出厂,纪念品,876854,法玛斯（纪念品） | 加州迷彩,463,0.51,0.73,1.43,2024-06-20
法玛斯,战痕累累,普通,769246,法玛斯 | 保护色,41,0.49,0.87,1.78,2024-06-20
法玛斯,久经沙场,普通,900483,法玛斯 | 喵喵36,791,0.35,0.51,1.46,2024-06-20
法玛斯,略有磨损,普通,34637,法玛斯 | 湖蓝涂装,748,0.32,0.51,1.59,2024-06-20
法玛斯,破损不堪,普通,900468,法玛斯 | 喵喵36,305,0.26,0.51,1.96,2024-06-20
法玛斯,久经沙场,普通,34636,法玛斯 | 湖蓝涂装,992,0.22,0.44,2.0,2024-06-20
法玛斯,战痕累累,普通,900474,法玛斯 | 喵喵36,334,0.2,0.44,2.2,2024-06-20
法玛斯,破损不堪,普通,34638,法玛斯 | 湖蓝涂装,59,0.18,0.44,2.44,2024-06-20
法玛斯,久经沙场,纪念品,876912,法玛斯（纪念品） | 线路故障,556,0.17,0.44,2.59,2024-06-20
法玛斯,战痕累累,普通,34634,法玛斯 | 湖蓝涂装,171,0.17,0.44,2.59,2024-06-20
法玛斯,略有磨损,纪念品,876887,法玛斯（纪念品） | 加州迷彩,540,0.15,0.36,2.4,2024-06-20
法玛斯,破损不堪,纪念品,876909,法玛斯（纪念品） | 加州迷彩,89,0.14,0.36,2.57,2024-06-20
法玛斯,战痕累累,纪念品,876857,法玛斯（纪念品） | 加州迷彩,124,0.09,0.29,3.22,2024-06-20
法玛斯,久经沙场,纪念品,876862,法玛斯（纪念品） | 加州迷彩,1124,0.05,0.29,5.8,2024-06-20
法玛斯,战痕累累,普通,34624,法玛斯 | 殖民侵略者,204,0.04,0.22,5.5,2024-06-20
法玛斯,略有磨损,普通,34627,法玛斯 | 殖民侵略者,796,0.04,0.22,5.5,2024-06-20
法玛斯,破损不堪,普通,34628,法玛斯 | 殖民侵略者,242,0.03,0.22,7.33,2024-06-20
法玛斯,久经沙场,普通,34626,法玛斯 | 殖民侵略者,1720,0.03,0.22,7.33,2024-06-20
法玛斯,崭新出厂,普通,774739,法玛斯 | 暗夜锁链,106,49.58,64.45,1.3,2024-06-20
法玛斯,战痕累累,普通,34629,法玛斯 | 对比涂装,3,48.9,28.45,0.58,2024-06-20
法玛斯,久经沙场,普通,774862,法玛斯 | 暗夜锁链,37,48.8,57.33,1.17,2024-06-20
法玛斯,略有磨损,普通,775147,法玛斯 | 暗夜锁链,16,48.69,55.95,1.15,2024-06-20
法玛斯,破损不堪,普通,775582,法玛斯 | 暗夜锁链,6,47.32,60.89,1.29,2024-06-20
法玛斯,破损不堪,StatTrak™,38509,法玛斯（StatTrak™） | 蓝巢,1,45.6,64.81,1.42,2024-06-20
法玛斯,战痕累累,StatTrak™,38515,法玛斯（StatTrak™） | 机械工业,80,45.36,60.96,1.34,2024-06-20
法玛斯,略有磨损,普通,759251,法玛斯 | 雅典娜之眼,102,43.82,57.91,1.32,2024-06-20
法玛斯,久经沙场,StatTrak™,38507,法玛斯（StatTrak™） | 蓝巢,24,43.66,58.2,1.33,2024-06-20
法玛斯,战痕累累,普通,775038,法玛斯 | 暗夜锁链,11,42.8,56.97,1.33,2024-06-20
法玛斯,崭新出厂,普通,34656,法玛斯 | 机械工业,638,42.7,58.86,1.38,2024-06-20
法玛斯,破损不堪,普通,773742,法玛斯 | 纪念碑,22,41.8,55.3,1.32,2024-06-20
法玛斯,崭新出厂,普通,34665,法玛斯 | 电子脉冲,331,41.3,55.16,1.34,2024-06-20
法玛斯,战痕累累,普通,34678,法玛斯 | 喷焰者,10,41.12,57.12,1.39,2024-06-20
法玛斯,崭新出厂,普通,887028,法玛斯 | 目皆转睛,364,40.9,59.87,1.46,2024-06-20
法玛斯,久经沙场,普通,773688,法玛斯 | 纪念碑,549,40.9,53.56,1.31,2024-06-20
法玛斯,略有磨损,StatTrak™,38545,法玛斯（StatTrak™） | 元素轮廓,108,40.78,58.42,1.43,2024-06-20
法玛斯,战痕累累,普通,773776,法玛斯 | 纪念碑,20,39.92,55.3,1.39,2024-06-20
法玛斯,战痕累累,StatTrak™,759369,法玛斯（StatTrak™） | 雅典娜之眼,12,39.49,44.71,1.13,2024-06-20
法玛斯,崭新出厂,StatTrak™,38511,法玛斯（StatTrak™） | 死亡之舞,18,39.38,69.24,1.76,2024-06-20
法玛斯,略有磨损,StatTrak™,871646,法玛斯（StatTrak™） | ZX81 彩色,149,38.9,53.92,1.39,2024-06-20
法玛斯,破损不堪,StatTrak™,759434,法玛斯（StatTrak™） | 雅典娜之眼,7,38.67,60.74,1.57,2024-06-20
法玛斯,崭新出厂,普通,34646,法玛斯 | 蓝巢,57,38.03,48.55,1.28,2024-06-20
法玛斯,久经沙场,StatTrak™,38517,法玛斯（StatTrak™） | 机械工业,145,37.68,48.84,1.3,2024-06-20
法玛斯,略有磨损,普通,34667,法玛斯 | 电子脉冲,131,37.1,49.35,1.33,2024-06-20
法玛斯,破损不堪,普通,871590,法玛斯 | 加州迷彩,10,36.22,38.9,1.07,2024-06-20
法玛斯,略有磨损,普通,34648,法玛斯 | 蓝巢,19,35.79,44.63,1.25,2024-06-20
法玛斯,崭新出厂,普通,871831,法玛斯 | ZX81 彩色,260,35.77,49.86,1.39,2024-06-20
法玛斯,久经沙场,普通,34666,法玛斯 | 电子脉冲,39,34.8,45.43,1.31,2024-06-20
法玛斯,破损不堪,StatTrak™,38519,法玛斯（StatTrak™） | 机械工业,10,34.6,45.65,1.32,2024-06-20
法玛斯,破损不堪,普通,34668,法玛斯 | 电子脉冲,9,34.17,56.39,1.65,2024-06-20
法玛斯,久经沙场,普通,34647,法玛斯 | 蓝巢,54,34.09,41.29,1.21,2024-06-20
法玛斯,久经沙场,StatTrak™,38530,法玛斯（StatTrak™） | 防滚架,149,33.95,50.08,1.48,2024-06-20
法玛斯,崭新出厂,普通,34699,法玛斯 | 元素轮廓,168,33.3,45.94,1.38,2024-06-20
法玛斯,破损不堪,普通,34649,法玛斯 | 蓝巢,15,32.67,44.63,1.37,2024-06-20
法玛斯,略有磨损,StatTrak™,38505,法玛斯（StatTrak™） | 厄运之喵,128,31.28,40.28,1.29,2024-06-20
法玛斯,略有磨损,StatTrak™,886636,法玛斯（StatTrak™） | 目皆转睛,208,31.1,42.82,1.38,2024-06-20
法玛斯,久经沙场,普通,34644,法玛斯 | 厄运之喵,26,30.83,39.84,1.29,2024-06-20
法玛斯,破损不堪,StatTrak™,38514,法玛斯（StatTrak™） | 死亡之舞,1,29.84,32.08,1.08,2024-06-20
法玛斯,略有磨损,普通,34686,法玛斯 | 冥界之憎,80,29.8,39.26,1.32,2024-06-20
法玛斯,略有磨损,普通,34645,法玛斯 | 厄运之喵,50,29.67,39.48,1.33,2024-06-20
法玛斯,久经沙场,StatTrak™,38534,法玛斯（StatTrak™） | 中士,42,29.44,35.92,1.22,2024-06-20
法玛斯,破损不堪,普通,34633,法玛斯 | 对比涂装,4,29.27,23.8,0.81,2024-06-20
法玛斯,略有磨损,StatTrak™,38513,法玛斯（StatTrak™） | 死亡之舞,11,28.9,38.61,1.34,2024-06-20
法玛斯,久经沙场,普通,759250,法玛斯 | 雅典娜之眼,125,28.8,38.39,1.33,2024-06-20
法玛斯,崭新出厂,StatTrak™,38521,法玛斯（StatTrak™） | 神经网,68,28.71,36.29,1.26,2024-06-20
法玛斯,略有磨损,普通,34676,法玛斯 | 中士,41,28.18,41.0,1.45,2024-06-20
法玛斯,崭新出厂,普通,871207,法玛斯 | 加州迷彩,46,27.97,34.76,1.24,2024-06-20
法玛斯,略有磨损,普通,34642,法玛斯 | 灯神,99,27.9,38.54,1.38,2024-06-20
法玛斯,战痕累累,普通,871246,法玛斯 | 加州迷彩,19,27.8,33.89,1.22,2024-06-20
法玛斯,破损不堪,普通,759252,法玛斯 | 雅典娜之眼,14,27.8,37.16,1.34,2024-06-20
法玛斯,久经沙场,普通,871204,法玛斯 | 加州迷彩,46,27.14,34.25,1.26,2024-06-20
法玛斯,略有磨损,普通,871185,法玛斯 | 加州迷彩,38,26.9,35.05,1.3,2024-06-20
法玛斯,破损不堪,StatTrak™,38536,法玛斯（StatTrak™） | 中士,14,26.84,32.66,1.22,2024-06-20
法玛斯,久经沙场,StatTrak™,38501,法玛斯（StatTrak™） | 灯神,61,26.61,38.97,1.46,2024-06-20
法玛斯,略有磨损,普通,34658,法玛斯 | 机械工业,1139,26.2,35.05,1.34,2024-06-20
法玛斯,破损不堪,StatTrak™,38532,法玛斯（StatTrak™） | 防滚架,38,24.54,38.54,1.57,2024-06-20
法玛斯,战痕累累,StatTrak™,38533,法玛斯（StatTrak™） | 中士,26,24.36,28.52,1.17,2024-06-20
法玛斯,崭新出厂,普通,34651,法玛斯 | 死亡之舞,46,24.36,31.42,1.29,2024-06-20
法玛斯,战痕累累,StatTrak™,38542,法玛斯（StatTrak™） | 元素轮廓,15,24.34,28.96,1.19,2024-06-20
法玛斯,战痕累累,StatTrak™,38510,法玛斯（StatTrak™） | 死亡之舞,13,24.15,36.72,1.52,2024-06-20
法玛斯,久经沙场,普通,34631,法玛斯 | 对比涂装,25,24.01,31.21,1.3,2024-06-20
法玛斯,略有磨损,普通,34672,法玛斯 | 防滚架,553,23.9,34.69,1.45,2024-06-20
法玛斯,久经沙场,StatTrak™,38504,法玛斯（StatTrak™） | 厄运之喵,17,23.6,35.85,1.52,2024-06-20
法玛斯,久经沙场,StatTrak™,38544,法玛斯（StatTrak™） | 元素轮廓,123,23.59,35.92,1.52,2024-06-20
法玛斯,久经沙场,StatTrak™,38512,法玛斯（StatTrak™） | 死亡之舞,20,23.51,25.33,1.08,2024-06-20
法玛斯,破损不堪,StatTrak™,38546,法玛斯（StatTrak™） | 元素轮廓,7,23.41,32.15,1.37,2024-06-20
法玛斯,破损不堪,StatTrak™,38503,法玛斯（StatTrak™） | 灯神,30,22.4,29.47,1.32,2024-06-20
法玛斯,战痕累累,普通,759248,法玛斯 | 雅典娜之眼,25,21.63,28.59,1.32,2024-06-20
法玛斯,战痕累累,StatTrak™,38528,法玛斯（StatTrak™） | 防滚架,59,21.12,30.26,1.43,2024-06-20
法玛斯,略有磨损,普通,34701,法玛斯 | 元素轮廓,302,19.9,25.84,1.3,2024-06-20
法玛斯,略有磨损,普通,34653,法玛斯 | 死亡之舞,32,19.35,23.37,1.21,2024-06-20
法玛斯,战痕累累,StatTrak™,38499,法玛斯（StatTrak™） | 灯神,35,19,25.18,1.33,2024-06-20
法玛斯,久经沙场,普通,34652,法玛斯 | 死亡之舞,42,17.9,20.32,1.14,2024-06-20
法玛斯,久经沙场,普通,34657,法玛斯 | 机械工业,877,16.98,22.5,1.33,2024-06-20
法玛斯,久经沙场,StatTrak™,871758,法玛斯（StatTrak™） | ZX81 彩色,194,16.8,24.02,1.43,2024-06-20
法玛斯,破损不堪,普通,34654,法玛斯 | 死亡之舞,10,16.6,18.8,1.13,2024-06-20
法玛斯,破损不堪,普通,34659,法玛斯 | 机械工业,26,16.56,21.12,1.28,2024-06-20
法玛斯,略有磨损,普通,886645,法玛斯 | 目皆转睛,903,16.8,22.93,1.36,2024-06-20
法玛斯,破损不堪,普通,34687,法玛斯 | 冥界之憎,13,15.68,23.51,1.5,2024-06-20
