FN57,战痕累累,纪念品,877217,FN57（纪念品） | 坠落危险,4,2699.5,436.01,0.16,2024-06-16
FN57,久经沙场,StatTrak™,38601,FN57（StatTrak™） | 霸意大名,322,2.09,2.83,1.35,2024-06-20
FN57,久经沙场,纪念品,37622,FN57（纪念品） | 暮色森林,579,2.07,2.98,1.44,2024-06-20
FN57,崭新出厂,纪念品,761418,FN57（纪念品） | 冷却剂,884,2.01,2.32,1.15,2024-06-20
FN57,战痕累累,StatTrak™,38599,FN57（StatTrak™） | 霸意大名,24,1.97,2.32,1.18,2024-06-20
FN57,略有磨损,StatTrak™,38589,FN57（StatTrak™） | 斯康里娅,137,1.94,2.61,1.35,2024-06-20
FN57,战痕累累,StatTrak™,38547,FN57（StatTrak™） | 毛细血管,29,1.74,2.1,1.21,2024-06-20
FN57,略有磨损,普通,34712,FN57 | 毛细血管,236,1.74,2.18,1.25,2024-06-20
FN57,崭新出厂,普通,34784,FN57 | 斯康里娅,150,1.7,2.9,1.71,2024-06-20
FN57,略有磨损,StatTrak™,45309,FN57（StatTrak™） | 焰色反应,344,1.62,2.47,1.52,2024-06-20
FN57,破损不堪,普通,34791,FN57 | 银白石英,21,1.52,2.47,1.62,2024-06-20
FN57,久经沙场,普通,34789,FN57 | 银白石英,327,1.48,2.03,1.37,2024-06-20
FN57,略有磨损,StatTrak™,886667,FN57（StatTrak™） | 涂鸦潦草,434,1.46,2.03,1.39,2024-06-20
FN57,略有磨损,普通,34802,FN57 | 霸意大名,414,1.45,2.03,1.4,2024-06-20
FN57,崭新出厂,普通,34775,FN57 | 橘皮涂装,108,1.43,1.89,1.32,2024-06-20
FN57,破损不堪,普通,34713,FN57 | 毛细血管,13,1.33,1.67,1.26,2024-06-20
FN57,崭新出厂,普通,886613,FN57 | 涂鸦潦草,758,1.31,1.96,1.5,2024-06-20
FN57,久经沙场,普通,34711,FN57 | 毛细血管,223,1.28,1.96,1.53,2024-06-20
FN57,破损不堪,普通,34803,FN57 | 霸意大名,13,1.01,1.38,1.37,2024-06-20
FN57,崭新出厂,普通,45383,FN57 | 焰色反应,765,1,1.67,1.67,2024-06-20
FN57,战痕累累,普通,34709,FN57 | 毛细血管,43,0.99,1.45,1.46,2024-06-20
FN57,崭新出厂,StatTrak™,871813,FN57（StatTrak™） | 同步力场,185,54.33,83.02,1.53,2024-06-20
FN57,崭新出厂,普通,34704,FN57 | 电镀青铜,78,52.08,79.32,1.52,2024-06-20
FN57,崭新出厂,StatTrak™,38582,FN57（StatTrak™） | 朝枪夕拾,103,48.9,62.92,1.29,2024-06-20
FN57,崭新出厂,StatTrak™,38577,FN57（StatTrak™） | 夜影,91,45.49,67.2,1.48,2024-06-20
FN57,崭新出厂,普通,34733,FN57 | 狩猎利器,44,45.07,69.6,1.54,2024-06-20
FN57,略有磨损,StatTrak™,38579,FN57（StatTrak™） | 夜影,58,44.82,58.64,1.31,2024-06-20
FN57,战痕累累,StatTrak™,769479,FN57（StatTrak™） | 怒氓,37,43.99,52.91,1.2,2024-06-20
FN57,略有磨损,普通,34705,FN57 | 电镀青铜,7,43.9,89.77,2.04,2024-06-20
FN57,久经沙场,StatTrak™,769262,FN57（StatTrak™） | 怒氓,103,42.72,57.91,1.36,2024-06-20
FN57,崭新出厂,普通,34724,FN57 | 铜色星系,230,42.46,56.97,1.34,2024-06-20
FN57,久经沙场,StatTrak™,38578,FN57（StatTrak™） | 夜影,62,42.06,54.29,1.29,2024-06-20
FN57,破损不堪,StatTrak™,38580,FN57（StatTrak™） | 夜影,10,39.84,61.54,1.54,2024-06-20
FN57,战痕累累,普通,871453,FN57 | 紫藤老树,8,39.78,47.9,1.2,2024-06-20
FN57,崭新出厂,StatTrak™,956666,FN57（StatTrak™） | 混合体,70,38.75,52.98,1.37,2024-06-20
FN57,略有磨损,纪念品,37628,FN57（纪念品） | 热火朝天,359,38.4,49.21,1.28,2024-06-20
FN57,略有磨损,StatTrak™,38594,FN57（StatTrak™） | 三位一体,41,37.49,48.91,1.3,2024-06-20
FN57,战痕累累,普通,34764,FN57 | 夜影,35,37.14,49.86,1.34,2024-06-20
FN57,久经沙场,StatTrak™,38562,FN57（StatTrak™） | 狩猎利器,51,36.32,46.45,1.28,2024-06-20
FN57,破损不堪,普通,871471,FN57 | 紫藤老树,11,35.79,44.56,1.25,2024-06-20
FN57,略有磨损,普通,34726,FN57 | 铜色星系,85,35.6,49.86,1.4,2024-06-20
FN57,崭新出厂,普通,871160,FN57 | 紫藤老树,98,35.4,45.87,1.3,2024-06-20
FN57,略有磨损,普通,871181,FN57 | 紫藤老树,63,35.2,46.37,1.32,2024-06-20
FN57,久经沙场,普通,871090,FN57 | 紫藤老树,37,34.9,45.21,1.3,2024-06-20
FN57,略有磨损,普通,34750,FN57 | 狂野丛林,20,34.81,48.7,1.4,2024-06-20
FN57,久经沙场,普通,34725,FN57 | 铜色星系,8,33.25,48.12,1.45,2024-06-20
FN57,略有磨损,普通,769150,FN57 | 怒氓,444,32.28,44.56,1.38,2024-06-20
FN57,战痕累累,StatTrak™,38591,FN57（StatTrak™） | 三位一体,5,31.76,36.5,1.15,2024-06-20
FN57,略有磨损,StatTrak™,871666,FN57（StatTrak™） | 同步力场,157,31.1,42.09,1.35,2024-06-20
FN57,破损不堪,StatTrak™,38564,FN57（StatTrak™） | 狩猎利器,13,29.05,40.35,1.39,2024-06-20
FN57,久经沙场,StatTrak™,38574,FN57（StatTrak™） | 耍猴把戏,258,30.4,47.1,1.55,2024-06-20
FN57,略有磨损,普通,34740,FN57 | 热火朝天,97,26.76,35.92,1.34,2024-06-20
FN57,崭新出厂,StatTrak™,773705,FN57（StatTrak™） | 好兄弟,57,26.74,37.01,1.38,2024-06-20
FN57,战痕累累,StatTrak™,38560,FN57（StatTrak™） | 狩猎利器,10,26.4,32.3,1.22,2024-06-20
FN57,久经沙场,StatTrak™,38593,FN57（StatTrak™） | 三位一体,45,25.89,34.47,1.33,2024-06-20
FN57,略有磨损,普通,34735,FN57 | 狩猎利器,74,24.4,33.09,1.36,2024-06-20
FN57,崭新出厂,普通,34793,FN57 | 三位一体,82,24.17,31.42,1.3,2024-06-20
FN57,崭新出厂,StatTrak™,38596,FN57（StatTrak™） | 都市危机,238,23.69,31.71,1.34,2024-06-20
FN57,破损不堪,StatTrak™,43918,FN57（StatTrak™） | 耍猴把戏,49,22.41,35.85,1.6,2024-06-20
FN57,略有磨损,StatTrak™,956549,FN57（StatTrak™） | 混合体,99,21.74,27.58,1.27,2024-06-20
FN57,破损不堪,StatTrak™,38595,FN57（StatTrak™） | 三位一体,6,21.6,26.42,1.22,2024-06-20
FN57,略有磨损,普通,34722,FN57 | 雇佣兵,19,21.47,27.29,1.27,2024-06-20
FN57,战痕累累,StatTrak™,38573,FN57（StatTrak™） | 耍猴把戏,38,21.27,28.59,1.34,2024-06-20
FN57,略有磨损,StatTrak™,38584,FN57（StatTrak™） | 朝枪夕拾,108,20.6,29.76,1.44,2024-06-20
FN57,崭新出厂,StatTrak™,38570,FN57（StatTrak™） | 神祗,701,19.63,25.84,1.32,2024-06-20
FN57,崭新出厂,普通,871429,FN57 | 同步力场,568,19.1,25.11,1.31,2024-06-20
FN57,略有磨损,普通,34795,FN57 | 三位一体,68,18.2,21.77,1.2,2024-06-20
FN57,破损不堪,普通,34723,FN57 | 雇佣兵,10,17.68,18.14,1.03,2024-06-20
FN57,崭新出厂,普通,34779,FN57 | 朝枪夕拾,359,17.39,21.77,1.25,2024-06-20
FN57,战痕累累,普通,34719,FN57 | 雇佣兵,22,17.36,28.88,1.66,2024-06-20
FN57,破损不堪,普通,769484,FN57 | 怒氓,25,17.3,23.51,1.36,2024-06-20
FN57,久经沙场,StatTrak™,871770,FN57（StatTrak™） | 同步力场,126,17.14,21.19,1.24,2024-06-20
FN57,久经沙场,普通,34721,FN57 | 雇佣兵,25,17.03,20.25,1.19,2024-06-20
FN57,破损不堪,StatTrak™,871972,FN57（StatTrak™） | 同步力场,14,17.01,23.51,1.38,2024-06-20
FN57,久经沙场,普通,34734,FN57 | 狩猎利器,113,15.18,21.26,1.4,2024-06-20
FN57,久经沙场,普通,769270,FN57 | 怒氓,817,14.4,19.52,1.36,2024-06-20
FN57,略有磨损,StatTrak™,38598,FN57（StatTrak™） | 都市危机,199,14.38,19.23,1.34,2024-06-20
FN57,久经沙场,普通,34794,FN57 | 三位一体,68,14.19,16.69,1.18,2024-06-20
FN57,崭新出厂,普通,34765,FN57 | 夜影,78,14.13,19.38,1.37,2024-06-20
FN57,破损不堪,普通,34796,FN57 | 三位一体,8,14.11,18.51,1.31,2024-06-20
FN57,崭新出厂,普通,956528,FN57 | 混合体,165,14.09,19.16,1.36,2024-06-20
FN57,崭新出厂,StatTrak™,38600,FN57（StatTrak™） | 霸意大名,134,14.07,21.34,1.52,2024-06-20
FN57,破损不堪,普通,34736,FN57 | 狩猎利器,66,14,19.59,1.4,2024-06-20
FN57,久经沙场,纪念品,37627,FN57（纪念品） | 热火朝天,354,13.99,17.85,1.28,2024-06-20
FN57,久经沙场,普通,34739,FN57 | 热火朝天,34,13.35,21.7,1.63,2024-06-20
FN57,略有磨损,StatTrak™,773744,FN57（StatTrak™） | 好兄弟,72,13.14,18.14,1.38,2024-06-20
FN57,久经沙场,StatTrak™,38571,FN57（StatTrak™） | 神祗,106,13.03,18.43,1.41,2024-06-20
FN57,战痕累累,普通,34737,FN57 | 热火朝天,11,13,16.84,1.3,2024-06-20
FN57,破损不堪,普通,34741,FN57 | 热火朝天,13,12.99,15.02,1.16,2024-06-20
FN57,略有磨损,纪念品,37633,FN57（纪念品） | 橘皮涂装,97,12.88,18.0,1.4,2024-06-20
FN57,久经沙场,普通,34756,FN57 | 耍猴把戏,1081,12.88,17.2,1.34,2024-06-20
FN57,略有磨损,StatTrak™,38572,FN57（StatTrak™） | 神祗,609,12.87,18.36,1.43,2024-06-20
FN57,战痕累累,普通,34747,FN57 | 狂野丛林,11,12.78,13.64,1.07,2024-06-20
FN57,久经沙场,StatTrak™,956588,FN57（StatTrak™） | 混合体,100,12.58,16.4,1.3,2024-06-20
FN57,战痕累累,普通,34792,FN57 | 三位一体,17,12.4,15.24,1.23,2024-06-20
FN57,略有磨损,普通,34767,FN57 | 夜影,26,12.39,17.56,1.42,2024-06-20
FN57,略有磨损,普通,871435,FN57 | 同步力场,570,11.9,16.26,1.37,2024-06-20
FN57,战痕累累,普通,769418,FN57 | 怒氓,62,11.89,16.26,1.37,2024-06-20
FN57,破损不堪,普通,34768,FN57 | 夜影,11,11.57,24.38,2.11,2024-06-20
FN57,久经沙场,普通,34766,FN57 | 夜影,27,11.37,15.68,1.38,2024-06-20
FN57,久经沙场,StatTrak™,38583,FN57（StatTrak™） | 朝枪夕拾,90,11.3,14.15,1.25,2024-06-20
FN57,久经沙场,普通,34801,FN57 | 霸意大名,332,0.95,1.52,1.6,2024-06-20
FN57,破损不堪,StatTrak™,45423,FN57（StatTrak™） | 焰色反应,37,0.87,1.38,1.59,2024-06-20
FN57,战痕累累,普通,34800,FN57 | 霸意大名,32,0.84,1.09,1.3,2024-06-20
FN57,久经沙场,StatTrak™,38588,FN57（StatTrak™） | 斯康里娅,142,0.73,0.94,1.29,2024-06-20
FN57,战痕累累,StatTrak™,886990,FN57（StatTrak™） | 涂鸦潦草,189,0.7,0.94,1.34,2024-06-20
FN57,破损不堪,纪念品,877183,FN57（纪念品） | 紫藤老树,20,0.69,0.8,1.16,2024-06-20
FN57,略有磨损,纪念品,761428,FN57（纪念品） | 冷却剂,645,0.69,0.94,1.36,2024-06-20
FN57,略有磨损,纪念品,877130,FN57（纪念品） | 紫藤老树,226,0.65,0.94,1.45,2024-06-20
FN57,略有磨损,普通,33830,FN57 | 橘皮涂装,317,0.63,0.87,1.38,2024-06-20
FN57,崭新出厂,普通,34728,FN57 | 暮色森林,71,0.6,0.73,1.22,2024-06-20
FN57,破损不堪,StatTrak™,887019,FN57（StatTrak™） | 涂鸦潦草,175,0.58,0.8,1.38,2024-06-20
FN57,战痕累累,StatTrak™,38586,FN57（StatTrak™） | 斯康里娅,46,0.57,0.8,1.4,2024-06-20
FN57,久经沙场,StatTrak™,886982,FN57（StatTrak™） | 涂鸦潦草,585,0.57,0.94,1.65,2024-06-20
FN57,久经沙场,StatTrak™,45308,FN57（StatTrak™） | 焰色反应,581,0.56,0.94,1.68,2024-06-20
FN57,略有磨损,普通,34786,FN57 | 斯康里娅,328,0.55,0.87,1.58,2024-06-20
FN57,战痕累累,StatTrak™,45306,FN57（StatTrak™） | 焰色反应,71,0.54,0.87,1.61,2024-06-20
FN57,破损不堪,StatTrak™,38590,FN57（StatTrak™） | 斯康里娅,47,0.52,0.8,1.54,2024-06-20
FN57,略有磨损,普通,45254,FN57 | 焰色反应,628,0.48,0.87,1.81,2024-06-20
FN57,略有磨损,普通,886631,FN57 | 涂鸦潦草,1302,0.44,0.73,1.66,2024-06-20
FN57,久经沙场,普通,34785,FN57 | 斯康里娅,104,0.43,0.87,2.02,2024-06-20
FN57,战痕累累,普通,34783,FN57 | 斯康里娅,72,0.4,0.73,1.82,2024-06-20
FN57,久经沙场,普通,34776,FN57 | 橘皮涂装,526,0.38,0.65,1.71,2024-06-20
FN57,破损不堪,纪念品,761502,FN57（纪念品） | 冷却剂,99,0.37,0.58,1.57,2024-06-20
FN57,战痕累累,纪念品,877181,FN57（纪念品） | 紫藤老树,29,0.33,0.73,2.21,2024-06-20
FN57,战痕累累,纪念品,761443,FN57（纪念品） | 冷却剂,60,0.33,0.58,1.76,2024-06-20
FN57,破损不堪,普通,34787,FN57 | 斯康里娅,84,0.32,0.73,2.28,2024-06-20
FN57,破损不堪,普通,34777,FN57 | 橘皮涂装,55,0.32,0.58,1.81,2024-06-20
FN57,久经沙场,纪念品,877153,FN57（纪念品） | 紫藤老树,729,0.25,0.44,1.76,2024-06-20
FN57,久经沙场,普通,45253,FN57 | 焰色反应,1162,0.25,0.58,2.32,2024-06-20
FN57,战痕累累,普通,34774,FN57 | 橘皮涂装,131,0.25,0.44,1.76,2024-06-20
FN57,久经沙场,纪念品,761444,FN57（纪念品） | 冷却剂,1358,0.24,0.44,1.83,2024-06-20
FN57,战痕累累,普通,886693,FN57 | 涂鸦潦草,772,0.23,0.44,1.91,2024-06-20
FN57,破损不堪,普通,45255,FN57 | 焰色反应,43,0.22,0.51,2.32,2024-06-20
FN57,久经沙场,普通,886612,FN57 | 涂鸦潦草,1735,0.22,0.44,2.0,2024-06-20
FN57,战痕累累,普通,45252,FN57 | 焰色反应,101,0.21,0.44,2.1,2024-06-20
FN57,破损不堪,普通,886659,FN57 | 涂鸦潦草,493,0.18,0.44,2.44,2024-06-20
FN57,崭新出厂,普通,762065,FN57 | 冷却剂,2699,0.16,0.36,2.25,2024-06-20
FN57,略有磨损,普通,762089,FN57 | 冷却剂,896,0.08,0.22,2.75,2024-06-20
FN57,略有磨损,普通,34730,FN57 | 暮色森林,442,0.07,0.29,4.14,2024-06-20
FN57,久经沙场,普通,34729,FN57 | 暮色森林,1069,0.06,0.29,4.83,2024-06-20
FN57,久经沙场,普通,762054,FN57 | 冷却剂,3118,0.05,0.22,4.4,2024-06-20
FN57,破损不堪,普通,34731,FN57 | 暮色森林,108,0.05,0.22,4.4,2024-06-20
FN57,战痕累累,普通,34727,FN57 | 暮色森林,190,0.05,0.22,4.4,2024-06-20
FN57,战痕累累,普通,762114,FN57 | 冷却剂,201,0.04,0.22,5.5,2024-06-20
FN57,破损不堪,普通,762052,FN57 | 冷却剂,130,0.04,0.22,5.5,2024-06-20
FN57,久经沙场,普通,34801,FN57 | 霸意大名,332,0.95,1.38,1.45,2024-06-20
FN57,破损不堪,StatTrak™,45423,FN57（StatTrak™） | 焰色反应,37,0.87,1.38,1.59,2024-06-20
FN57,战痕累累,普通,34800,FN57 | 霸意大名,32,0.84,1.09,1.3,2024-06-20
FN57,久经沙场,StatTrak™,38588,FN57（StatTrak™） | 斯康里娅,142,0.73,0.94,1.29,2024-06-20
FN57,战痕累累,StatTrak™,886990,FN57（StatTrak™） | 涂鸦潦草,189,0.7,0.94,1.34,2024-06-20
FN57,破损不堪,纪念品,877183,FN57（纪念品） | 紫藤老树,20,0.69,0.8,1.16,2024-06-20
FN57,略有磨损,纪念品,761428,FN57（纪念品） | 冷却剂,645,0.69,0.94,1.36,2024-06-20
FN57,略有磨损,纪念品,877130,FN57（纪念品） | 紫藤老树,226,0.65,0.94,1.45,2024-06-20
FN57,略有磨损,普通,33830,FN57 | 橘皮涂装,317,0.63,0.87,1.38,2024-06-20
FN57,崭新出厂,普通,34728,FN57 | 暮色森林,71,0.6,0.73,1.22,2024-06-20
FN57,破损不堪,StatTrak™,887019,FN57（StatTrak™） | 涂鸦潦草,175,0.58,0.8,1.38,2024-06-20
FN57,战痕累累,StatTrak™,38586,FN57（StatTrak™） | 斯康里娅,46,0.57,0.8,1.4,2024-06-20
FN57,久经沙场,StatTrak™,886982,FN57（StatTrak™） | 涂鸦潦草,585,0.57,0.94,1.65,2024-06-20
FN57,久经沙场,StatTrak™,45308,FN57（StatTrak™） | 焰色反应,581,0.56,0.94,1.68,2024-06-20
FN57,略有磨损,普通,34786,FN57 | 斯康里娅,328,0.55,0.87,1.58,2024-06-20
FN57,战痕累累,StatTrak™,45306,FN57（StatTrak™） | 焰色反应,71,0.54,0.87,1.61,2024-06-20
FN57,破损不堪,StatTrak™,38590,FN57（StatTrak™） | 斯康里娅,47,0.52,0.8,1.54,2024-06-20
FN57,略有磨损,普通,45254,FN57 | 焰色反应,628,0.48,0.87,1.81,2024-06-20
FN57,略有磨损,普通,886631,FN57 | 涂鸦潦草,1302,0.44,0.73,1.66,2024-06-20
FN57,久经沙场,普通,34785,FN57 | 斯康里娅,104,0.43,0.87,2.02,2024-06-20
FN57,战痕累累,普通,34783,FN57 | 斯康里娅,72,0.4,0.73,1.82,2024-06-20
FN57,久经沙场,普通,34776,FN57 | 橘皮涂装,526,0.38,0.65,1.71,2024-06-20
FN57,破损不堪,纪念品,761502,FN57（纪念品） | 冷却剂,99,0.37,0.58,1.57,2024-06-20
FN57,战痕累累,纪念品,877181,FN57（纪念品） | 紫藤老树,29,0.33,0.73,2.21,2024-06-20
FN57,战痕累累,纪念品,761443,FN57（纪念品） | 冷却剂,60,0.33,0.58,1.76,2024-06-20
FN57,破损不堪,普通,34787,FN57 | 斯康里娅,84,0.32,0.73,2.28,2024-06-20
FN57,破损不堪,普通,34777,FN57 | 橘皮涂装,55,0.32,0.58,1.81,2024-06-20
FN57,久经沙场,纪念品,877153,FN57（纪念品） | 紫藤老树,729,0.25,0.44,1.76,2024-06-20
FN57,久经沙场,普通,45253,FN57 | 焰色反应,1162,0.25,0.58,2.32,2024-06-20
FN57,战痕累累,普通,34774,FN57 | 橘皮涂装,131,0.25,0.44,1.76,2024-06-20
FN57,久经沙场,纪念品,761444,FN57（纪念品） | 冷却剂,1358,0.24,0.44,1.83,2024-06-20
FN57,战痕累累,普通,886693,FN57 | 涂鸦潦草,772,0.23,0.44,1.91,2024-06-20
FN57,破损不堪,普通,45255,FN57 | 焰色反应,43,0.22,0.51,2.32,2024-06-20
FN57,久经沙场,普通,886612,FN57 | 涂鸦潦草,1735,0.22,0.44,2.0,2024-06-20
FN57,战痕累累,普通,45252,FN57 | 焰色反应,101,0.21,0.44,2.1,2024-06-20
FN57,破损不堪,普通,886659,FN57 | 涂鸦潦草,493,0.18,0.44,2.44,2024-06-20
FN57,崭新出厂,普通,762065,FN57 | 冷却剂,2699,0.16,0.36,2.25,2024-06-20
FN57,略有磨损,普通,762089,FN57 | 冷却剂,896,0.08,0.22,2.75,2024-06-20
FN57,略有磨损,普通,34730,FN57 | 暮色森林,442,0.07,0.29,4.14,2024-06-20
FN57,久经沙场,普通,34729,FN57 | 暮色森林,1069,0.06,0.29,4.83,2024-06-20
FN57,久经沙场,普通,762054,FN57 | 冷却剂,3118,0.05,0.22,4.4,2024-06-20
FN57,破损不堪,普通,34731,FN57 | 暮色森林,108,0.05,0.22,4.4,2024-06-20
FN57,战痕累累,普通,34727,FN57 | 暮色森林,190,0.05,0.22,4.4,2024-06-20
FN57,战痕累累,普通,762114,FN57 | 冷却剂,201,0.04,0.22,5.5,2024-06-20
FN57,破损不堪,普通,762052,FN57 | 冷却剂,130,0.04,0.22,5.5,2024-06-20
FN57,久经沙场,普通,34801,FN57 | 霸意大名,332,0.95,1.38,1.45,2024-06-20
FN57,破损不堪,StatTrak™,45423,FN57（StatTrak™） | 焰色反应,37,0.87,1.38,1.59,2024-06-20
FN57,战痕累累,普通,34800,FN57 | 霸意大名,32,0.84,1.09,1.3,2024-06-20
FN57,久经沙场,StatTrak™,38588,FN57（StatTrak™） | 斯康里娅,142,0.73,0.94,1.29,2024-06-20
FN57,战痕累累,StatTrak™,886990,FN57（StatTrak™） | 涂鸦潦草,189,0.7,0.94,1.34,2024-06-20
FN57,破损不堪,纪念品,877183,FN57（纪念品） | 紫藤老树,20,0.69,0.8,1.16,2024-06-20
FN57,略有磨损,纪念品,761428,FN57（纪念品） | 冷却剂,645,0.69,0.94,1.36,2024-06-20
FN57,略有磨损,纪念品,877130,FN57（纪念品） | 紫藤老树,226,0.65,0.94,1.45,2024-06-20
FN57,略有磨损,普通,33830,FN57 | 橘皮涂装,317,0.63,0.87,1.38,2024-06-20
FN57,崭新出厂,普通,34728,FN57 | 暮色森林,71,0.6,0.73,1.22,2024-06-20
FN57,破损不堪,StatTrak™,887019,FN57（StatTrak™） | 涂鸦潦草,175,0.58,0.8,1.38,2024-06-20
FN57,战痕累累,StatTrak™,38586,FN57（StatTrak™） | 斯康里娅,46,0.57,0.8,1.4,2024-06-20
FN57,久经沙场,StatTrak™,886982,FN57（StatTrak™） | 涂鸦潦草,585,0.57,0.94,1.65,2024-06-20
FN57,久经沙场,StatTrak™,45308,FN57（StatTrak™） | 焰色反应,581,0.56,0.94,1.68,2024-06-20
FN57,略有磨损,普通,34786,FN57 | 斯康里娅,328,0.55,0.87,1.58,2024-06-20
FN57,战痕累累,StatTrak™,45306,FN57（StatTrak™） | 焰色反应,71,0.54,0.87,1.61,2024-06-20
FN57,破损不堪,StatTrak™,38590,FN57（StatTrak™） | 斯康里娅,47,0.52,0.8,1.54,2024-06-20
FN57,略有磨损,普通,45254,FN57 | 焰色反应,628,0.48,0.87,1.81,2024-06-20
FN57,略有磨损,普通,886631,FN57 | 涂鸦潦草,1302,0.44,0.73,1.66,2024-06-20
FN57,久经沙场,普通,34785,FN57 | 斯康里娅,104,0.43,0.87,2.02,2024-06-20
FN57,战痕累累,普通,34783,FN57 | 斯康里娅,72,0.4,0.73,1.82,2024-06-20
FN57,久经沙场,普通,34776,FN57 | 橘皮涂装,526,0.38,0.65,1.71,2024-06-20
FN57,破损不堪,纪念品,761502,FN57（纪念品） | 冷却剂,99,0.37,0.58,1.57,2024-06-20
FN57,战痕累累,纪念品,877181,FN57（纪念品） | 紫藤老树,29,0.33,0.73,2.21,2024-06-20
FN57,战痕累累,纪念品,761443,FN57（纪念品） | 冷却剂,60,0.33,0.58,1.76,2024-06-20
FN57,破损不堪,普通,34787,FN57 | 斯康里娅,84,0.32,0.73,2.28,2024-06-20
FN57,破损不堪,普通,34777,FN57 | 橘皮涂装,55,0.32,0.58,1.81,2024-06-20
FN57,久经沙场,纪念品,877153,FN57（纪念品） | 紫藤老树,729,0.25,0.44,1.76,2024-06-20
FN57,久经沙场,普通,45253,FN57 | 焰色反应,1162,0.25,0.58,2.32,2024-06-20
FN57,战痕累累,普通,34774,FN57 | 橘皮涂装,131,0.25,0.44,1.76,2024-06-20
FN57,久经沙场,纪念品,761444,FN57（纪念品） | 冷却剂,1358,0.24,0.44,1.83,2024-06-20
FN57,战痕累累,普通,886693,FN57 | 涂鸦潦草,772,0.23,0.44,1.91,2024-06-20
FN57,破损不堪,普通,45255,FN57 | 焰色反应,43,0.22,0.51,2.32,2024-06-20
FN57,久经沙场,普通,886612,FN57 | 涂鸦潦草,1735,0.22,0.44,2.0,2024-06-20
FN57,战痕累累,普通,45252,FN57 | 焰色反应,101,0.21,0.44,2.1,2024-06-20
FN57,破损不堪,普通,886659,FN57 | 涂鸦潦草,493,0.18,0.44,2.44,2024-06-20
FN57,崭新出厂,普通,762065,FN57 | 冷却剂,2699,0.16,0.36,2.25,2024-06-20
FN57,略有磨损,普通,762089,FN57 | 冷却剂,896,0.08,0.22,2.75,2024-06-20
FN57,略有磨损,普通,34730,FN57 | 暮色森林,442,0.07,0.29,4.14,2024-06-20
FN57,久经沙场,普通,34729,FN57 | 暮色森林,1069,0.06,0.29,4.83,2024-06-20
FN57,久经沙场,普通,762054,FN57 | 冷却剂,3118,0.05,0.22,4.4,2024-06-20
FN57,破损不堪,普通,34731,FN57 | 暮色森林,108,0.05,0.22,4.4,2024-06-20
FN57,战痕累累,普通,34727,FN57 | 暮色森林,190,0.05,0.22,4.4,2024-06-20
FN57,战痕累累,普通,762114,FN57 | 冷却剂,201,0.04,0.22,5.5,2024-06-20
FN57,破损不堪,普通,762052,FN57 | 冷却剂,130,0.04,0.22,5.5,2024-06-20
