G3SG1,战痕累累,纪念品,37658,G3SG1（纪念品） | 多变迷彩,3,4565.39,1815.01,0.4,2024-06-16
G3SG1,久经沙场,StatTrak™,763384,G3SG1（StatTrak™） | 净化者,143,5.14,6.89,1.34,2024-06-20
G3SG1,破损不堪,普通,775272,G3SG1 | 黑砂,22,5.05,8.42,1.67,2024-06-20
G3SG1,崭新出厂,StatTrak™,38638,G3SG1（StatTrak™） | 通风机,115,5,7.33,1.47,2024-06-20
G3SG1,久经沙场,普通,835398,G3SG1 | 血腥迷彩,85,5.09,7.26,1.43,2024-06-20
G3SG1,战痕累累,StatTrak™,774983,G3SG1（StatTrak™） | 黑砂,22,4.83,4.5,0.93,2024-06-20
G3SG1,战痕累累,StatTrak™,763471,G3SG1（StatTrak™） | 净化者,21,4.82,6.82,1.41,2024-06-20
G3SG1,战痕累累,普通,835396,G3SG1 | 血腥迷彩,63,4.56,5.88,1.29,2024-06-20
G3SG1,久经沙场,StatTrak™,775906,G3SG1（StatTrak™） | 黑砂,34,4.49,6.02,1.34,2024-06-20
G3SG1,略有磨损,普通,763364,G3SG1 | 净化者,225,4.49,5.95,1.33,2024-06-20
G3SG1,久经沙场,普通,759254,G3SG1 | 公海,301,4.39,6.17,1.41,2024-06-20
G3SG1,战痕累累,StatTrak™,871416,G3SG1（StatTrak™） | 特训地图,7,4.29,3.7,0.86,2024-06-20
G3SG1,破损不堪,普通,759256,G3SG1 | 公海,35,4.08,5.52,1.35,2024-06-20
G3SG1,久经沙场,StatTrak™,38632,G3SG1（StatTrak™） | 毒刺,50,4.08,5.37,1.32,2024-06-20
G3SG1,崭新出厂,普通,34849,G3SG1 | 黑暗豹纹,109,4.06,5.81,1.43,2024-06-20
G3SG1,战痕累累,StatTrak™,38630,G3SG1（StatTrak™） | 毒刺,14,3.98,5.37,1.35,2024-06-20
G3SG1,略有磨损,普通,774819,G3SG1 | 黑砂,133,3.89,5.59,1.44,2024-06-20
G3SG1,破损不堪,StatTrak™,38634,G3SG1（StatTrak™） | 毒刺,13,3.79,5.3,1.4,2024-06-20
G3SG1,战痕累累,普通,759204,G3SG1 | 公海,98,3.7,4.64,1.25,2024-06-20
G3SG1,久经沙场,普通,871269,G3SG1 | 特训地图,118,3.59,5.08,1.42,2024-06-20
G3SG1,略有磨损,普通,34875,G3SG1 | 毒刺,227,3.44,4.79,1.39,2024-06-20
G3SG1,略有磨损,普通,34851,G3SG1 | 黑暗豹纹,74,3.29,4.14,1.26,2024-06-20
G3SG1,久经沙场,StatTrak™,835630,G3SG1（StatTrak™） | 血腥迷彩,101,3.18,4.28,1.35,2024-06-20
G3SG1,破损不堪,普通,871682,G3SG1 | 特训地图,7,3.15,4.57,1.45,2024-06-20
G3SG1,战痕累累,纪念品,37648,G3SG1（纪念品） | 极地迷彩,80,3.09,3.85,1.25,2024-06-20
G3SG1,久经沙场,普通,763331,G3SG1 | 净化者,246,2.94,4.14,1.41,2024-06-20
G3SG1,久经沙场,普通,774997,G3SG1 | 黑砂,95,2.8,3.99,1.43,2024-06-20
G3SG1,略有磨损,普通,886628,G3SG1 | 梦之林地,645,2.79,3.77,1.35,2024-06-20
G3SG1,久经沙场,普通,34850,G3SG1 | 黑暗豹纹,26,2.78,4.14,1.49,2024-06-20
G3SG1,战痕累累,StatTrak™,835598,G3SG1（StatTrak™） | 血腥迷彩,26,2.77,3.63,1.31,2024-06-20
G3SG1,破损不堪,纪念品,877198,G3SG1（纪念品） | 碧藤青翠,30,2.72,1.81,0.67,2024-06-20
G3SG1,略有磨损,StatTrak™,38628,G3SG1（StatTrak™） | 橙光冲击,80,2.65,4.21,1.59,2024-06-20
G3SG1,破损不堪,普通,763351,G3SG1 | 净化者,40,2.59,3.41,1.32,2024-06-20
G3SG1,战痕累累,普通,871347,G3SG1 | 特训地图,24,2.46,3.92,1.59,2024-06-20
G3SG1,破损不堪,StatTrak™,835604,G3SG1（StatTrak™） | 血腥迷彩,24,2.31,4.28,1.85,2024-06-20
G3SG1,战痕累累,普通,763308,G3SG1 | 净化者,132,2.29,3.05,1.33,2024-06-20
G3SG1,略有磨损,纪念品,37641,G3SG1（纪念品） | 沙漠风暴,176,2.27,2.54,1.12,2024-06-20
G3SG1,久经沙场,StatTrak™,887032,G3SG1（StatTrak™） | 梦之林地,393,2.18,3.12,1.43,2024-06-20
G3SG1,战痕累累,普通,775245,G3SG1 | 黑砂,83,2.14,3.34,1.56,2024-06-20
G3SG1,久经沙场,纪念品,37650,G3SG1（纪念品） | 极地迷彩,587,2.09,2.98,1.43,2024-06-20
G3SG1,破损不堪,StatTrak™,887038,G3SG1（StatTrak™） | 梦之林地,78,1.99,2.98,1.5,2024-06-20
G3SG1,战痕累累,StatTrak™,887047,G3SG1（StatTrak™） | 梦之林地,67,1.93,2.9,1.5,2024-06-20
G3SG1,崭新出厂,纪念品,877203,G3SG1（纪念品） | 碧藤青翠,182,1.8,2.61,1.45,2024-06-20
G3SG1,崭新出厂,纪念品,877050,G3SG1（纪念品） | 远古仪式,78,1.8,2.03,1.13,2024-06-20
G3SG1,久经沙场,普通,34874,G3SG1 | 毒刺,254,1.77,2.69,1.52,2024-06-20
G3SG1,破损不堪,普通,34876,G3SG1 | 毒刺,22,1.76,2.47,1.4,2024-06-20
G3SG1,略有磨损,StatTrak™,38640,G3SG1（StatTrak™） | 通风机,101,1.73,2.32,1.34,2024-06-20
G3SG1,战痕累累,普通,34872,G3SG1 | 毒刺,34,1.66,2.47,1.49,2024-06-20
G3SG1,崭新出厂,普通,34886,G3SG1 | 通风机,190,1.58,1.67,1.06,2024-06-20
G3SG1,略有磨损,StatTrak™,38620,G3SG1（StatTrak™） | 猎人,95,1.56,2.32,1.49,2024-06-20
G3SG1,破损不堪,纪念品,37642,G3SG1（纪念品） | 沙漠风暴,37,1.48,1.89,1.28,2024-06-20
G3SG1,崭新出厂,普通,34840,G3SG1 | 猎人,116,1.48,2.25,1.52,2024-06-20
G3SG1,破损不堪,StatTrak™,38629,G3SG1（StatTrak™） | 橙光冲击,13,1.41,1.45,1.03,2024-06-20
G3SG1,略有磨损,纪念品,37656,G3SG1（纪念品） | 狩猎网格,206,1.39,2.03,1.46,2024-06-20
G3SG1,崭新出厂,普通,34853,G3SG1 | 橙光冲击,286,1.35,1.89,1.4,2024-06-20
G3SG1,久经沙场,普通,886679,G3SG1 | 梦之林地,1529,1.32,1.74,1.32,2024-06-20
G3SG1,战痕累累,普通,886988,G3SG1 | 梦之林地,272,1.21,1.74,1.44,2024-06-20
G3SG1,破损不堪,普通,886979,G3SG1 | 梦之林地,488,1.2,1.74,1.45,2024-06-20
G3SG1,战痕累累,纪念品,37653,G3SG1（纪念品） | 狩猎网格,93,1.14,1.52,1.33,2024-06-20
G3SG1,破损不堪,纪念品,37657,G3SG1（纪念品） | 狩猎网格,62,1.12,1.16,1.04,2024-06-20
G3SG1,战痕累累,纪念品,37638,G3SG1（纪念品） | 沙漠风暴,102,1,1.31,1.31,2024-06-20
G3SG1,战痕累累,StatTrak™,38625,G3SG1（StatTrak™） | 橙光冲击,27,0.91,1.67,1.84,2024-06-20
G3SG1,略有磨损,纪念品,877178,G3SG1（纪念品） | 碧藤青翠,94,0.88,1.23,1.4,2024-06-20
G3SG1,久经沙场,StatTrak™,38627,G3SG1（StatTrak™） | 橙光冲击,114,0.85,1.31,1.54,2024-06-20
G3SG1,破损不堪,StatTrak™,38641,G3SG1（StatTrak™） | 通风机,11,0.74,1.09,1.47,2024-06-20
G3SG1,崭新出厂,普通,34863,G3SG1 | 极地迷彩,205,0.71,0.94,1.32,2024-06-20
G3SG1,久经沙场,StatTrak™,38619,G3SG1（StatTrak™） | 猎人,116,0.71,1.09,1.54,2024-06-20
G3SG1,久经沙场,纪念品,37655,G3SG1（纪念品） | 狩猎网格,453,0.7,0.94,1.34,2024-06-20
G3SG1,略有磨损,普通,34842,G3SG1 | 猎人,182,0.72,1.02,1.42,2024-06-20
G3SG1,崭新出厂,普通,34836,G3SG1 | 绿苹果,1306,0.79,1.09,1.38,2024-06-20
G3SG1,久经沙场,StatTrak™,38639,G3SG1（StatTrak™） | 通风机,128,0.67,1.09,1.63,2024-06-20
G3SG1,略有磨损,普通,34855,G3SG1 | 橙光冲击,283,0.67,0.94,1.4,2024-06-20
G3SG1,久经沙场,纪念品,37640,G3SG1（纪念品） | 沙漠风暴,369,0.65,0.87,1.34,2024-06-20
G3SG1,略有磨损,普通,34888,G3SG1 | 通风机,235,0.61,0.87,1.43,2024-06-20
G3SG1,破损不堪,纪念品,877034,G3SG1（纪念品） | 远古仪式,24,0.59,0.94,1.59,2024-06-20
G3SG1,崭新出厂,普通,34882,G3SG1 | 多变迷彩,277,0.56,0.8,1.43,2024-06-20
G3SG1,战痕累累,纪念品,877190,G3SG1（纪念品） | 碧藤青翠,25,0.55,1.02,1.85,2024-06-20
G3SG1,战痕累累,StatTrak™,38617,G3SG1（StatTrak™） | 猎人,44,0.55,0.87,1.58,2024-06-20
G3SG1,破损不堪,StatTrak™,38621,G3SG1（StatTrak™） | 猎人,36,0.53,0.87,1.64,2024-06-20
G3SG1,略有磨损,普通,34838,G3SG1 | 绿苹果,815,0.56,0.8,1.43,2024-06-20
G3SG1,久经沙场,普通,34887,G3SG1 | 通风机,202,0.47,0.8,1.7,2024-06-20
G3SG1,破损不堪,普通,34889,G3SG1 | 通风机,22,0.46,0.8,1.74,2024-06-20
G3SG1,破损不堪,普通,34856,G3SG1 | 橙光冲击,48,0.46,0.87,1.89,2024-06-20
G3SG1,崭新出厂,普通,34845,G3SG1 | 丛林虚线,133,0.46,0.58,1.26,2024-06-20
G3SG1,崭新出厂,普通,34827,G3SG1 | 沙漠风暴,142,0.46,0.58,1.26,2024-06-20
G3SG1,久经沙场,纪念品,877142,G3SG1（纪念品） | 碧藤青翠,148,0.45,0.87,1.93,2024-06-20
G3SG1,久经沙场,普通,34837,G3SG1 | 绿苹果,144,0.45,0.65,1.44,2024-06-20
G3SG1,略有磨损,纪念品,877039,G3SG1（纪念品） | 远古仪式,163,0.44,0.58,1.32,2024-06-20
G3SG1,略有磨损,普通,34884,G3SG1 | 多变迷彩,215,0.43,0.58,1.35,2024-06-20
G3SG1,久经沙场,普通,34854,G3SG1 | 橙光冲击,174,0.44,0.8,1.82,2024-06-20
G3SG1,久经沙场,普通,34841,G3SG1 | 猎人,203,0.4,0.65,1.62,2024-06-20
G3SG1,战痕累累,普通,34852,G3SG1 | 橙光冲击,26,0.38,0.65,1.71,2024-06-20
G3SG1,破损不堪,普通,34885,G3SG1 | 多变迷彩,38,0.3,0.51,1.7,2024-06-20
G3SG1,久经沙场,普通,34883,G3SG1 | 多变迷彩,425,0.3,0.51,1.7,2024-06-20
G3SG1,战痕累累,普通,34881,G3SG1 | 多变迷彩,48,0.3,0.44,1.47,2024-06-20
G3SG1,破损不堪,普通,34843,G3SG1 | 猎人,81,0.23,0.51,2.22,2024-06-20
G3SG1,战痕累累,普通,34839,G3SG1 | 猎人,100,0.22,0.44,2.0,2024-06-20
G3SG1,久经沙场,纪念品,877027,G3SG1（纪念品） | 远古仪式,209,0.21,0.29,1.38,2024-06-20
G3SG1,战痕累累,纪念品,877010,G3SG1（纪念品） | 远古仪式,70,0.17,0.29,1.71,2024-06-20
G3SG1,略有磨损,普通,34865,G3SG1 | 极地迷彩,675,0.1,0.29,2.9,2024-06-20
G3SG1,久经沙场,普通,34864,G3SG1 | 极地迷彩,1064,0.06,0.29,4.83,2024-06-20
G3SG1,略有磨损,普通,34829,G3SG1 | 沙漠风暴,354,0.06,0.22,3.67,2024-06-20
G3SG1,破损不堪,普通,34866,G3SG1 | 极地迷彩,138,0.05,0.22,4.4,2024-06-20
G3SG1,战痕累累,普通,34862,G3SG1 | 极地迷彩,177,0.05,0.22,4.4,2024-06-20
G3SG1,略有磨损,普通,34847,G3SG1 | 丛林虚线,520,0.05,0.22,4.4,2024-06-20
G3SG1,战痕累累,普通,34844,G3SG1 | 丛林虚线,287,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34830,G3SG1 | 沙漠风暴,246,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34828,G3SG1 | 沙漠风暴,929,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34848,G3SG1 | 丛林虚线,134,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34846,G3SG1 | 丛林虚线,1512,0.03,0.22,7.33,2024-06-20
G3SG1,战痕累累,普通,34826,G3SG1 | 沙漠风暴,176,0.03,0.22,7.33,2024-06-20
G3SG1,战痕累累,StatTrak™,887047,G3SG1（StatTrak™） | 梦之林地,67,1.93,2.9,1.5,2024-06-20
G3SG1,崭新出厂,纪念品,877203,G3SG1（纪念品） | 碧藤青翠,182,1.8,2.61,1.45,2024-06-20
G3SG1,崭新出厂,纪念品,877050,G3SG1（纪念品） | 远古仪式,78,1.8,2.03,1.13,2024-06-20
G3SG1,久经沙场,普通,34874,G3SG1 | 毒刺,254,1.77,2.69,1.52,2024-06-20
G3SG1,破损不堪,普通,34876,G3SG1 | 毒刺,22,1.76,2.47,1.4,2024-06-20
G3SG1,略有磨损,StatTrak™,38640,G3SG1（StatTrak™） | 通风机,101,1.73,2.32,1.34,2024-06-20
G3SG1,战痕累累,普通,34872,G3SG1 | 毒刺,34,1.66,2.47,1.49,2024-06-20
G3SG1,崭新出厂,普通,34886,G3SG1 | 通风机,190,1.58,1.67,1.06,2024-06-20
G3SG1,略有磨损,StatTrak™,38620,G3SG1（StatTrak™） | 猎人,95,1.56,2.32,1.49,2024-06-20
G3SG1,破损不堪,纪念品,37642,G3SG1（纪念品） | 沙漠风暴,37,1.48,1.89,1.28,2024-06-20
G3SG1,崭新出厂,普通,34840,G3SG1 | 猎人,116,1.48,2.25,1.52,2024-06-20
G3SG1,破损不堪,StatTrak™,38629,G3SG1（StatTrak™） | 橙光冲击,13,1.41,1.45,1.03,2024-06-20
G3SG1,略有磨损,纪念品,37656,G3SG1（纪念品） | 狩猎网格,206,1.39,2.03,1.46,2024-06-20
G3SG1,崭新出厂,普通,34853,G3SG1 | 橙光冲击,286,1.35,1.89,1.4,2024-06-20
G3SG1,久经沙场,普通,886679,G3SG1 | 梦之林地,1529,1.32,1.81,1.37,2024-06-20
G3SG1,战痕累累,普通,886988,G3SG1 | 梦之林地,272,1.21,1.74,1.44,2024-06-20
G3SG1,破损不堪,普通,886979,G3SG1 | 梦之林地,488,1.2,1.74,1.45,2024-06-20
G3SG1,战痕累累,纪念品,37653,G3SG1（纪念品） | 狩猎网格,93,1.14,1.52,1.33,2024-06-20
G3SG1,破损不堪,纪念品,37657,G3SG1（纪念品） | 狩猎网格,62,1.12,1.16,1.04,2024-06-20
G3SG1,战痕累累,纪念品,37638,G3SG1（纪念品） | 沙漠风暴,102,1,1.31,1.31,2024-06-20
G3SG1,战痕累累,StatTrak™,38625,G3SG1（StatTrak™） | 橙光冲击,27,0.91,1.67,1.84,2024-06-20
G3SG1,略有磨损,纪念品,877178,G3SG1（纪念品） | 碧藤青翠,94,0.88,1.23,1.4,2024-06-20
G3SG1,久经沙场,StatTrak™,38627,G3SG1（StatTrak™） | 橙光冲击,114,0.85,1.31,1.54,2024-06-20
G3SG1,破损不堪,StatTrak™,38641,G3SG1（StatTrak™） | 通风机,11,0.74,1.09,1.47,2024-06-20
G3SG1,崭新出厂,普通,34863,G3SG1 | 极地迷彩,205,0.71,0.94,1.32,2024-06-20
G3SG1,久经沙场,StatTrak™,38619,G3SG1（StatTrak™） | 猎人,116,0.71,1.09,1.54,2024-06-20
G3SG1,久经沙场,纪念品,37655,G3SG1（纪念品） | 狩猎网格,453,0.7,0.94,1.34,2024-06-20
G3SG1,略有磨损,普通,34842,G3SG1 | 猎人,182,0.72,1.02,1.42,2024-06-20
G3SG1,崭新出厂,普通,34836,G3SG1 | 绿苹果,1306,0.79,1.09,1.38,2024-06-20
G3SG1,久经沙场,StatTrak™,38639,G3SG1（StatTrak™） | 通风机,128,0.67,1.09,1.63,2024-06-20
G3SG1,略有磨损,普通,34855,G3SG1 | 橙光冲击,283,0.67,0.94,1.4,2024-06-20
G3SG1,久经沙场,纪念品,37640,G3SG1（纪念品） | 沙漠风暴,369,0.65,0.87,1.34,2024-06-20
G3SG1,略有磨损,普通,34888,G3SG1 | 通风机,235,0.61,0.87,1.43,2024-06-20
G3SG1,破损不堪,纪念品,877034,G3SG1（纪念品） | 远古仪式,24,0.59,0.94,1.59,2024-06-20
G3SG1,崭新出厂,普通,34882,G3SG1 | 多变迷彩,277,0.56,0.8,1.43,2024-06-20
G3SG1,战痕累累,纪念品,877190,G3SG1（纪念品） | 碧藤青翠,25,0.55,1.02,1.85,2024-06-20
G3SG1,战痕累累,StatTrak™,38617,G3SG1（StatTrak™） | 猎人,44,0.55,0.87,1.58,2024-06-20
G3SG1,破损不堪,StatTrak™,38621,G3SG1（StatTrak™） | 猎人,36,0.53,0.94,1.77,2024-06-20
G3SG1,略有磨损,普通,34838,G3SG1 | 绿苹果,815,0.56,0.8,1.43,2024-06-20
G3SG1,久经沙场,普通,34887,G3SG1 | 通风机,202,0.47,0.8,1.7,2024-06-20
G3SG1,破损不堪,普通,34889,G3SG1 | 通风机,22,0.46,0.8,1.74,2024-06-20
G3SG1,破损不堪,普通,34856,G3SG1 | 橙光冲击,48,0.46,0.87,1.89,2024-06-20
G3SG1,崭新出厂,普通,34845,G3SG1 | 丛林虚线,133,0.46,0.58,1.26,2024-06-20
G3SG1,崭新出厂,普通,34827,G3SG1 | 沙漠风暴,142,0.46,0.58,1.26,2024-06-20
G3SG1,久经沙场,纪念品,877142,G3SG1（纪念品） | 碧藤青翠,148,0.45,0.87,1.93,2024-06-20
G3SG1,久经沙场,普通,34837,G3SG1 | 绿苹果,144,0.45,0.65,1.44,2024-06-20
G3SG1,略有磨损,纪念品,877039,G3SG1（纪念品） | 远古仪式,163,0.44,0.58,1.32,2024-06-20
G3SG1,略有磨损,普通,34884,G3SG1 | 多变迷彩,215,0.43,0.58,1.35,2024-06-20
G3SG1,久经沙场,普通,34854,G3SG1 | 橙光冲击,174,0.44,0.8,1.82,2024-06-20
G3SG1,久经沙场,普通,34841,G3SG1 | 猎人,203,0.4,0.65,1.62,2024-06-20
G3SG1,战痕累累,普通,34852,G3SG1 | 橙光冲击,26,0.38,0.65,1.71,2024-06-20
G3SG1,破损不堪,普通,34885,G3SG1 | 多变迷彩,38,0.3,0.51,1.7,2024-06-20
G3SG1,久经沙场,普通,34883,G3SG1 | 多变迷彩,425,0.3,0.51,1.7,2024-06-20
G3SG1,战痕累累,普通,34881,G3SG1 | 多变迷彩,48,0.3,0.44,1.47,2024-06-20
G3SG1,破损不堪,普通,34843,G3SG1 | 猎人,81,0.23,0.51,2.22,2024-06-20
G3SG1,战痕累累,普通,34839,G3SG1 | 猎人,100,0.22,0.44,2.0,2024-06-20
G3SG1,久经沙场,纪念品,877027,G3SG1（纪念品） | 远古仪式,209,0.21,0.29,1.38,2024-06-20
G3SG1,战痕累累,纪念品,877010,G3SG1（纪念品） | 远古仪式,70,0.17,0.29,1.71,2024-06-20
G3SG1,略有磨损,普通,34865,G3SG1 | 极地迷彩,675,0.1,0.29,2.9,2024-06-20
G3SG1,久经沙场,普通,34864,G3SG1 | 极地迷彩,1064,0.06,0.29,4.83,2024-06-20
G3SG1,略有磨损,普通,34829,G3SG1 | 沙漠风暴,354,0.06,0.22,3.67,2024-06-20
G3SG1,破损不堪,普通,34866,G3SG1 | 极地迷彩,138,0.05,0.22,4.4,2024-06-20
G3SG1,战痕累累,普通,34862,G3SG1 | 极地迷彩,177,0.05,0.22,4.4,2024-06-20
G3SG1,略有磨损,普通,34847,G3SG1 | 丛林虚线,520,0.05,0.22,4.4,2024-06-20
G3SG1,战痕累累,普通,34844,G3SG1 | 丛林虚线,287,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34830,G3SG1 | 沙漠风暴,246,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34828,G3SG1 | 沙漠风暴,929,0.03,0.22,7.33,2024-06-20
G3SG1,破损不堪,普通,34848,G3SG1 | 丛林虚线,134,0.03,0.22,7.33,2024-06-20
G3SG1,久经沙场,普通,34846,G3SG1 | 丛林虚线,1512,0.03,0.22,7.33,2024-06-20
G3SG1,战痕累累,普通,34826,G3SG1 | 沙漠风暴,176,0.03,0.22,7.33,2024-06-20
G3SG1,战痕累累,StatTrak™,887047,G3SG1（StatTrak™） | 梦之林地,67,1.93,2.9,1.5,2024-06-20
G3SG1,崭新出厂,纪念品,877203,G3SG1（纪念品） | 碧藤青翠,182,1.8,2.61,1.45,2024-06-20
G3SG1,崭新出厂,纪念品,877050,G3SG1（纪念品） | 远古仪式,78,1.8,2.03,1.13,2024-06-20
G3SG1,久经沙场,普通,34874,G3SG1 | 毒刺,254,1.77,2.69,1.52,2024-06-20
G3SG1,破损不堪,普通,34876,G3SG1 | 毒刺,22,1.76,2.47,1.4,2024-06-20
G3SG1,略有磨损,StatTrak™,38640,G3SG1（StatTrak™） | 通风机,101,1.73,2.32,1.34,2024-06-20
G3SG1,战痕累累,普通,34872,G3SG1 | 毒刺,34,1.66,2.47,1.49,2024-06-20
G3SG1,崭新出厂,普通,34886,G3SG1 | 通风机,190,1.58,1.67,1.06,2024-06-20
G3SG1,略有磨损,StatTrak™,38620,G3SG1（StatTrak™） | 猎人,95,1.56,2.32,1.49,2024-06-20
G3SG1,破损不堪,纪念品,37642,G3SG1（纪念品） | 沙漠风暴,37,1.48,1.89,1.28,2024-06-20
G3SG1,崭新出厂,普通,34840,G3SG1 | 猎人,116,1.48,2.25,1.52,2024-06-20
G3SG1,破损不堪,StatTrak™,38629,G3SG1（StatTrak™） | 橙光冲击,13,1.41,1.45,1.03,2024-06-20
G3SG1,略有磨损,纪念品,37656,G3SG1（纪念品） | 狩猎网格,206,1.39,2.03,1.46,2024-06-20
G3SG1,崭新出厂,普通,34853,G3SG1 | 橙光冲击,286,1.35,1.89,1.4,2024-06-20
G3SG1,久经沙场,普通,886679,G3SG1 | 梦之林地,1529,1.32,1.81,1.37,2024-06-20
G3SG1,战痕累累,普通,886988,G3SG1 | 梦之林地,272,1.21,1.52,1.26,2024-06-20
G3SG1,破损不堪,普通,886979,G3SG1 | 梦之林地,488,1.2,1.74,1.45,2024-06-20
G3SG1,战痕累累,纪念品,37653,G3SG1（纪念品） | 狩猎网格,93,1.14,1.52,1.33,2024-06-20
G3SG1,破损不堪,纪念品,37657,G3SG1（纪念品） | 狩猎网格,62,1.12,1.16,1.04,2024-06-20
G3SG1,战痕累累,纪念品,37638,G3SG1（纪念品） | 沙漠风暴,102,1,1.31,1.31,2024-06-20
G3SG1,战痕累累,StatTrak™,38625,G3SG1（StatTrak™） | 橙光冲击,27,0.91,1.67,1.84,2024-06-20
G3SG1,略有磨损,纪念品,877178,G3SG1（纪念品） | 碧藤青翠,94,0.88,1.23,1.4,2024-06-20
G3SG1,久经沙场,StatTrak™,38627,G3SG1（StatTrak™） | 橙光冲击,114,0.85,1.31,1.54,2024-06-20
G3SG1,破损不堪,StatTrak™,38641,G3SG1（StatTrak™） | 通风机,11,0.74,1.09,1.47,2024-06-20
G3SG1,崭新出厂,普通,34863,G3SG1 | 极地迷彩,205,0.71,0.94,1.32,2024-06-20
G3SG1,久经沙场,StatTrak™,38619,G3SG1（StatTrak™） | 猎人,116,0.71,1.09,1.54,2024-06-20
G3SG1,久经沙场,纪念品,37655,G3SG1（纪念品） | 狩猎网格,453,0.7,0.94,1.34,2024-06-20
G3SG1,略有磨损,普通,34842,G3SG1 | 猎人,182,0.72,1.02,1.42,2024-06-20
G3SG1,崭新出厂,普通,34836,G3SG1 | 绿苹果,1306,0.79,1.09,1.38,2024-06-20
G3SG1,久经沙场,StatTrak™,38639,G3SG1（StatTrak™） | 通风机,128,0.67,1.09,1.63,2024-06-20
G3SG1,略有磨损,普通,34855,G3SG1 | 橙光冲击,283,0.67,0.94,1.4,2024-06-20
G3SG1,久经沙场,纪念品,37640,G3SG1（纪念品） | 沙漠风暴,369,0.65,0.87,1.34,2024-06-20
G3SG1,略有磨损,普通,34888,G3SG1 | 通风机,235,0.61,0.87,1.43,2024-06-20
G3SG1,破损不堪,纪念品,877034,G3SG1（纪念品） | 远古仪式,24,0.59,0.94,1.59,2024-06-20
G3SG1,崭新出厂,普通,34882,G3SG1 | 多变迷彩,277,0.56,0.8,1.43,2024-06-20
G3SG1,战痕累累,纪念品,877190,G3SG1（纪念品） | 碧藤青翠,25,0.55,1.02,1.85,2024-06-20
G3SG1,战痕累累,StatTrak™,38617,G3SG1（StatTrak™） | 猎人,44,0.55,0.87,1.58,2024-06-20
G3SG1,破损不堪,StatTrak™,38621,G3SG1（StatTrak™） | 猎人,36,0.53,0.94,1.77,2024-06-20
G3SG1,略有磨损,普通,34838,G3SG1 | 绿苹果,815,0.56,0.8,1.43,2024-06-20
G3SG1,久经沙场,普通,34887,G3SG1 | 通风机,202,0.47,0.8,1.7,2024-06-20
G3SG1,破损不堪,普通,34889,G3SG1 | 通风机,22,0.46,0.8,1.74,2024-06-20
G3SG1,破损不堪,普通,34856,G3SG1 | 橙光冲击,48,0.46,0.87,1.89,2024-06-20
G3SG1,崭新出厂,普通,34845,G3SG1 | 丛林虚线,133,0.46,0.58,1.26,2024-06-20
G3SG1,崭新出厂,普通,34827,G3SG1 | 沙漠风暴,142,0.46,0.58,1.26,2024-06-20
G3SG1,久经沙场,纪念品,877142,G3SG1（纪念品） | 碧藤青翠,148,0.45,0.87,1.93,2024-06-20
G3SG1,久经沙场,普通,34837,G3SG1 | 绿苹果,144,0.45,0.65,1.44,2024-06-20
G3SG1,略有磨损,纪念品,877039,G3SG1（纪念品） | 远古仪式,163,0.44,0.58,1.32,2024-06-20
G3SG1,略有磨损,普通,34884,G3SG1 | 多变迷彩,215,0.43,0.58,1.35,2024-06-20
G3SG1,久经沙场,普通,34854,G3SG1 | 橙光冲击,174,0.44,0.8,1.82,2024-06-20
G3SG1,久经沙场,普通,34841,G3SG1 | 猎人,203,0.4,0.65,1.62,2024-06-20
G3SG1,战痕累累,普通,34852,G3SG1 | 橙光冲击,26,0.38,0.65,1.71,2024-06-20
G3SG1,破损不堪,普通,34885,G3SG1 | 多变迷彩,38,0.3,0.51,1.7,2024-06-20
G3SG1,久经沙场,普通,34883,G3SG1 | 多变迷彩,425,0.3,0.51,1.7,2024-06-20
G3SG1,战痕累累,普通,34881,G3SG1 | 多变迷彩,48,0.3,0.44,1.47,2024-06-20
G3SG1,破损不堪,普通,34843,G3SG1 | 猎人,81,0.23,0.51,2.22,2024-06-20
G3SG1,战痕累累,普通,34839,G3SG1 | 猎人,100,0.22,0.44,2.0,2024-06-20
G3SG1,久经沙场,纪念品,877027,G3SG1（纪念品） | 远古仪式,209,0.21,0.29,1.38,2024-06-20
G3SG1,战痕累累,纪念品,877010,G3SG1（纪念品） | 远古仪式,70,0.17,0.29,1.71,2024-06-20
G3SG1,略有磨损,普通,34865,G3SG1 | 极地迷彩,675,0.1,0.29,2.9,2024-06-20
G3SG1,久经沙场,普通,34864,G3SG1 | 极地迷彩,1064,0.06,0.29,4.83,2024-06-20
G3SG1,略有磨损,普通,34829,G3SG1 | 沙漠风暴,354,0.06,0.22,3.67,2024-06-20
G3SG1,破损不堪,普通,34866,G3SG1 | 极地迷彩,138,0.05,0.22,4.4,2024-06-20
G3SG1,战痕累累,普通,34862,G3SG1 | 极地迷彩,177,0.05,0.22,4.4,2024-06-20
G3SG1,略有磨损,普通,34847,G3SG1 | 丛林虚线,520,0.05,0.22,4.4,2024-06-20
